id,code,prefix,start,end,label
E482-489,E482-489,E,482.0,489.0,Confederate States of America
E491-586,E491-586,E,491.0,586.0,Armies.  Troops
E591-600,E591-600,E,591.0,600.0,Naval history
E660-738,E660-738,E,660.0,738.0,"Late nineteenth century, 1865-1900"
E660-664,E660-664,E,660.0,664.0,General
E660,E660,E,660.0,660.0,Collected works of American statesmen
E661.7,E661.7,E,661.7,661.7,Diplomatic history.  Foreign and general relations
E663-664,E663-664,E,663.0,664.0,Biography
E666-670,E666-670,E,666.0,670.0,"Johnson's administration, April 15, 1865-1869"
E668,E668,E,668.0,668.0,"Reconstruction, 1865-1877"
E669,E669,E,669.0,669.0,"Purchase of Alaska, 1867"
E671-680,E671-680,E,671.0,680.0,"Grant's administrations, 1869-1877"
E681-685,E681-685,E,681.0,685.0,"Hayes' administration, 1877-1881"
E686-687.9,E686-687.9,E,686.0,687.9,"Garfield's administration, March 4-September 19, 1881"
E691-695,E691-695,E,691.0,695.0,"Arthur's administration, September 19, 1881-1885"
E696-700,E696-700,E,696.0,700.0,"Cleveland's first administration, 1885-1889"
E701-705,E701-705,E,701.0,705.0,"Benjamin Harrison's administration, 1889-1893"
E706-710,E706-710,E,706.0,710.0,"Cleveland's second administration, 1893-1897"
E711-738,E711-738,E,711.0,738.0,"McKinley's first administration, 1897-1901"
E713,E713,E,713.0,713.0,"Annexation in 1898 of Hawaii, the Philippines, and Puerto Rico"
E714-735,E714-735,E,714.0,735.0,War of 1898 (Spanish-American War)
E740-837.7,E740-837.7,E,740.0,837.7,Twentieth century
E740-749,E740-749,E,740.0,749.0,General
E740.5,E740.5,E,740.5,740.5,Sources and documents
E742.5,E742.5,E,742.5,742.5,Collected works of American statesmen
E743-743.5,E743-743.5,E,743.0,743.5,Political history
E743.5,E743.5,E,743.5,743.5,Un-American activities
E744-744.5,E744-744.5,E,744.0,744.5,Diplomatic history.  Foreign and general relations
E745,E745,E,745.0,745.0,Military history
E746,E746,E,746.0,746.0,Naval history
E747-748,E747-748,E,747.0,748.0,Biography
E751,E751,E,751.0,751.0,"McKinley's second administration, March 4-September 14, 1901"
E756-760,E756-760,E,756.0,760.0,"Theodore Roosevelt's administrations, September 14, 1901-1909"
E761-765,E761-765,E,761.0,765.0,"Taft's administration, 1909-1913"
E766-783,E766-783,E,766.0,783.0,"Wilson's administrations, 1913-1921"
E768,E768,E,768.0,768.0,"Purchase of Danish West Indies (Virgin Islands), 1917"
E780,E780,E,780.0,780.0,Internal history during World War I
E784-805,E784-805,E,784.0,805.0,"1919-1933.  Harding-Coolidge-Hoover era.  ""The twenties"""
E785-786,E785-786,E,785.0,786.0,"Harding's administration, 1921-August 2, 1923"
E791-796,E791-796,E,791.0,796.0,"Coolidge's administration, August 2, 1923-1929"
E801-805,E801-805,E,801.0,805.0,"Hoover's administration, 1919-1933"
E806-812,E806-812,E,806.0,812.0,"Franklin Delano Roosevelt's administrations, 1933-April 12, 1945"
E813-816,E813-816,E,813.0,816.0,"Truman's administrations, April 12, 1945-1953"
E835-837.7,E835-837.7,E,835.0,837.7,"Eisenhower's administrations, 1953-1961"
E838-889,E838-889,E,838.0,889.0,"Later twentieth century, 1961-2000"
E838-840.8,E838-840.8,E,838.0,840.8,General
E838.3,E838.3,E,838.3,838.3,Sources and documents
E839.5-839.8,E839.5-839.8,E,839.5,839.8,Political history
E839.8,E839.8,E,839.8,839.8,Un-American activities
E840-840.2,E840-840.2,E,840.0,840.2,Diplomatic history.  Foreign and general relations
E840.6-840.8,E840.6-840.8,E,840.6,840.8,Biography (General)
E841-843,E841-843,E,841.0,843.0,"Kennedy's administration, 1961-November 22, 1963"
E842.9,E842.9,E,842.9,842.9,"Assassination, funeral, memorial services, etc."
E846-851,E846-851,E,846.0,851.0,"Johnson's administrations, November 22, 1963-1969"
E855-861,E855-861,E,855.0,861.0,"Nixon's administrations, 1969-August 9, 1974"
E860-861,E860-861,E,860.0,861.0,Watergate Affair.  Resignation
E865-868,E865-868,E,865.0,868.0,"Ford's administration, August 9, 1974-1977"
E872-875,E872-875,E,872.0,875.0,"Carter's administration, 1977-1981"
E876-880,E876-880,E,876.0,880.0,"Reagan's administrations, 1981-1989"
E877.3,E877.3,E,877.3,877.3,Assassination attempt
E881-884,E881-884,E,881.0,884.0,"George H.W. Bush's administration, 1989-1993"
E885-889,E885-889,E,885.0,889.0,"Clinton's administrations, 1993-2001"
E895-904,E895-904,E,895.0,904.0,Twenty-first century
E902-906,E902-906,E,902.0,906.0,"George W. Bush's administrations, 2001-2009"
E907-909,E907-909,E,907.0,909.0,"Barack Obama's administration, 2009-"
F1-975,F1-975,F,1.0,975.0,United States local history
F1-15,F1-15,F,1.0,15.0,New England
F16-30,F16-30,F,16.0,30.0,Maine
F31-45,F31-45,F,31.0,45.0,New Hampshire
F46-60,F46-60,F,46.0,60.0,Vermont
F61-75,F61-75,F,61.0,75.0,Massachusetts
F76-90,F76-90,F,76.0,90.0,Rhode Island
F91-105,F91-105,F,91.0,105.0,Connecticut
F106,F106,F,106.0,106.0,Atlantic coast.  Middle Atlantic States
F116-130,F116-130,F,116.0,130.0,New York
F131-145,F131-145,F,131.0,145.0,New Jersey
F146-160,F146-160,F,146.0,160.0,Pennsylvania
F161-175,F161-175,F,161.0,175.0,Delaware
F176-190,F176-190,F,176.0,190.0,Maryland
F191-205,F191-205,F,191.0,205.0,District of Columbia.  Washington
F206-220,F206-220,F,206.0,220.0,The South.  South Atlantic States
F221-235,F221-235,F,221.0,235.0,Virginia
F236-250,F236-250,F,236.0,250.0,West Virginia
F251-265,F251-265,F,251.0,265.0,North Carolina
F266-280,F266-280,F,266.0,280.0,South Carolina
F281-295,F281-295,F,281.0,295.0,Georgia
F296-301,F296-301,F,296.0,301.0,Gulf States.  West Florida
F306-320,F306-320,F,306.0,320.0,Florida
F321-335,F321-335,F,321.0,335.0,Alabama
F336-350,F336-350,F,336.0,350.0,Mississippi
F350.5-355,F350.5-355,F,350.5,355.0,Mississippi River and Valley.  Middle West
F366-380,F366-380,F,366.0,380.0,Louisiana
F381-395,F381-395,F,381.0,395.0,Texas
F396,F396,F,396.0,396.0,Old Southwest.  Lower Mississippi Valley
F406-420,F406-420,F,406.0,420.0,Arkansas
F431-445,F431-445,F,431.0,445.0,Tennessee
F446-460,F446-460,F,446.0,460.0,Kentucky
F461-475,F461-475,F,461.0,475.0,Missouri
F476-485,F476-485,F,476.0,485.0,Old Northwest.  Northwest Territory
F486-500,F486-500,F,486.0,500.0,Ohio
F516-520,F516-520,F,516.0,520.0,Ohio River and Valley
F521-535,F521-535,F,521.0,535.0,Indiana
F536-550,F536-550,F,536.0,550.0,Illinois
F550.5-553.2,F550.5-553.2,F,550.5,553.2,The Lake region.  Great Lakes
F561-575,F561-575,F,561.0,575.0,Michigan
F576-590,F576-590,F,576.0,590.0,Wisconsin
F590.3-596.3,F590.3-596.3,F,590.3,596.3,The West.  Trans-Mississippi Region.  Great Plains
F597,F597,F,597.0,597.0,The Northwest
F598,F598,F,598.0,598.0,Missouri River and Valley
F601-615,F601-615,F,601.0,615.0,Minnesota
F616-630,F616-630,F,616.0,630.0,Iowa
F631-645,F631-645,F,631.0,645.0,North Dakota
F646-660,F646-660,F,646.0,660.0,South Dakota
F661-675,F661-675,F,661.0,675.0,Nebraska
F676-690,F676-690,F,676.0,690.0,Kansas
F691-705,F691-705,F,691.0,705.0,Oklahoma
F721-722,F721-722,F,721.0,722.0,Rocky Mountains.  Yellowstone National Park
F726-740,F726-740,F,726.0,740.0,Montana
F741-755,F741-755,F,741.0,755.0,Idaho
F756-770,F756-770,F,756.0,770.0,Wyoming
F771-785,F771-785,F,771.0,785.0,Colorado
F786-790,F786-790,F,786.0,790.0,"New Southwest.  Colorado River, Canyon, and Valley"
F791-805,F791-805,F,791.0,805.0,New Mexico
F806-820,F806-820,F,806.0,820.0,Arizona
F821-835,F821-835,F,821.0,835.0,Utah
F836-850,F836-850,F,836.0,850.0,Nevada
F850.5-851.5,F850.5-851.5,F,850.5,851.5,Pacific States
F851.7,F851.7,F,851.7,851.7,Cascade Range
F852-854,F852-854,F,852.0,854.0,Pacific Northwest.  Columbia River and Valley. Northwest boundary since 1846
F856-870,F856-870,F,856.0,870.0,California
F871-885,F871-885,F,871.0,885.0,Oregon
F886-900,F886-900,F,886.0,900.0,Washington
F901-951,F901-951,F,901.0,951.0,Alaska
F951,F951,F,951.0,951.0,Bering Sea and Aleutian Islands
F965,F965,F,965.0,965.0,The territories of the United States (General)
F970,F970,F,970.0,970.0,Insular possessions of the United States (General)
F975,F975,F,975.0,975.0,"Central American, West Indian, and other countries protected by and having close political affiliations with the United States (General)"
F1001-1145.2,F1001-1145.2,F,1001.0,1145.2,British America
F1001-1145.2,F1001-1145.2,F,1001.0,1145.2,Canada
F1001-1035,F1001-1035,F,1001.0,1035.0,General
F1035.8,F1035.8,F,1035.8,1035.8,Maritime provinces.  Atlantic coast of Canada
F1036-1040,F1036-1040,F,1036.0,1040.0,Nova Scotia.  Acadia
F1041-1045,F1041-1045,F,1041.0,1045.0,New Brunswick
F1046-1049.7,F1046-1049.7,F,1046.0,1049.7,Prince Edward Island
F1050,F1050,F,1050.0,1050.0,"St. Lawrence Gulf, River and Valley (General)"
F1051-1055,F1051-1055,F,1051.0,1055.0,Quebec
F1056-1059.7,F1056-1059.7,F,1056.0,1059.7,Ontario
F1060-1060.97,F1060-1060.97,F,1060.0,1060.97,Canadian Northwest.  Northwest Territories
F1061-1065,F1061-1065,F,1061.0,1065.0,Manitoba
F1067,F1067,F,1067.0,1067.0,Assiniboia
F1070-1074.7,F1070-1074.7,F,1070.0,1074.7,Saskatchewan
F1075-1080,F1075-1080,F,1075.0,1080.0,Alberta
F1086-1089.7,F1086-1089.7,F,1086.0,1089.7,British Columbia
F1090,F1090,F,1090.0,1090.0,Rocky Mountains of Canada
F1090.5,F1090.5,F,1090.5,1090.5,Arctic regions
F1091-1095.5,F1091-1095.5,F,1091.0,1095.5,Yukon
F1096-1100.5,F1096-1100.5,F,1096.0,1100.5,Mackenzie
F1101-1105.7,F1101-1105.7,F,1101.0,1105.7,Franklin
F1106-1110.5,F1106-1110.5,F,1106.0,1110.5,Keewatin
F1121-1139,F1121-1139,F,1121.0,1139.0,Newfoundland
F1135-1139,F1135-1139,F,1135.0,1139.0,Labrador
F1140,F1140,F,1140.0,1140.0,The Labrador Peninsula
F1141-1145.2,F1141-1145.2,F,1141.0,1145.2,Nunavut
F1170,F1170,F,1170.0,1170.0,Saint Pierre and Miquelon
F1201-3799,F1201-3799,F,1201.0,3799.0,Latin America.  Spanish America
F1201-1392,F1201-1392,F,1201.0,1392.0,Mexico
F1218.5-1221,F1218.5-1221,F,1218.5,1221.0,Antiquities.  Indians
F1401-1419,F1401-1419,F,1401.0,1419.0,Latin America (General)
F1421-1440,F1421-1440,F,1421.0,1440.0,Central America
F1435-1435.3,F1435-1435.3,F,1435.0,1435.3,Mayas
F1441-1457,F1441-1457,F,1441.0,1457.0,Belize
F1461-1477,F1461-1477,F,1461.0,1477.0,Guatemala
F1481-1497,F1481-1497,F,1481.0,1497.0,Salvador (El Salvador)
F1501-1517,F1501-1517,F,1501.0,1517.0,Honduras
F1521-1537,F1521-1537,F,1521.0,1537.0,Nicaragua
F1541-1557,F1541-1557,F,1541.0,1557.0,Costa Rica
F1561-1577,F1561-1577,F,1561.0,1577.0,Panama
F1601-1629,F1601-1629,F,1601.0,1629.0,West Indies
F1630-1640,F1630-1640,F,1630.0,1640.0,Bermudas
F1650-1660,F1650-1660,F,1650.0,1660.0,Bahamas
F1741-1991,F1741-1991,F,1741.0,1991.0,Greater Antilles
F1751-1854.9,F1751-1854.9,F,1751.0,1854.9,Cuba
F1788-1788.22,F1788-1788.22,F,1788.0,1788.22,Communist regime
F1861-1896,F1861-1896,F,1861.0,1896.0,Jamaica
F1900-1941,F1900-1941,F,1900.0,1941.0,Haiti (Island).  Hispaniola
F1912-1930,F1912-1930,F,1912.0,1930.0,Haiti (Republic)
F1931-1941,F1931-1941,F,1931.0,1941.0,Dominican Republic
F1951-1983,F1951-1983,F,1951.0,1983.0,Puerto Rico
F1991,F1991,F,1991.0,1991.0,Navassa
F2001-2151,F2001-2151,F,2001.0,2151.0,Lesser Antilles
F2006,F2006,F,2006.0,2006.0,Leeward islands
F2011,F2011,F,2011.0,2011.0,Windward Islands
F2016,F2016,F,2016.0,2016.0,Islands along Venezuela coast
F2033-2129,F2033-2129,F,2033.0,2129.0,Individual islands
F2131-2133,F2131-2133,F,2131.0,2133.0,British West Indies
F2136,F2136,F,2136.0,2136.0,Virgin Islands of the United States
F2141,F2141,F,2141.0,2141.0,Netherlands West Indies.  Dutch West Indies
F2151,F2151,F,2151.0,2151.0,French West Indies
F2155-2191,F2155-2191,F,2155.0,2191.0,Caribbean area.  Caribbean Sea
F2201-3799,F2201-3799,F,2201.0,3799.0,South America
F2201-2239,F2201-2239,F,2201.0,2239.0,General
F2251-2299,F2251-2299,F,2251.0,2299.0,Colombia
F2301-2349,F2301-2349,F,2301.0,2349.0,Venezuela
F2351,F2351,F,2351.0,2351.0,Guiana
F2361-2391,F2361-2391,F,2361.0,2391.0,Guyana.  British Guiana
F2401-2431,F2401-2431,F,2401.0,2431.0,Surinam
F2441-2471,F2441-2471,F,2441.0,2471.0,French Guiana
F2501-2659,F2501-2659,F,2501.0,2659.0,Brazil
F2661-2699,F2661-2699,F,2661.0,2699.0,Paraguay
F2701-2799,F2701-2799,F,2701.0,2799.0,Uruguay
F2801-3021,F2801-3021,F,2801.0,3021.0,Argentina
F3031-3031.5,F3031-3031.5,F,3031.0,3031.5,Falkland Islands
F3051-3285,F3051-3285,F,3051.0,3285.0,Chile
F3301-3359,F3301-3359,F,3301.0,3359.0,Bolivia
F3401-3619,F3401-3619,F,3401.0,3619.0,Peru
F3701-3799,F3701-3799,F,3701.0,3799.0,Ecuador
G1-922,G1-922,G,1.0,922.0,Geography (General)
G65-69,G65-69,G,65.0,69.0,Geographers
G70-70.6,G70-70.6,G,70.0,70.6,Philosophy.  Relation to other topics.  Methodology
G80-99,G80-99,G,80.0,99.0,History of geography
G100.5-108.5,G100.5-108.5,G,100.5,108.5,Toponymy
G140,G140,G,140.0,140.0,Great cities of the world
G141,G141,G,141.0,141.0,Historical geography
G142,G142,G,142.0,142.0,Aerial geography
G149-180,G149-180,G,149.0,180.0,Travel.  Voyages and travels (General)
G154.9-155.8,G154.9-155.8,G,154.9,155.8,Travel and state.  Tourism
G200-336,G200-336,G,200.0,336.0,"History of discoveries, explorations, and travel"
G369-503,G369-503,G,369.0,503.0,Special voyages and travels
