id,code,prefix,start,end,label
KK970,KK970,KK,970.0,970.0,Intertemporal law. Retroactive law
KK981-2026,KK981-2026,KK,981.0,2026.0,Civil law
KK1001-1099,KK1001-1099,KK,1001.0,1099.0,Concepts and principles
KK1011-1039,KK1011-1039,KK,1011.0,1039.0,Persons
KK1041-1042,KK1041-1042,KK,1041.0,1042.0,Things
KK1044-1045,KK1044-1045,KK,1044.0,1045.0,Rights
KK1047-1090,KK1047-1090,KK,1047.0,1090.0,Legal transactions. Juristic acts
KK1054-1057.5,KK1054-1057.5,KK,1054.0,1057.5,Declaration of intention
KK1063-1066,KK1063-1066,KK,1063.0,1066.0,Void and voidable transactions. Error
KK1070-1087,KK1070-1087,KK,1070.0,1087.0,Agency. Power of attorney. Mandate
KK1089-1090,KK1089-1090,KK,1089.0,1090.0,Fiduciary transactions. Trust and trustee
KK1093-1095,KK1093-1095,KK,1093.0,1095.0,Limitation of actions
KK1100-1248,KK1100-1248,KK,1100.0,1248.0,Domestic relations. Family law
KK1118-1155,KK1118-1155,KK,1118.0,1155.0,Marriage
KK1162-1180,KK1162-1180,KK,1162.0,1180.0,Matrimonial property and regime
KK1185-1230,KK1185-1230,KK,1185.0,1230.0,Consanguinity and affinity. Parent and child
KK1226-1230,KK1226-1230,KK,1226.0,1230.0,Affiliation. Paternity
KK1232-1248,KK1232-1248,KK,1232.0,1248.0,Guardian and ward. Curatorship
KK1250-1437,KK1250-1437,KK,1250.0,1437.0,Property. Law of things
KK1263-1313,KK1263-1313,KK,1263.0,1313.0,Possession. Ownership
KK1315-1357,KK1315-1357,KK,1315.0,1357.0,Real property
KK1331-1338,KK1331-1338,KK,1331.0,1338.0,Rights of incident to ownership of land
KK1340-1342,KK1340-1342,KK,1340.0,1342.0,Types of real property
KK1344-1345,KK1344-1345,KK,1344.0,1345.0,Superficies
KK1346-1356,KK1346-1356,KK,1346.0,1356.0,Rights as to the use and profits of another's land. Servitudes
KK1360-1380,KK1360-1380,KK,1360.0,1380.0,Hypothecation. Land charge. Rent charge
KK1382-1400,KK1382-1400,KK,1382.0,1400.0,Pledges
KK1397-1400,KK1397-1400,KK,1397.0,1400.0,Transfer of ownership as security
KK1410-1437,KK1410-1437,KK,1410.0,1437.0,Land register and registration
KK1437,KK1437,KK,1437.0,1437.0,Cadastral surveys. Cadaster
KK1440-1488,KK1440-1488,KK,1440.0,1488.0,Inheritance. Succession upon death
KK1452-1478,KK1452-1478,KK,1452.0,1478.0,Testamentary and intestate succession
KK1480-1481,KK1480-1481,KK,1480.0,1481.0,Contract of inheritance
KK1486,KK1486,KK,1486.0,1486.0,Certificate of inheritance
KK1490-2026,KK1490-2026,KK,1490.0,2026.0,Obligations
KK1502-1518,KK1502-1518,KK,1502.0,1518.0,Debtor and creditor
KK1540-1578,KK1540-1578,KK,1540.0,1578.0,Extinction of obligation
KK1580-1603,KK1580-1603,KK,1580.0,1603.0,Nonperformance
KK1610-1636,KK1610-1636,KK,1610.0,1636.0,Damages
KK1640-1905,KK1640-1905,KK,1640.0,1905.0,Contracts
KK1690-1905,KK1690-1905,KK,1690.0,1905.0,Individual contracts and obligations
KK1907-1916,KK1907-1916,KK,1907.0,1916.0,Unjust enrichment
KK1922-2026,KK1922-2026,KK,1922.0,2026.0,Delicts. Torts
KK2038-2633,KK2038-2633,KK,2038.0,2633.0,Commercial law
KK2061-2081,KK2061-2081,KK,2061.0,2081.0,Merchant and business enterprise
KK2083,KK2083,KK,2083.0,2083.0,Commercial registers
KK2086-2428,KK2086-2428,KK,2086.0,2428.0,Commercial transactions
KK2121-2145,KK2121-2145,KK,2121.0,2145.0,Freight forwarders and carriers
KK2150-2182,KK2150-2182,KK,2150.0,2182.0,Negotiable instruments. Titles of credit
KK2188-2255,KK2188-2255,KK,2188.0,2255.0,Banking. Stock exchange
KK2256-2298,KK2256-2298,KK,2256.0,2298.0,Maritime law
KK2301-2428,KK2301-2428,KK,2301.0,2428.0,Insurance law
KK2432-2633,KK2432-2633,KK,2432.0,2633.0,Business associations
KK2435-2447,KK2435-2447,KK,2435.0,2447.0,Personal companies. Unincorporated business associations
KK2448-2561,KK2448-2561,KK,2448.0,2561.0,Stock companies. Incorporated business associations
KK2565-2586,KK2565-2586,KK,2565.0,2586.0,Cooperative societies
KK2598-2621,KK2598-2621,KK,2598.0,2621.0,Combinations. Industrial trusts. Business concerns
KK2625-2633,KK2625-2633,KK,2625.0,2633.0,Corporate reorganization
KK2636-2833,KK2636-2833,KK,2636.0,2833.0,Intellectual and industrial property
KK2647-2714,KK2647-2714,KK,2647.0,2714.0,Copyright
KK2721-2796,KK2721-2796,KK,2721.0,2796.0,Patent law and trademarks
KK2799-2833,KK2799-2833,KK,2799.0,2833.0,Unfair competition
KK2849-3269,KK2849-3269,KK,2849.0,3269.0,Labor law
KK2870-2940,KK2870-2940,KK,2870.0,2940.0,Labor contract and employment
KK2950-2976,KK2950-2976,KK,2950.0,2976.0,Wages
KK2981-3052,KK2981-3052,KK,2981.0,3052.0,Labor-management relations
KK2991-3038,KK2991-3038,KK,2991.0,3038.0,Works councils. Employee participation in management. Youth representation
KK3056-3097,KK3056-3097,KK,3056.0,3097.0,Collective bargaining and labor agreements
KK3118-3136,KK3118-3136,KK,3118.0,3136.0,Corporate representation. Unions. Employers' associations
KK3140-3192,KK3140-3192,KK,3140.0,3192.0,Protection of labor. Labor law for particular industries
KK3195,KK3195,KK,3195.0,3195.0,Labor supply. Manpower control
KK3205-3269,KK3205-3269,KK,3205.0,3269.0,Labor courts and procedure
KK3270-3646,KK3270-3646,KK,3270.0,3646.0,Social legislation
KK3281-3428,KK3281-3428,KK,3281.0,3428.0,Social insurance
KK3308-3346,KK3308-3346,KK,3308.0,3346.0,Health insurance
KK3350-3383,KK3350-3383,KK,3350.0,3383.0,Workers' compensation
KK3387-3413,KK3387-3413,KK,3387.0,3413.0,Social security
KK3418-3428,KK3418-3428,KK,3418.0,3428.0,Unemployment insurance
KK3430-3579,KK3430-3579,KK,3430.0,3579.0,Social services. Public welfare
KK3587-3646,KK3587-3646,KK,3587.0,3646.0,Social courts and procedure
KK3655-4399,KK3655-4399,KK,3655.0,4399.0,Courts and procedure
KK3655-3665,KK3655-3665,KK,3655.0,3665.0,The administration of justice
KK3666-3703,KK3666-3703,KK,3666.0,3703.0,Courts
KK3704-3792,KK3704-3792,KK,3704.0,3792.0,The legal profession
KK3706-3707,KK3706-3707,KK,3706.0,3707.0,Post-law school education
KK3716-3723,KK3716-3723,KK,3716.0,3723.0,Judges
KK3728-3747,KK3728-3747,KK,3728.0,3747.0,Public prosecutors
KK3769-3792,KK3769-3792,KK,3769.0,3792.0,Practice of law. Attorneys. Legal consultants. Legal aid
KK3795-3800,KK3795-3800,KK,3795.0,3800.0,Judicial assistance. Foreign judgments
KK3802-3804,KK3802-3804,KK,3802.0,3804.0,Procedure in general
KK3809-4038,KK3809-4038,KK,3809.0,4038.0,Civil procedure. Arbitration
KK4044-4168,KK4044-4168,KK,4044.0,4168.0,Noncontentious jurisdiction
KK4070-4078,KK4070-4078,KK,4070.0,4078.0,Notaries
KK4084-4117,KK4084-4117,KK,4084.0,4117.0,Registration. Recording
KK4120-4168,KK4120-4168,KK,4120.0,4168.0,Domestic relations. Family
KK4130-4149,KK4130-4149,KK,4130.0,4149.0,Guardianship courts
KK4152,KK4152,KK,4152.0,4152.0,Inheritance. Probate court
KK4171-4389,KK4171-4389,KK,4171.0,4389.0,Insolvency. Execution. Bankruptcy. Debtors relief
KK4394-4399,KK4394-4399,KK,4394.0,4399.0,Costs
KK4413-4434,KK4413-4434,KK,4413.0,4434.0,Public law
KK4420-4434,KK4420-4434,KK,4420.0,4434.0,The State
KK4436-5513,KK4436-5513,KK,4436.0,5513.0,Constitutional law
KK4455-5024,KK4455-5024,KK,4455.0,5024.0,Constitutional history
KK5041-5044,KK5041-5044,KK,5041.0,5044.0,Constitutional principles
KK5055-5070,KK5055-5070,KK,5055.0,5070.0,Sources and relationships of the law
KK5075-5093,KK5075-5093,KK,5075.0,5093.0,Federalism. Intergovernmental relations
KK5105-5111,KK5105-5111,KK,5105.0,5111.0,Foreign relations
KK5114-5253,KK5114-5253,KK,5114.0,5253.0,Individual and state
KK5132-5216,KK5132-5216,KK,5132.0,5216.0,Human rights. Fundamental rights and constitutional guaranties
KK5222-5239,KK5222-5239,KK,5222.0,5239.0,Political parties
KK5245-5253,KK5245-5253,KK,5245.0,5253.0,Internal security
KK5259-5452,KK5259-5452,KK,5259.0,5452.0,Organs of government. Representation
KK5454-5503,KK5454-5503,KK,5454.0,5503.0,Constitutional courts and procedure
KK5520-5556,KK5520-5556,KK,5520.0,5556.0,Secular ecclesiastical law
KK5569-5929,KK5569-5929,KK,5569.0,5929.0,Administrative law
KK5607.5-5645,KK5607.5-5645,KK,5607.5,5645.0,Administrative process. Administrative acts
KK5647-5763,KK5647-5763,KK,5647.0,5763.0,Administrative courts and procedure
KK5765-5792,KK5765-5792,KK,5765.0,5792.0,Indemnification for acts performed by government
KK5769-5779,KK5769-5779,KK,5769.0,5779.0,Eminent domain
KK5786-5792,KK5786-5792,KK,5786.0,5792.0,Government liability
KK5795-5929,KK5795-5929,KK,5795.0,5929.0,Administrative organization
KK5807-5853.5,KK5807-5853.5,KK,5807.0,5853.5,Juristic persons of public law. Corporations. Institutions. Foundations
KK5856-5860,KK5856-5860,KK,5856.0,5860.0,Administrative departments of the federal government
KK5866-5875,KK5866-5875,KK,5866.0,5875.0,Administrative departments and divisions of the states
KK5876-5921,KK5876-5921,KK,5876.0,5921.0,Municipal government
KK5922-5929,KK5922-5929,KK,5922.0,5929.0,Supramunicipal corporations and cooperation
KK5932-5973,KK5932-5973,KK,5932.0,5973.0,Civil service
KK5934,KK5934,KK,5934.0,5934.0,Tenure
KK5939-5947.5,KK5939-5947.5,KK,5939.0,5947.5,Conditions of employment
KK5950-5953.3,KK5950-5953.3,KK,5950.0,5953.3,Allowances
KK5958-5965,KK5958-5965,KK,5958.0,5965.0,Labor law and collective labor law
KK5967,KK5967,KK,5967.0,5967.0,State civil service
KK5968-5972,KK5968-5972,KK,5968.0,5972.0,Municipal civil service
KK5977-6066,KK5977-6066,KK,5977.0,6066.0,Police and public safety
KK5989-5994.5,KK5989-5994.5,KK,5989.0,5994.5,Police magistrates
KK5995-6002,KK5995-6002,KK,5995.0,6002.0,Police measures. Police information system
KK6004-6008,KK6004-6008,KK,6004.0,6008.0,Police force
KK6009-6029,KK6009-6029,KK,6009.0,6029.0,Public safety
KK6032-6066,KK6032-6066,KK,6032.0,6066.0,Control of individuals. Control of social activities. Disaster control
KK6068-6171,KK6068-6171,KK,6068.0,6171.0,Public property. Public restraint on private property
KK6070-6071.5,KK6070-6071.5,KK,6070.0,6071.5,Government property
KK6079-6123,KK6079-6123,KK,6079.0,6123.0,Roads and highways. Water resources. National preserves
KK6130-6170,KK6130-6170,KK,6130.0,6170.0,Public land law
KK6172-6204,KK6172-6204,KK,6172.0,6204.0,Public health
KK6206-6239,KK6206-6239,KK,6206.0,6239.0,Medical legislation
KK6240,KK6240,KK,6240.0,6240.0,Birth control
KK6242-6256.7,KK6242-6256.7,KK,6242.0,6256.7,Environmental law
KK6257-6409,KK6257-6409,KK,6257.0,6409.0,Cultural affairs
KK6266-6341,KK6266-6341,KK,6266.0,6341.0,Education
KK6342,KK6342,KK,6342.0,6342.0,Physical education. Sports
KK6345-6405,KK6345-6405,KK,6345.0,6405.0,Science and the arts. Public collections
KK6409,KK6409,KK,6409.0,6409.0,"Educational, scientific, and cultural exchange"
KK6411-6864,KK6411-6864,KK,6411.0,6864.0,Economic law
KK6417-6427,KK6417-6427,KK,6417.0,6427.0,Economic constitution
KK6428-6535,KK6428-6535,KK,6428.0,6535.0,Government control and policy
KK6569-6844,KK6569-6844,KK,6569.0,6844.0,"Regulation of industry, trade, and commerce"
KK6868-6945.5,KK6868-6945.5,KK,6868.0,6945.5,Transportation
KK6946-7030,KK6946-7030,KK,6946.0,7030.0,Communication. Mass media
KK7032-7047,KK7032-7047,KK,7032.0,7047.0,Professions
KK7050-7512,KK7050-7512,KK,7050.0,7512.0,Public finance
KK7520-7672,KK7520-7672,KK,7520.0,7672.0,"Government measures in time of war, national emergency, or economic crisis. Emergency and wartime legislation"
KK7690-7935,KK7690-7935,KK,7690.0,7935.0,National defense. Military law
KK7962-9380,KK7962-9380,KK,7962.0,9380.0,Criminal law
KK9400-9799.3,KK9400-9799.3,KK,9400.0,9799.3,Criminal courts and procedure
KKA3-9796,KKA3-9796,KKA,3.0,9796.0,"Law of East Germany KKB-KKC German states, provinces, and cities"
KL2-9299,KL2-9299,KL,2.0,9299.0,History of law. The ancient orient
KLA1-9999,KLA1-9999,KLA,1.0,9999.0,"Russia, Soviet Union"
KM1-999,KM1-999,KM,1.0,999.0,General
KQ2-197,KQ2-197,KQ,2.0,197.0,History of law
KQC1-999,KQC1-999,KQC,1.0,999.0,Regional comparative and uniform law
KQE10-1249,KQE10-1249,KQE,10.0,1249.0,Regional organization and integration
KZ1-6795,KZ1-6795,KZ,1.0,6795.0,Law of nations
KZ2-5.5,KZ2-5.5,KZ,2.0,5.5,Bibliography
KZ24-38,KZ24-38,KZ,24.0,38.0,"Societies, etc."
KZ27-37,KZ27-37,KZ,27.0,37.0,National
KZ60-62.5,KZ60-62.5,KZ,60.0,62.5,Intergovernmental congresses and conferences
KZ63-1152,KZ63-1152,KZ,63.0,1152.0,Sources. Fontes juris gentium
KZ118-194,KZ118-194,KZ,118.0,194.0,Treaties and other international agreements
KZ119-165,KZ119-165,KZ,119.0,165.0,To 1920
KZ170-173,KZ170-173,KZ,170.0,173.0,1920-
KZ176-182.5,KZ176-182.5,KZ,176.0,182.5,Boundary treaties
KZ183-183.5,KZ183-183.5,KZ,183.0,183.5,"Treaties of arbitration, investigation, etc."
KZ184-194,KZ184-194,KZ,184.0,194.0,Peace treaties
KZ199-218,KZ199-218,KZ,199.0,218.0,Judicial decisions and arbitral awards
KZ221-1152,KZ221-1152,KZ,221.0,1152.0,By region or country
KZ1165-1208,KZ1165-1208,KZ,1165.0,1208.0,Trials
KZ1168-1208,KZ1168-1208,KZ,1168.0,1208.0,Trials of international crimes
KZ1234-1236,KZ1234-1236,KZ,1234.0,1236.0,Legal research. Legal bibliography
KZ1249-1252,KZ1249-1252,KZ,1249.0,1252.0,International law and other disciplines
KZ1255-1273,KZ1255-1273,KZ,1255.0,1273.0,Theory and principles
KZ1267-1273,KZ1267-1273,KZ,1267.0,1273.0,Domain of the law of nations
KZ1284-1285.5,KZ1284-1285.5,KZ,1284.0,1285.5,Methodology
KZ1287-1296,KZ1287-1296,KZ,1287.0,1296.0,Codification of the law of nations
KZ1298-1304,KZ1298-1304,KZ,1298.0,1304.0,The law of treaties. System of treaty law
KZ1319-1327,KZ1319-1327,KZ,1319.0,1327.0,International legal regimes
KZ1329-3085,KZ1329-3085,KZ,1329.0,3085.0,Early/Medieval development to ca. 1900. Ius Naturae et Gentium
KZ1330-1339,KZ1330-1339,KZ,1330.0,1339.0,Peace of Westphalia to the French Revolution (1648-1789)
KZ1345-1369,KZ1345-1369,KZ,1345.0,1369.0,French Revolution to the American Civil War (1789-1861)
KZ1373-1387.2,KZ1373-1387.2,KZ,1373.0,1387.2,American Civil War to the First Conference of the Hague (1861-1899)
KZ2064-3085,KZ2064-3085,KZ,2064.0,3085.0,Publicists. Writers on public international law
KZ3092-3405,KZ3092-3405,KZ,3092.0,3405.0,20th century
KZ3110-3405,KZ3110-3405,KZ,3110.0,3405.0,Publicists. Writers on public international law
KZ3410,KZ3410,KZ,3410.0,3410.0,21st century
KZ3670-3881,KZ3670-3881,KZ,3670.0,3881.0,Objects of the law of nations. Territory and its different parts
KZ3900-5490,KZ3900-5490,KZ,3900.0,5490.0,The international legal community and members
KZ3910-5490,KZ3910-5490,KZ,3910.0,5490.0,Subjects of the law of nations
KZ4002-4080,KZ4002-4080,KZ,4002.0,4080.0,The state
KZ4110,KZ4110,KZ,4110.0,4110.0,By region
KZ4112-4820,KZ4112-4820,KZ,4112.0,4820.0,By state
KZ4850-5490,KZ4850-5490,KZ,4850.0,5490.0,Intergovernmental organizations. IGOs
KZ4853-4934,KZ4853-4934,KZ,4853.0,4934.0,The League of Nations
KZ4935-5275,KZ4935-5275,KZ,4935.0,5275.0,The United Nations
KZ5330-5490,KZ5330-5490,KZ,5330.0,5490.0,Regional organizations
KZ5510-6299,KZ5510-6299,KZ,5510.0,6299.0,International law of peace and peace enforcement
KZ5586-5893,KZ5586-5893,KZ,5586.0,5893.0,The system of collective security
KZ5615-5893,KZ5615-5893,KZ,5615.0,5893.0,Arms control and disarmament regimes
KZ5637-5645,KZ5637-5645,KZ,5637.0,5645.0,Conventional arms control
KZ5647-5686,KZ5647-5686,KZ,5647.0,5686.0,Nuclear (Strategic) arms limitation
KZ5687-5788.5,KZ5687-5788.5,KZ,5687.0,5788.5,Nuclear weapon free zones and zones of peace
KZ5834-5865,KZ5834-5865,KZ,5834.0,5865.0,Other weapons of mass destruction
KZ5870-5893,KZ5870-5893,KZ,5870.0,5893.0,Mutual and balanced reduction of armed forces
KZ5900-5967,KZ5900-5967,KZ,5900.0,5967.0,Military pact systems for collective self-defense
KZ6009-6299,KZ6009-6299,KZ,6009.0,6299.0,Pacific settlement of international disputes and conflict resolution
KZ6115-6299,KZ6115-6299,KZ,6115.0,6299.0,Arbitration and adjudication
KZ6350-6785,KZ6350-6785,KZ,6350.0,6785.0,Enforced settlement of international disputes
KZ6360-6373,KZ6360-6373,KZ,6360.0,6373.0,Non-military coercion
KZ6374-6377,KZ6374-6377,KZ,6374.0,6377.0,Threat of force
KZ6378-6785,KZ6378-6785,KZ,6378.0,6785.0,Law of war and neutrality. Jus belli
KZ6427-6437,KZ6427-6437,KZ,6427.0,6437.0,Warfare on land
KZ6440-6530,KZ6440-6530,KZ,6440.0,6530.0,Humanitarian law
KZ6540-6660,KZ6540-6660,KZ,6540.0,6660.0,Warfare on sea
KZ6665-6714,KZ6665-6714,KZ,6665.0,6714.0,Air warfare
KZ6730-6795,KZ6730-6795,KZ,6730.0,6795.0,The end of war. Armistice. Surrender. Postliminy
KZ7000-7500,KZ7000-7500,KZ,7000.0,7500.0,International criminal law and procedure
KZ7011-7220,KZ7011-7220,KZ,7011.0,7220.0,International criminal law
KZ7139-7220,KZ7139-7220,KZ,7139.0,7220.0,International crimes or groups of crimes
KZ7140,KZ7140,KZ,7140.0,7140.0,Aggression. Crimes against peace
KZ7145-7177,KZ7145-7177,KZ,7145.0,7177.0,Crimes against humanity. War crimes
KZ7180-7188,KZ7180-7188,KZ,7180.0,7188.0,Genocide
KZ7198-7220,KZ7198-7220,KZ,7198.0,7220.0,Other crimes under international law
KZ7230-7490,KZ7230-7490,KZ,7230.0,7490.0,International criminal courts
KZ7250-7490,KZ7250-7490,KZ,7250.0,7490.0,International Criminal Court (2002-)
KZ7495-7500,KZ7495-7500,KZ,7495.0,7500.0,Victims of crimes
KZA1002-4205,KZA1002-4205,KZA,1002.0,4205.0,Law of the sea
KZA1040-1065,KZA1040-1065,KZA,1040.0,1065.0,Intergovernmental congresses and conferences
KZA1118-1122,KZA1118-1122,KZA,1118.0,1122.0,Treaties and other international agreements
KZA1340-1417,KZA1340-1417,KZA,1340.0,1417.0,Concepts and principles
KZA1340,KZA1340,KZA,1340.0,1340.0,Mare clausum doctrine
KZA1348-1405,KZA1348-1405,KZA,1348.0,1405.0,Mare liberum doctrine
KZA1430-1690,KZA1430-1690,KZA,1430.0,1690.0,Maritime boundaries
KZA1630-1664,KZA1630-1664,KZA,1630.0,1664.0,Continental shelf
KZA3481-3900,KZA3481-3900,KZA,3481.0,3900.0,Marine resources conservation and development
KZA3891-3900,KZA3891-3900,KZA,3891.0,3900.0,High-seas fisheries and fisheries regimes
KZA4130-4205,KZA4130-4205,KZA,4130.0,4205.0,Public order of the oceans
KZD1002-6715,KZD1002-6715,KZD,1002.0,6715.0,Space law. Law of outer space
KZD1040-1065,KZD1040-1065,KZD,1040.0,1065.0,Intergovernmental congresses and conferences
KZD1118-1122,KZD1118-1122,KZD,1118.0,1122.0,Treaties and other international agreements
KZD1340-1400,KZD1340-1400,KZD,1340.0,1400.0,Concepts and principles. Theory
KZD1390-1400,KZD1390-1400,KZD,1390.0,1400.0,Regulated use theory
KZD1410,KZD1410,KZD,1410.0,1410.0,The source of the law of space
KZD1420-1455,KZD1420-1455,KZD,1420.0,1455.0,Boundaries
KZD3489-4406,KZD3489-4406,KZD,3489.0,4406.0,Peaceful uses of outer space
KZD3489.5-3608,KZD3489.5-3608,KZD,3489.5,3608.0,Space resources
KZD4030-4326,KZD4030-4326,KZD,4030.0,4326.0,Public order in space and outer space
KZD4080-4210,KZD4080-4210,KZD,4080.0,4210.0,Space flight
KZD4301-4310,KZD4301-4310,KZD,4301.0,4310.0,Space communication
KZD4320.2-4326,KZD4320.2-4326,KZD,4320.2,4326.0,Rescue operations in outer space
KZD4400-4406,KZD4400-4406,KZD,4400.0,4406.0,Liability for accidents
KZD5614-6715,KZD5614-6715,KZD,5614.0,6715.0,Un-peaceful uses of outer space
KZD5620-5622.2,KZD5620-5622.2,KZD,5620.0,5622.2,Treaties and other international agreements
KZD5648-5680.2,KZD5648-5680.2,KZD,5648.0,5680.2,Disarmament and demilitarization regimes in outer space
K1-36.5,K1-36.5,K,1.0,36.5,Periodicals
K37-44,K37-44,K,37.0,44.0,Bibliography
K46,K46,K,46.0,46.0,Monographic series
K48,K48,K,48.0,48.0,Encyclopedias
K50-54,K50-54,K,50.0,54.0,Dictionaries. Words and phrases
K58,K58,K,58.0,58.0,Maxims. Quotations
K64,K64,K,64.0,64.0,Yearbooks
K68-70,K68-70,K,68.0,70.0,Directories
K85-89,K85-89,K,85.0,89.0,Legal research
K94,K94,K,94.0,94.0,Legal composition and draftsmanship
K100-103,K100-103,K,100.0,103.0,Legal education
K109-110,K109-110,K,109.0,110.0,Law societies. International bar associations
K115-130,K115-130,K,115.0,130.0,The legal profession
K133,K133,K,133.0,133.0,Legal aid. Legal assistance to the poor
K140-165,K140-165,K,140.0,165.0,History of law
K170,K170,K,170.0,170.0,Biography
K175,K175,K,175.0,175.0,Congresses
K176-177,K176-177,K,176.0,177.0,Collected works nonserial
K179,K179,K,179.0,179.0,"Addresses, essays, lectures"
K181-184.7,K181-184.7,K,181.0,184.7,Miscellany
K190-197,K190-197,K,190.0,197.0,Ethnological jurisprudence. Primitive law
K201-487,K201-487,K,201.0,487.0,Jurisprudence. Philosophy and theory of law
K202,K202,K,202.0,202.0,Periodicals
K212-213,K212-213,K,212.0,213.0,Methodology
K215-218,K215-218,K,215.0,218.0,History
K236,K236,K,236.0,236.0,Universality and non-universality of law
K237-264,K237-264,K,237.0,264.0,The concept of law
K270-274,K270-274,K,270.0,274.0,Acts and events
K280-286,K280-286,K,280.0,286.0,Sources of law
K288-296,K288-296,K,288.0,296.0,Interpretation and construction of law. Lacunae in law
K300-304,K300-304,K,300.0,304.0,Classification of law. Typology
K321-474,K321-474,K,321.0,474.0,Schools of legal theory
K325-328,K325-328,K,325.0,328.0,Historical jurisprudence
K330-344,K330-344,K,330.0,344.0,Positivism
K366-380,K366-380,K,366.0,380.0,Sociology of law. Sociological jurisprudence
K400-474,K400-474,K,400.0,474.0,Natural law
K486-487,K486-487,K,486.0,487.0,Relation of law to other topics
K520-5582,K520-5582,K,520.0,5582.0,Comparative law. International uniform law
K524-525,K524-525,K,524.0,525.0,Treaties and other international agreements
K540-546,K540-546,K,540.0,546.0,Trials
K578-579,K578-579,K,578.0,579.0,Concepts applying to several branches of law
K583-591,K583-591,K,583.0,591.0,Legal systems compared
K592-597,K592-597,K,592.0,597.0,Regional divisions. Interregional comparative law
K600-615,K600-615,K,600.0,615.0,Private law
K605-615,K605-615,K,605.0,615.0,Unification
K623-968,K623-968,K,623.0,968.0,Civil law
K625-709,K625-709,K,625.0,709.0,Persons
K670-709,K670-709,K,670.0,709.0,Domestic relations. Family law
K720-793,K720-793,K,720.0,793.0,Property
K795-798,K795-798,K,795.0,798.0,Trusts and trustees
K805-821,K805-821,K,805.0,821.0,Succession upon death
K830-968,K830-968,K,830.0,968.0,Obligations
K840-917,K840-917,K,840.0,917.0,Contracts
K920,K920,K,920.0,920.0,Restitution. Quasi contracts. Unjust enrichment
K923-968,K923-968,K,923.0,968.0,Torts
K970,K970,K,970.0,970.0,Compensation to victims of crime. Reparation
K1001-1395,K1001-1395,K,1001.0,1395.0,Commercial law
K1010-1014,K1010-1014,K,1010.0,1014.0,The merchant. Business enterprises
K1021-1022,K1021-1022,K,1021.0,1022.0,Commercial agency
K1024-1132,K1024-1132,K,1024.0,1132.0,Commercial contracts
K1026-1045,K1026-1045,K,1026.0,1045.0,Sale of goods
K1054-1065.5,K1054-1065.5,K,1054.0,1065.5,Negotiable instruments
K1066-1089,K1066-1089,K,1066.0,1089.0,Banking
K1094-1096,K1094-1096,K,1094.0,1096.0,Loan of money
K1100-1109,K1100-1109,K,1100.0,1109.0,Secured transactions
K1112-1116,K1112-1116,K,1112.0,1116.0,Investments
K1130-1132,K1130-1132,K,1130.0,1132.0,Carriage of goods and passengers. Carriers
K1150-1231,K1150-1231,K,1150.0,1231.0,Maritime law
K1195-1223,K1195-1223,K,1195.0,1223.0,Maritime social legislation
K1226-1231,K1226-1231,K,1226.0,1231.0,Marine insurance
K1241-1287,K1241-1287,K,1241.0,1287.0,Insurance
K1301-1366,K1301-1366,K,1301.0,1366.0,Business associations
K1370-1395,K1370-1395,K,1370.0,1395.0,Insolvency and bankruptcy. Creditors rights
K1401-1578,K1401-1578,K,1401.0,1578.0,Intellectual property
K1411-1485,K1411-1485,K,1411.0,1485.0,Copyright
K1500-1578,K1500-1578,K,1500.0,1578.0,Industrial property
K1700-1973,K1700-1973,K,1700.0,1973.0,Social legislation
K1701-1841,K1701-1841,K,1701.0,1841.0,Labor law
K1861-1929,K1861-1929,K,1861.0,1929.0,Social insurance
K1960-1973,K1960-1973,K,1960.0,1973.0,Public welfare. Public assistance
K2100-2385,K2100-2385,K,2100.0,2385.0,Courts. Procedure
K2110-2155,K2110-2155,K,2110.0,2155.0,Court organization and procedure
K2201-2385,K2201-2385,K,2201.0,2385.0,Civil procedure
K2390,K2390,K,2390.0,2390.0,Negotiated settlement. Compromise
K2400-2405,K2400-2405,K,2400.0,2405.0,Arbitration and award
K3150,K3150,K,3150.0,3150.0,Public law
K3154-3370,K3154-3370,K,3154.0,3370.0,Constitutional law
K3161,K3161,K,3161.0,3161.0,Constitutional history
K3169,K3169,K,3169.0,3169.0,The state
K3171-3179,K3171-3179,K,3171.0,3179.0,Constitutional principles
K3184-3188,K3184-3188,K,3184.0,3188.0,Form and structure of government
K3195,K3195,K,3195.0,3195.0,National territory
K3201,K3201,K,3201.0,3201.0,Foreign relations administration
K3220,K3220,K,3220.0,3220.0,Public policy
K3224-3278,K3224-3278,K,3224.0,3278.0,Individual and state
K3280-3282,K3280-3282,K,3280.0,3282.0,Church and state
K3289-3367,K3289-3367,K,3289.0,3367.0,Organs of government
K3290-3304,K3290-3304,K,3290.0,3304.0,The people. Election law
K3310-3329,K3310-3329,K,3310.0,3329.0,The legislature
K3332-3363,K3332-3363,K,3332.0,3363.0,Heads of state and the central government
K3367,K3367,K,3367.0,3367.0,The judiciary
K3370,K3370,K,3370.0,3370.0,Constitutional courts and procedure
K3375,K3375,K,3375.0,3375.0,Colonial law
K3400-3431,K3400-3431,K,3400.0,3431.0,Administrative law
K3402-3417,K3402-3417,K,3402.0,3417.0,The administrative process
K3420-3431,K3420-3431,K,3420.0,3431.0,Administrative organization
K3440-3460,K3440-3460,K,3440.0,3460.0,Civil service. Government officials and employees
