item,itemLabel,property,propertyLabel,startDate,endDate,pointInTime,location,locationLabel,instanceOf,instanceOfLabel,partOf,partOfLabel,follows,followsLabel,followedBy,followedByLabel,subclassOf,subclassOfLabel,commonsCategory,lcnaf,commonsCategoryLink
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q83311,Persian Empire,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q83311,Persian Empire,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q124003554,Medo-Persia,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q124003554,Medo-Persia,http://www.wikidata.org/entity/Q20437507,Median Kingdom,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q83311,Persian Empire,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q83311,Persian Empire,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,http://www.wikidata.org/entity/Q124003554,Medo-Persia,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q389688,Achaemenid Empire,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q124003554,Medo-Persia,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q833118,Twenty-eighth Dynasty of Egypt,,,Achaemenid Empire,sh85000482,
http://www.wikidata.org/entity/Q4461035,Akkadian Empire,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,,,,,,,,,Akkadian Empire,sh85130418,
http://www.wikidata.org/entity/Q4461035,Akkadian Empire,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,,,,,,,,,Akkadian Empire,no2019088220,
http://www.wikidata.org/entity/Q4461035,Akkadian Empire,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,,,,,,,,,Akkadian Empire,sh85003072,
http://www.wikidata.org/entity/Q115685505,First Dynasty of Kish,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q56061,administrative territorial entity,,,,,,,,,,,
http://www.wikidata.org/entity/Q115685505,First Dynasty of Kish,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q164950,dynasty,,,,,,,,,,,
http://www.wikidata.org/entity/Q115693235,First Dynasty of Uruk,http://www.wikidata.org/entity/P459,determination method or standard,,,,,,http://www.wikidata.org/entity/Q164950,dynasty,,,,,,,,,,,
http://www.wikidata.org/entity/Q114866998,Harappan,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q419594,Akkad period,,,,,,,
http://www.wikidata.org/entity/Q16630263,Kassite dynasty,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q164950,dynasty,,,,,,,,,Kassite dynasty,,
http://www.wikidata.org/entity/Q114877825,Pre-Writing Period,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,,,http://www.wikidata.org/entity/Q114877817,Uruk V Period,,,,,
http://www.wikidata.org/entity/Q254523,Shamshi-Adad I,http://www.wikidata.org/entity/P1264,valid in period,,,,,,http://www.wikidata.org/entity/Q5,human,,,,,,,,,Assyria,,
http://www.wikidata.org/entity/Q723587,Third Dynasty of Ur,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q164950,dynasty,,,,,http://www.wikidata.org/entity/Q733897,Old Babylonian Empire,,,Third Dynasty of Ur,,
http://www.wikidata.org/entity/Q723587,Third Dynasty of Ur,http://www.wikidata.org/entity/P1013,criterion used,,,,,,http://www.wikidata.org/entity/Q3024240,historical country,,,,,http://www.wikidata.org/entity/Q733897,Old Babylonian Empire,,,Third Dynasty of Ur,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q109947198,Ninevite V,,,Uruk Period,,
http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/P1013,criterion used,-3999-01-01T00:00:00Z,-3099-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q130253,Chalcolithic,http://www.wikidata.org/entity/Q245156,Ubaid period,http://www.wikidata.org/entity/Q109947198,Ninevite V,,,Uruk Period,,
http://www.wikidata.org/entity/Q114877817,Uruk V Period,http://www.wikidata.org/entity/P1013,criterion used,-3499-01-01T00:00:00Z,-3349-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114877825,Pre-Writing Period,http://www.wikidata.org/entity/Q114877809,Uruk IV Period,,,,,7ffbf4k4d
http://www.wikidata.org/entity/Q114877809,Uruk IV Period,http://www.wikidata.org/entity/P31,instance of,-3349-01-01T00:00:00Z,-3199-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q3448837,middle chronology,,,http://www.wikidata.org/entity/Q114877817,Uruk V Period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,,,,,7ffbfz8rq
http://www.wikidata.org/entity/Q114877809,Uruk IV Period,http://www.wikidata.org/entity/P31,instance of,-3349-01-01T00:00:00Z,-3199-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114877817,Uruk V Period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,,,,,7ffbfz8rq
http://www.wikidata.org/entity/Q114877809,Uruk IV Period,http://www.wikidata.org/entity/P1013,criterion used,-3349-01-01T00:00:00Z,-3199-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q3448837,middle chronology,,,http://www.wikidata.org/entity/Q114877817,Uruk V Period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,,,,,7ffbfz8rq
http://www.wikidata.org/entity/Q114877809,Uruk IV Period,http://www.wikidata.org/entity/P1013,criterion used,-3349-01-01T00:00:00Z,-3199-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114877817,Uruk V Period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,,,,,7ffbfz8rq
http://www.wikidata.org/entity/Q114877803,Uruk III Period,http://www.wikidata.org/entity/P1013,criterion used,-3199-01-01T00:00:00Z,-2999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114877809,Uruk IV Period,http://www.wikidata.org/entity/Q99299898,Early Dynastic I,,,,,7ffbf3bb5
http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-3099-01-01T00:00:00Z,-2699-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/Q29297301,Old Elamite period,,,Proto-Elamite period,,7ffbfn97j
http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-3099-01-01T00:00:00Z,-2699-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/Q29297301,Old Elamite period,,,Proto-Elamite period,,7ffbfn97j
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q428101,Jemdet Nasr period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/P1013,criterion used,-2900-01-01T00:00:00Z,-2349-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q2345840,history of Sumer,http://www.wikidata.org/entity/Q731494,Uruk period,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic,,
http://www.wikidata.org/entity/Q99299898,Early Dynastic I,http://www.wikidata.org/entity/P1013,criterion used,-2899-01-01T00:00:00Z,-2699-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,http://www.wikidata.org/entity/Q99299906,Early Dynastic II,,,Early Dynastic I,,
http://www.wikidata.org/entity/Q99299898,Early Dynastic I,http://www.wikidata.org/entity/P1013,criterion used,-2899-01-01T00:00:00Z,-2699-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114877803,Uruk III Period,http://www.wikidata.org/entity/Q99299906,Early Dynastic II,,,Early Dynastic I,,
http://www.wikidata.org/entity/Q99299906,Early Dynastic II,http://www.wikidata.org/entity/P1013,criterion used,-2749-01-01T00:00:00Z,-2599-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q99299898,Early Dynastic I,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,,,Early Dynastic II,,
http://www.wikidata.org/entity/Q99299906,Early Dynastic II,http://www.wikidata.org/entity/P1013,criterion used,-2749-01-01T00:00:00Z,-2599-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q99299898,Early Dynastic I,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,,,Early Dynastic II,,
http://www.wikidata.org/entity/Q29297301,Old Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-2699-01-01T00:00:00Z,-1499-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,,,Old Elamite period,,
http://www.wikidata.org/entity/Q29297301,Old Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-2699-01-01T00:00:00Z,-1499-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q1196237,Proto-Elamite period,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,Old Elamite period,,
http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/P1013,criterion used,-2599-01-01T00:00:00Z,-2339-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q99299906,Early Dynastic II,http://www.wikidata.org/entity/Q419594,Akkad period,,,Early Dynastic III,,
http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/P1013,criterion used,-2599-01-01T00:00:00Z,-2499-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,,,,,7ffbfx3sh
http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/P1013,criterion used,-2599-01-01T00:00:00Z,-2499-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,,,,,7ffbfx3sh
http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/P1013,criterion used,-2599-01-01T00:00:00Z,-2499-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,,,,,7ffbfx3sh
http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/P1013,criterion used,-2499-01-01T00:00:00Z,-2339-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/Q419594,Akkad period,,,,,7ffbfjtm2
http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/P1013,criterion used,-2499-01-01T00:00:00Z,-2339-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/Q419594,Akkad period,,,,,7ffbfjtm2
http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/P1013,criterion used,-2499-01-01T00:00:00Z,-2339-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q110209550,Early Dynastic IIIa,http://www.wikidata.org/entity/Q419594,Akkad period,,,,,7ffbfjtm2
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
