item,itemLabel,property,propertyLabel,startDate,endDate,pointInTime,location,locationLabel,instanceOf,instanceOfLabel,partOf,partOfLabel,follows,followsLabel,followedBy,followedByLabel,subclassOf,subclassOfLabel,commonsCategory,lcnaf,commonsCategoryLink
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114866998,Harappan,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868851,Lagash II Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q716742,Early Dynastic period,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q109386511,Early Dynastic III,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11042,culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q1292119,style,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/P1013,criterion used,-2349-01-01T00:00:00Z,-2199-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q110209565,Early Dynastic IIIb,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,,,,,7ffbf6hdp
http://www.wikidata.org/entity/Q114867907,Ebla Period,http://www.wikidata.org/entity/P31,instance of,-2299-01-01T00:00:00Z,-2249-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q3448837,middle chronology,,,,,,,,,,,7ffbfh6rb
http://www.wikidata.org/entity/Q114867907,Ebla Period,http://www.wikidata.org/entity/P31,instance of,-2299-01-01T00:00:00Z,-2249-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,,,,,,,,,7ffbfh6rb
http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/P1013,criterion used,-2199-01-01T00:00:00Z,-2099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/Q109384761,Ur III period,,,,,7ffbf9qf7
http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,http://www.wikidata.org/entity/P1013,criterion used,-2199-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q419594,Akkad period,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,,,,,7ffbf44sn
http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,http://www.wikidata.org/entity/P1013,criterion used,-2199-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q29297301,Old Elamite period,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,,,,,7ffbf44sn
http://www.wikidata.org/entity/Q1748182,Neo-Sumerian period,http://www.wikidata.org/entity/P1013,criterion used,-2163-01-01T00:00:00Z,-2003-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q6428674,era,,,,,,,,,,,
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q13577667,Isin-Larsa period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q13577667,Isin-Larsa period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q15782728,Old-Assyrian period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q15782728,Old-Assyrian period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q465299,archaeological culture,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/P1013,criterion used,-2099-01-01T00:00:00Z,-1999-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114868851,Lagash II Period,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,,,,,7ffbfhfkn
http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1999-01-01T00:00:00Z,-1899-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,,,,,7ffbftf7p
http://www.wikidata.org/entity/Q13577667,Isin-Larsa period,http://www.wikidata.org/entity/P1013,criterion used,-1999-01-01T00:00:00Z,-1799-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q11767,Mesopotamia,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q17175310,Middle Bronze Age,http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/Q733897,Old Babylonian Empire,,,Isin-Larsa Period,,
http://www.wikidata.org/entity/Q15782728,Old-Assyrian period,http://www.wikidata.org/entity/P1013,criterion used,-1949-01-01T00:00:00Z,-1749-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q109384761,Ur III period,http://www.wikidata.org/entity/Q114868919,Middle Assyrian Period,,,Old Assyrian Period,,7ffbfm56z
http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1899-01-01T00:00:00Z,-1599-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,http://www.wikidata.org/entity/Q16530848,Middle Babylonian period,,,,,7ffbfw885
http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1899-01-01T00:00:00Z,-1594-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,http://www.wikidata.org/entity/Q16530848,Middle Babylonian period,,,,,7ffbfw885
http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1899-01-01T00:00:00Z,-1599-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,http://www.wikidata.org/entity/Q114869008,Middle Hittite Period,,,,,7ffbfw885
http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1899-01-01T00:00:00Z,-1594-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114867465,Early Old Babylonian Period,http://www.wikidata.org/entity/Q114869008,Middle Hittite Period,,,,,7ffbfw885
http://www.wikidata.org/entity/Q114869008,Middle Hittite Period,http://www.wikidata.org/entity/P1013,criterion used,-1499-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,,,,,,,7ffbf8qk6
http://www.wikidata.org/entity/Q114868919,Middle Assyrian Period,http://www.wikidata.org/entity/P1013,criterion used,-1399-01-01T00:00:00Z,-0999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q15782728,Old-Assyrian period,http://www.wikidata.org/entity/Q114869081,Neo Assyrian Period,,,,,7ffbfnbsj
http://www.wikidata.org/entity/Q16530848,Middle Babylonian period,http://www.wikidata.org/entity/P1013,criterion used,-1399-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q1471568,Old Babylonian Period,http://www.wikidata.org/entity/Q114867342,Early Neo-Babylonian Period,,,,,7ffbfch4f
http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1299-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297301,Old Elamite period,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,,,Middle Elamite period,,7ffbfknpj
http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1299-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,,,Middle Elamite period,,7ffbfknpj
http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1299-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297301,Old Elamite period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Middle Elamite period,,7ffbfknpj
http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1299-01-01T00:00:00Z,-1099-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q114868885,Linear Elamite Period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Middle Elamite period,,7ffbfknpj
http://www.wikidata.org/entity/Q114867342,Early Neo-Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-1149-01-01T00:00:00Z,-0729-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q16530848,Middle Babylonian period,http://www.wikidata.org/entity/Q22809362,Late Babylonian Period,,,,,
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q389688,Achaemenid Empire,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q35355,Sumer,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/P1013,criterion used,-1099-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q15401633,archaeological period,http://www.wikidata.org/entity/Q128904,Elam,http://www.wikidata.org/entity/Q29297151,Middle Elamite period,http://www.wikidata.org/entity/Q115667399,Persian period,,,Neo-Elamite period,,7ffbfx45f
http://www.wikidata.org/entity/Q22809362,Late Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-0910-01-01T00:00:00Z,-0611-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114867342,Early Neo-Babylonian Period,http://www.wikidata.org/entity/Q114869307,Neo Babylonian Period,,,,,
http://www.wikidata.org/entity/Q114869081,Neo Assyrian Period,http://www.wikidata.org/entity/P1013,criterion used,-0910-01-01T00:00:00Z,-0611-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114868919,Middle Assyrian Period,,,,,,,7ffbfzf7k
http://www.wikidata.org/entity/Q114869307,Neo Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-0625-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q22809362,Late Babylonian Period,http://www.wikidata.org/entity/Q114867307,Achaemenid Period,,,,,7ffbfqvg7
http://www.wikidata.org/entity/Q114869307,Neo Babylonian Period,http://www.wikidata.org/entity/P1013,criterion used,-0625-01-01T00:00:00Z,-0538-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q22809362,Late Babylonian Period,http://www.wikidata.org/entity/Q115667399,Persian period,,,,,7ffbfqvg7
http://www.wikidata.org/entity/Q115667399,Persian period,http://www.wikidata.org/entity/P1013,criterion used,-0549-01-01T00:00:00Z,-0329-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q29297050,Neo-Elamite period,http://www.wikidata.org/entity/Q428995,Hellenistic period,,,,,
http://www.wikidata.org/entity/Q115667399,Persian period,http://www.wikidata.org/entity/P1013,criterion used,-0549-01-01T00:00:00Z,-0329-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q11514315,historical period,,,http://www.wikidata.org/entity/Q114869307,Neo Babylonian Period,http://www.wikidata.org/entity/Q428995,Hellenistic period,,,,,
