id,label,federation,domain,uri,concept_ref,temporal_start,temporal_end,survey_depth,is_seed,prefix,start,end
DT515.42-515.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT515.42-515.45,https://id.loc.gov/authorities/classification/DT515.42-515.45,,,0,False,DT,515.42,515.45
DT515.53-515.842,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT515.53-515.842,https://id.loc.gov/authorities/classification/DT515.53-515.842,,,0,False,DT,515.53,515.842
DT515.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT515.9,https://id.loc.gov/authorities/classification/DT515.9,,,0,False,DT,515.9,515.9
DT516-516.9,Sierra Leone,lcc,lcc,https://id.loc.gov/authorities/classification/DT516-516.9,https://id.loc.gov/authorities/classification/DT516-516.9,,,0,False,DT,516.0,516.9
DT516.42-516.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT516.42-516.45,https://id.loc.gov/authorities/classification/DT516.42-516.45,,,0,False,DT,516.42,516.45
DT516.5-516.82,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT516.5-516.82,https://id.loc.gov/authorities/classification/DT516.5-516.82,,,0,False,DT,516.5,516.82
DT516.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT516.9,https://id.loc.gov/authorities/classification/DT516.9,,,0,False,DT,516.9,516.9
DT521-555.9,French West Africa.  French Sahara.  West Sahara. Sahel,lcc,lcc,https://id.loc.gov/authorities/classification/DT521-555.9,https://id.loc.gov/authorities/classification/DT521-555.9,,,0,False,DT,521.0,555.9
DT541-541.9,Benin.  Dahomey,lcc,lcc,https://id.loc.gov/authorities/classification/DT541-541.9,https://id.loc.gov/authorities/classification/DT541-541.9,,,0,False,DT,541.0,541.9
DT541.42-541.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT541.42-541.45,https://id.loc.gov/authorities/classification/DT541.42-541.45,,,0,False,DT,541.42,541.45
DT541.5-541.845,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT541.5-541.845,https://id.loc.gov/authorities/classification/DT541.5-541.845,,,0,False,DT,541.5,541.845
DT541.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT541.9,https://id.loc.gov/authorities/classification/DT541.9,,,0,False,DT,541.9,541.9
DT543-543.9,Guinea,lcc,lcc,https://id.loc.gov/authorities/classification/DT543-543.9,https://id.loc.gov/authorities/classification/DT543-543.9,,,0,False,DT,543.0,543.9
DT543.42-543.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT543.42-543.45,https://id.loc.gov/authorities/classification/DT543.42-543.45,,,0,False,DT,543.42,543.45
DT543.5-543.827,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT543.5-543.827,https://id.loc.gov/authorities/classification/DT543.5-543.827,,,0,False,DT,543.5,543.827
DT543.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT543.9,https://id.loc.gov/authorities/classification/DT543.9,,,0,False,DT,543.9,543.9
DT545-545.9,Côte d'Ivoire.  Ivory Coast,lcc,lcc,https://id.loc.gov/authorities/classification/DT545-545.9,https://id.loc.gov/authorities/classification/DT545-545.9,,,0,False,DT,545.0,545.9
DT545.42-545.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT545.42-545.45,https://id.loc.gov/authorities/classification/DT545.42-545.45,,,0,False,DT,545.42,545.45
DT545.52-545.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT545.52-545.83,https://id.loc.gov/authorities/classification/DT545.52-545.83,,,0,False,DT,545.52,545.83
DT545.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT545.9,https://id.loc.gov/authorities/classification/DT545.9,,,0,False,DT,545.9,545.9
DT546.1-546.49,French-speaking Equatorial Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.1-546.49,https://id.loc.gov/authorities/classification/DT546.1-546.49,,,0,False,DT,546.1,546.49
DT546.1-546.19,"Gabon (Gaboon, Gabun)",lcc,lcc,https://id.loc.gov/authorities/classification/DT546.1-546.19,https://id.loc.gov/authorities/classification/DT546.1-546.19,,,0,False,DT,546.1,546.19
DT546.142-546.145,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.142-546.145,https://id.loc.gov/authorities/classification/DT546.142-546.145,,,0,False,DT,546.142,546.145
DT546.15-546.183,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.15-546.183,https://id.loc.gov/authorities/classification/DT546.15-546.183,,,0,False,DT,546.15,546.183
DT546.19,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.19,https://id.loc.gov/authorities/classification/DT546.19,,,0,False,DT,546.19,546.19
DT546.2-546.29,Congo (Brazzaville).  Middle Congo,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.2-546.29,https://id.loc.gov/authorities/classification/DT546.2-546.29,,,0,False,DT,546.2,546.29
DT546.242-546.245,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.242-546.245,https://id.loc.gov/authorities/classification/DT546.242-546.245,,,0,False,DT,546.242,546.245
DT546.25-546.283,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.25-546.283,https://id.loc.gov/authorities/classification/DT546.25-546.283,,,0,False,DT,546.25,546.283
DT546.29,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.29,https://id.loc.gov/authorities/classification/DT546.29,,,0,False,DT,546.29,546.29
DT546.3-546.39,Central African Republic.  Central African Empire. Ubangi-Shari,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.3-546.39,https://id.loc.gov/authorities/classification/DT546.3-546.39,-509,-27,0,False,DT,546.3,546.39
DT546.342-546.345,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.342-546.345,https://id.loc.gov/authorities/classification/DT546.342-546.345,,,0,False,DT,546.342,546.345
DT546.348-546.3852,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.348-546.3852,https://id.loc.gov/authorities/classification/DT546.348-546.3852,,,0,False,DT,546.348,546.3852
DT546.39,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.39,https://id.loc.gov/authorities/classification/DT546.39,,,0,False,DT,546.39,546.39
DT546.4-546.49,Chad (Tchad),lcc,lcc,https://id.loc.gov/authorities/classification/DT546.4-546.49,https://id.loc.gov/authorities/classification/DT546.4-546.49,,,0,False,DT,546.4,546.49
DT546.442-546.445,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.442-546.445,https://id.loc.gov/authorities/classification/DT546.442-546.445,,,0,False,DT,546.442,546.445
DT546.449-546.483,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.449-546.483,https://id.loc.gov/authorities/classification/DT546.449-546.483,,,0,False,DT,546.449,546.483
DT546.49,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT546.49,https://id.loc.gov/authorities/classification/DT546.49,,,0,False,DT,546.49,546.49
DT547-547.9,Niger,lcc,lcc,https://id.loc.gov/authorities/classification/DT547-547.9,https://id.loc.gov/authorities/classification/DT547-547.9,,,0,False,DT,547.0,547.9
DT547.42-547.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT547.42-547.45,https://id.loc.gov/authorities/classification/DT547.42-547.45,,,0,False,DT,547.42,547.45
DT547.5-547.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT547.5-547.83,https://id.loc.gov/authorities/classification/DT547.5-547.83,,,0,False,DT,547.5,547.83
DT547.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT547.9,https://id.loc.gov/authorities/classification/DT547.9,,,0,False,DT,547.9,547.9
DT548,West Sahara,lcc,lcc,https://id.loc.gov/authorities/classification/DT548,https://id.loc.gov/authorities/classification/DT548,,,0,False,DT,548.0,548.0
DT549-549.9,Senegal,lcc,lcc,https://id.loc.gov/authorities/classification/DT549-549.9,https://id.loc.gov/authorities/classification/DT549-549.9,,,0,False,DT,549.0,549.9
DT549.42-549.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT549.42-549.45,https://id.loc.gov/authorities/classification/DT549.42-549.45,,,0,False,DT,549.42,549.45
DT549.47-549.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT549.47-549.83,https://id.loc.gov/authorities/classification/DT549.47-549.83,,,0,False,DT,549.47,549.83
DT549.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT549.9,https://id.loc.gov/authorities/classification/DT549.9,,,0,False,DT,549.9,549.9
DT551-551.9,Mali.  Mali Federation.  Sudanese Republic. French Sudan,lcc,lcc,https://id.loc.gov/authorities/classification/DT551-551.9,https://id.loc.gov/authorities/classification/DT551-551.9,-509,-27,0,False,DT,551.0,551.9
DT551.42-551.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT551.42-551.45,https://id.loc.gov/authorities/classification/DT551.42-551.45,,,0,False,DT,551.42,551.45
DT551.5-551.82,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT551.5-551.82,https://id.loc.gov/authorities/classification/DT551.5-551.82,,,0,False,DT,551.5,551.82
DT551.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT551.9,https://id.loc.gov/authorities/classification/DT551.9,,,0,False,DT,551.9,551.9
DT554-554.9,Mauritania,lcc,lcc,https://id.loc.gov/authorities/classification/DT554-554.9,https://id.loc.gov/authorities/classification/DT554-554.9,,,0,False,DT,554.0,554.9
DT554.42-554.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT554.42-554.45,https://id.loc.gov/authorities/classification/DT554.42-554.45,,,0,False,DT,554.42,554.45
DT554.52-554.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT554.52-554.83,https://id.loc.gov/authorities/classification/DT554.52-554.83,,,0,False,DT,554.52,554.83
DT554.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT554.9,https://id.loc.gov/authorities/classification/DT554.9,,,0,False,DT,554.9,554.9
DT555-555.9,Burkina Faso.  Upper Volta,lcc,lcc,https://id.loc.gov/authorities/classification/DT555-555.9,https://id.loc.gov/authorities/classification/DT555-555.9,,,0,False,DT,555.0,555.9
DT555.42-555.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT555.42-555.45,https://id.loc.gov/authorities/classification/DT555.42-555.45,,,0,False,DT,555.42,555.45
DT555.517-555.837,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT555.517-555.837,https://id.loc.gov/authorities/classification/DT555.517-555.837,,,0,False,DT,555.517,555.837
DT555.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT555.9,https://id.loc.gov/authorities/classification/DT555.9,,,0,False,DT,555.9,555.9
DT561-581,"Cameroon (Cameroun, Kamerun)",lcc,lcc,https://id.loc.gov/authorities/classification/DT561-581,https://id.loc.gov/authorities/classification/DT561-581,,,0,False,DT,561.0,581.0
DT570-571,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT570-571,https://id.loc.gov/authorities/classification/DT570-571,,,0,False,DT,570.0,571.0
DT572-578.4,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT572-578.4,https://id.loc.gov/authorities/classification/DT572-578.4,,,0,False,DT,572.0,578.4
DT581,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT581,https://id.loc.gov/authorities/classification/DT581,,,0,False,DT,581.0,581.0
DT582-582.9,Togo.  Togoland,lcc,lcc,https://id.loc.gov/authorities/classification/DT582-582.9,https://id.loc.gov/authorities/classification/DT582-582.9,,,0,False,DT,582.0,582.9
DT582.42-582.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT582.42-582.45,https://id.loc.gov/authorities/classification/DT582.42-582.45,,,0,False,DT,582.42,582.45
DT582.5-582.82,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT582.5-582.82,https://id.loc.gov/authorities/classification/DT582.5-582.82,,,0,False,DT,582.5,582.82
DT582.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT582.9,https://id.loc.gov/authorities/classification/DT582.9,,,0,False,DT,582.9,582.9
DT591-615.9,Portuguese-speaking West Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT591-615.9,https://id.loc.gov/authorities/classification/DT591-615.9,,,0,False,DT,591.0,615.9
DT613-613.9,Guinea-Bissau.  Portuguese Guinea,lcc,lcc,https://id.loc.gov/authorities/classification/DT613-613.9,https://id.loc.gov/authorities/classification/DT613-613.9,,,0,False,DT,613.0,613.9
DT613.42-613.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT613.42-613.45,https://id.loc.gov/authorities/classification/DT613.42-613.45,,,0,False,DT,613.42,613.45
DT613.5-613.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT613.5-613.83,https://id.loc.gov/authorities/classification/DT613.5-613.83,,,0,False,DT,613.5,613.83
DT613.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT613.9,https://id.loc.gov/authorities/classification/DT613.9,,,0,False,DT,613.9,613.9
DT615-615.9,Sao Tome and Principe,lcc,lcc,https://id.loc.gov/authorities/classification/DT615-615.9,https://id.loc.gov/authorities/classification/DT615-615.9,,,0,False,DT,615.0,615.9
DT615.42-615.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT615.42-615.45,https://id.loc.gov/authorities/classification/DT615.42-615.45,,,0,False,DT,615.42,615.45
DT615.5-615.8,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT615.5-615.8,https://id.loc.gov/authorities/classification/DT615.5-615.8,,,0,False,DT,615.5,615.8
DT615.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT615.9,https://id.loc.gov/authorities/classification/DT615.9,,,0,False,DT,615.9,615.9
DT619-620.9,Spanish West Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT619-620.9,https://id.loc.gov/authorities/classification/DT619-620.9,,,0,False,DT,619.0,620.9
DT620-620.9,Equatorial Guinea (Spanish Guinea),lcc,lcc,https://id.loc.gov/authorities/classification/DT620-620.9,https://id.loc.gov/authorities/classification/DT620-620.9,,,0,False,DT,620.0,620.9
DT620.42-620.45,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT620.42-620.45,https://id.loc.gov/authorities/classification/DT620.42-620.45,,,0,False,DT,620.42,620.45
DT620.46-620.83,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT620.46-620.83,https://id.loc.gov/authorities/classification/DT620.46-620.83,,,0,False,DT,620.46,620.83
DT620.9,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT620.9,https://id.loc.gov/authorities/classification/DT620.9,,,0,False,DT,620.9,620.9
DT621-637,Liberia,lcc,lcc,https://id.loc.gov/authorities/classification/DT621-637,https://id.loc.gov/authorities/classification/DT621-637,,,0,False,DT,621.0,637.0
DT630-630.5,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT630-630.5,https://id.loc.gov/authorities/classification/DT630-630.5,,,0,False,DT,630.0,630.5
DT630.8-636.53,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT630.8-636.53,https://id.loc.gov/authorities/classification/DT630.8-636.53,,,0,False,DT,630.8,636.53
DT639,Congo (Kongo) River region,lcc,lcc,https://id.loc.gov/authorities/classification/DT639,https://id.loc.gov/authorities/classification/DT639,,,0,False,DT,639.0,639.0
DT641-665,Zaire.  Congo (Democratic Republic).  Belgian Congo,lcc,lcc,https://id.loc.gov/authorities/classification/DT641-665,https://id.loc.gov/authorities/classification/DT641-665,-509,-27,0,False,DT,641.0,665.0
DT649.5-650,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT649.5-650,https://id.loc.gov/authorities/classification/DT649.5-650,,,0,False,DT,649.5,650.0
DT650.2-663,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT650.2-663,https://id.loc.gov/authorities/classification/DT650.2-663,,,0,False,DT,650.2,663.0
DT665,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT665,https://id.loc.gov/authorities/classification/DT665,,,0,False,DT,665.0,665.0
DT669-671,Islands,lcc,lcc,https://id.loc.gov/authorities/classification/DT669-671,https://id.loc.gov/authorities/classification/DT669-671,,,0,False,DT,669.0,671.0
DT671.C2,Cape Verde,lcc,lcc,https://id.loc.gov/authorities/classification/DT671.C2,https://id.loc.gov/authorities/classification/DT671.C2,,,0,False,DT,671.0,671.0
DT1001-1190,Southern Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT1001-1190,https://id.loc.gov/authorities/classification/DT1001-1190,,,0,False,DT,1001.0,1190.0
DT1054-1058,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT1054-1058,https://id.loc.gov/authorities/classification/DT1054-1058,,,0,False,DT,1054.0,1058.0
DT1062-1182,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT1062-1182,https://id.loc.gov/authorities/classification/DT1062-1182,,,0,False,DT,1062.0,1182.0
DT1190,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT1190,https://id.loc.gov/authorities/classification/DT1190,,,0,False,DT,1190.0,1190.0
DT1251-1465,Angola,lcc,lcc,https://id.loc.gov/authorities/classification/DT1251-1465,https://id.loc.gov/authorities/classification/DT1251-1465,,,0,False,DT,1251.0,1465.0
DT1304-1308,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT1304-1308,https://id.loc.gov/authorities/classification/DT1304-1308,,,0,False,DT,1304.0,1308.0
DT1314-1436,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT1314-1436,https://id.loc.gov/authorities/classification/DT1314-1436,,,0,False,DT,1314.0,1436.0
DT1450-1465,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT1450-1465,https://id.loc.gov/authorities/classification/DT1450-1465,,,0,False,DT,1450.0,1465.0
DT1501-1685,Namibia.  South-West Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT1501-1685,https://id.loc.gov/authorities/classification/DT1501-1685,,,0,False,DT,1501.0,1685.0
DT1554-1558,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT1554-1558,https://id.loc.gov/authorities/classification/DT1554-1558,,,0,False,DT,1554.0,1558.0
DT1564-1651,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT1564-1651,https://id.loc.gov/authorities/classification/DT1564-1651,,,0,False,DT,1564.0,1651.0
DT1670-1685,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT1670-1685,https://id.loc.gov/authorities/classification/DT1670-1685,,,0,False,DT,1670.0,1685.0
DT1701-2405,South Africa,lcc,lcc,https://id.loc.gov/authorities/classification/DT1701-2405,https://id.loc.gov/authorities/classification/DT1701-2405,,,0,False,DT,1701.0,2405.0
DT1754-1770,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT1754-1770,https://id.loc.gov/authorities/classification/DT1754-1770,,,0,False,DT,1754.0,1770.0
DT1757,Apartheid,lcc,lcc,https://id.loc.gov/authorities/classification/DT1757,https://id.loc.gov/authorities/classification/DT1757,,,0,False,DT,1757.0,1757.0
DT1758-1760,Blacks,lcc,lcc,https://id.loc.gov/authorities/classification/DT1758-1760,https://id.loc.gov/authorities/classification/DT1758-1760,,,0,False,DT,1758.0,1760.0
DT1772-1974,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT1772-1974,https://id.loc.gov/authorities/classification/DT1772-1974,,,0,False,DT,1772.0,1974.0
DT1991-2054,Cape Province.  Cape of Good Hope,lcc,lcc,https://id.loc.gov/authorities/classification/DT1991-2054,https://id.loc.gov/authorities/classification/DT1991-2054,,,0,False,DT,1991.0,2054.0
DT2075-2145,Orange Free State.  Oranje Vrystaat,lcc,lcc,https://id.loc.gov/authorities/classification/DT2075-2145,https://id.loc.gov/authorities/classification/DT2075-2145,,,0,False,DT,2075.0,2145.0
DT2181-2278,KwaZulu-Natal.  Natal,lcc,lcc,https://id.loc.gov/authorities/classification/DT2181-2278,https://id.loc.gov/authorities/classification/DT2181-2278,,,0,False,DT,2181.0,2278.0
DT2291-2378,Transvaal.  South African Republic,lcc,lcc,https://id.loc.gov/authorities/classification/DT2291-2378,https://id.loc.gov/authorities/classification/DT2291-2378,-509,-27,0,False,DT,2291.0,2378.0
DT2421-2525,Botswana.  Bechuanaland,lcc,lcc,https://id.loc.gov/authorities/classification/DT2421-2525,https://id.loc.gov/authorities/classification/DT2421-2525,,,0,False,DT,2421.0,2525.0
DT2454-2458,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT2454-2458,https://id.loc.gov/authorities/classification/DT2454-2458,,,0,False,DT,2454.0,2458.0
DT2464-2502,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT2464-2502,https://id.loc.gov/authorities/classification/DT2464-2502,,,0,False,DT,2464.0,2502.0
DT2541-2686,Lesotho.  Basutoland,lcc,lcc,https://id.loc.gov/authorities/classification/DT2541-2686,https://id.loc.gov/authorities/classification/DT2541-2686,,,0,False,DT,2541.0,2686.0
DT2592-2596,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT2592-2596,https://id.loc.gov/authorities/classification/DT2592-2596,,,0,False,DT,2592.0,2596.0
DT2604-2660,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT2604-2660,https://id.loc.gov/authorities/classification/DT2604-2660,,,0,False,DT,2604.0,2660.0
DT2680-2686,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT2680-2686,https://id.loc.gov/authorities/classification/DT2680-2686,,,0,False,DT,2680.0,2686.0
DT2701-2825,Eswatini.  Swaziland,lcc,lcc,https://id.loc.gov/authorities/classification/DT2701-2825,https://id.loc.gov/authorities/classification/DT2701-2825,,,0,False,DT,2701.0,2825.0
DT2744-2746,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT2744-2746,https://id.loc.gov/authorities/classification/DT2744-2746,,,0,False,DT,2744.0,2746.0
DT2754-2806,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT2754-2806,https://id.loc.gov/authorities/classification/DT2754-2806,,,0,False,DT,2754.0,2806.0
DT2820-2825,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT2820-2825,https://id.loc.gov/authorities/classification/DT2820-2825,,,0,False,DT,2820.0,2825.0
DT2831-2864,British Central Africa.  Federation of Rhodesia and Nyasaland,lcc,lcc,https://id.loc.gov/authorities/classification/DT2831-2864,https://id.loc.gov/authorities/classification/DT2831-2864,,,0,False,DT,2831.0,2864.0
DT2871-3025,Zimbabwe.  Southern Rhodesia,lcc,lcc,https://id.loc.gov/authorities/classification/DT2871-3025,https://id.loc.gov/authorities/classification/DT2871-3025,,,0,False,DT,2871.0,3025.0
DT2910-2913,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT2910-2913,https://id.loc.gov/authorities/classification/DT2910-2913,,,0,False,DT,2910.0,2913.0
DT2914-3000,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT2914-3000,https://id.loc.gov/authorities/classification/DT2914-3000,,,0,False,DT,2914.0,3000.0
DT3020-3025,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT3020-3025,https://id.loc.gov/authorities/classification/DT3020-3025,,,0,False,DT,3020.0,3025.0
DT3031-3145,Zambia.  Northern Rhodesia,lcc,lcc,https://id.loc.gov/authorities/classification/DT3031-3145,https://id.loc.gov/authorities/classification/DT3031-3145,,,0,False,DT,3031.0,3145.0
DT3054-3058,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT3054-3058,https://id.loc.gov/authorities/classification/DT3054-3058,,,0,False,DT,3054.0,3058.0
DT3064-3119,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT3064-3119,https://id.loc.gov/authorities/classification/DT3064-3119,,,0,False,DT,3064.0,3119.0
DT3140-3145,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT3140-3145,https://id.loc.gov/authorities/classification/DT3140-3145,,,0,False,DT,3140.0,3145.0
DT3161-3257,Malawi.  Nyasaland,lcc,lcc,https://id.loc.gov/authorities/classification/DT3161-3257,https://id.loc.gov/authorities/classification/DT3161-3257,,,0,False,DT,3161.0,3257.0
DT3189-3192,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT3189-3192,https://id.loc.gov/authorities/classification/DT3189-3192,,,0,False,DT,3189.0,3192.0
DT3194-3237,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT3194-3237,https://id.loc.gov/authorities/classification/DT3194-3237,,,0,False,DT,3194.0,3237.0
DT3252-3257,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT3252-3257,https://id.loc.gov/authorities/classification/DT3252-3257,,,0,False,DT,3252.0,3257.0
DT3291-3415,Mozambique,lcc,lcc,https://id.loc.gov/authorities/classification/DT3291-3415,https://id.loc.gov/authorities/classification/DT3291-3415,,,0,False,DT,3291.0,3415.0
DT3324-3328,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DT3324-3328,https://id.loc.gov/authorities/classification/DT3324-3328,,,0,False,DT,3324.0,3328.0
DT3330-3398,History,lcc,lcc,https://id.loc.gov/authorities/classification/DT3330-3398,https://id.loc.gov/authorities/classification/DT3330-3398,,,0,False,DT,3330.0,3398.0
DT3410-3415,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DT3410-3415,https://id.loc.gov/authorities/classification/DT3410-3415,,,0,False,DT,3410.0,3415.0
DU1-950,History of Oceania (South Seas),lcc,lcc,https://id.loc.gov/authorities/classification/DU1-950,https://id.loc.gov/authorities/classification/DU1-950,,,0,False,DU,1.0,950.0
DU28.11-68,History,lcc,lcc,https://id.loc.gov/authorities/classification/DU28.11-68,https://id.loc.gov/authorities/classification/DU28.11-68,,,0,False,DU,28.11,68.0
DU80-398,Australia,lcc,lcc,https://id.loc.gov/authorities/classification/DU80-398,https://id.loc.gov/authorities/classification/DU80-398,,,0,False,DU,80.0,398.0
DU108-117.2,History,lcc,lcc,https://id.loc.gov/authorities/classification/DU108-117.2,https://id.loc.gov/authorities/classification/DU108-117.2,,,0,False,DU,108.0,117.2
DU120-125,Ethnography,lcc,lcc,https://id.loc.gov/authorities/classification/DU120-125,https://id.loc.gov/authorities/classification/DU120-125,,,0,False,DU,120.0,125.0
DU125,Australian aborigines,lcc,lcc,https://id.loc.gov/authorities/classification/DU125,https://id.loc.gov/authorities/classification/DU125,,,0,False,DU,125.0,125.0
DU145,Australian Capital Territory.  Canberra,lcc,lcc,https://id.loc.gov/authorities/classification/DU145,https://id.loc.gov/authorities/classification/DU145,,,0,False,DU,145.0,145.0
DU150-180,New South Wales,lcc,lcc,https://id.loc.gov/authorities/classification/DU150-180,https://id.loc.gov/authorities/classification/DU150-180,,,0,False,DU,150.0,180.0
DU170-172,History,lcc,lcc,https://id.loc.gov/authorities/classification/DU170-172,https://id.loc.gov/authorities/classification/DU170-172,,,0,False,DU,170.0,172.0
DU178-180,Local history and description,lcc,lcc,https://id.loc.gov/authorities/classification/DU178-180,https://id.loc.gov/authorities/classification/DU178-180,,,0,False,DU,178.0,180.0
DU182-198,Tasmania.  Van Diemen's Land,lcc,lcc,https://id.loc.gov/authorities/classification/DU182-198,https://id.loc.gov/authorities/classification/DU182-198,,,0,False,DU,182.0,198.0
DU190-195.3,History,lcc,lcc,https://id.loc.gov/authorities/classification/DU190-195.3,https://id.loc.gov/authorities/classification/DU190-195.3,,,0,False,DU,190.0,195.3
DU200-230,Victoria,lcc,lcc,https://id.loc.gov/authorities/classification/DU200-230,https://id.loc.gov/authorities/classification/DU200-230,,,0,False,DU,200.0,230.0
DU220-222,History,lcc,lcc,https://id.loc.gov/authorities/classification/DU220-222,https://id.loc.gov/authorities/classification/DU220-222,,,0,False,DU,220.0,222.0
