id,label,federation,domain,uri,alt_labels,scope_note,temporal_range,spatial_anchor,concept_ref,person_ref,text_ref,event_ref,wikidata_qid,properties,aligned_ids,status,pattern_type,survey_depth
p0f65r2v4dw,Hellenistic,periodo,roman_republic,https://n2t.net/ark:/99152/p0f65r2v4dw,[],,"[-331, -52]",http://www.wikidata.org/entity/Q801,,,,,,"{'authority_id': 'p0f65r2', 'source': 'p0f65r2', 'spatial_coverage_description': 'Levant', 'editorial_note': 'See map as ill. 227, page 392.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q801', 'http://www.wikidata.org/entity/Q79', 'http://www.wikidata.org/entity/Q810', 'http://www.wikidata.org/entity/Q822', 'http://www.wikidata.org/entity/Q858', 'http://www.wikidata.org/entity/Q229', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p0f65r2s5gc,Persian,periodo,roman_republic,https://n2t.net/ark:/99152/p0f65r2s5gc,[],,"[-538, -331]",http://www.wikidata.org/entity/Q801,,,,,,"{'authority_id': 'p0f65r2', 'source': 'p0f65r2', 'spatial_coverage_description': 'Levant', 'editorial_note': 'See map as ill. 227, page 392.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q801', 'http://www.wikidata.org/entity/Q79', 'http://www.wikidata.org/entity/Q810', 'http://www.wikidata.org/entity/Q822', 'http://www.wikidata.org/entity/Q858', 'http://www.wikidata.org/entity/Q229', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p0mn2ndvn8j,Roman Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0mn2ndvn8j,[],,"[-100, 399]",http://www.wikidata.org/entity/Q34374,,,,,,"{'authority_id': 'p0mn2nd', 'source': 'p0mn2nd', 'spatial_coverage_description': 'Crete', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34374']}",{},raw,UNKNOWN,0
p0mn2ndq6bv,Hellenistic Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0mn2ndq6bv,[],,"[-323, -101]",http://www.wikidata.org/entity/Q34374,,,,,,"{'authority_id': 'p0mn2nd', 'source': 'p0mn2nd', 'spatial_coverage_description': 'Crete', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34374']}",{},raw,UNKNOWN,0
p0mn2nddc8k,Archaic Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0mn2nddc8k,[],,"[-700, -481]",http://www.wikidata.org/entity/Q34374,,,,,,"{'authority_id': 'p0mn2nd', 'source': 'p0mn2nd', 'spatial_coverage_description': 'Crete', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34374']}",{},raw,UNKNOWN,0
p0mn2ndtsjq,Classical Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0mn2ndtsjq,[],,"[-480, -324]",http://www.wikidata.org/entity/Q34374,,,,,,"{'authority_id': 'p0mn2nd', 'source': 'p0mn2nd', 'spatial_coverage_description': 'Crete', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34374']}",{},raw,UNKNOWN,0
p0mn2ndp7wn,Early Roman Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0mn2ndp7wn,[],,"[-100, 249]",http://www.wikidata.org/entity/Q34374,,,,,,"{'authority_id': 'p0mn2nd', 'source': 'p0mn2nd', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Parent period: Roman', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34374']}",{},raw,UNKNOWN,0
p0qk76zbv62,Roman,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76zbv62,[],,"[-29, 394]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p0qk76zgqb7,Persian Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76zgqb7,[],,"[-524, -401]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p0qk76znjhp,Second Persian Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76znjhp,[],,"[-342, -331]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p0qk76zh6n2,Late Period,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76zh6n2,[],,"[-663, -331]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p0qk76z756b,Macedonian,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76z756b,[],,"[-331, -303]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p0qk76zn9c9,Ptolemaic,periodo,roman_republic,https://n2t.net/ark:/99152/p0qk76zn9c9,[],,"[-303, -29]",http://www.wikidata.org/entity/Q79,,,,,,"{'authority_id': 'p0qk76z', 'source': 'p0qk76z', 'spatial_coverage_description': '', 'editorial_note': 'UEE notes that this chronology will be replaced/improved as the project goes forward, so may be outdated at some point in the near future -- but in use by contributors and DAI database, so useful to maintain a record of.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q79']}",{},raw,UNKNOWN,0
p06v8w4wq7z,Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4wq7z,[],,"[-168, -1]",http://www.wikidata.org/entity/Q403,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Serbia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q403']}",{},raw,UNKNOWN,0
p06v8w47hqx,Classical Period,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w47hqx,[],,"[-500, -350]",http://www.wikidata.org/entity/Q221,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Macedonia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q221']}",{},raw,UNKNOWN,0
p06v8w49mp2,Klasike/Qytetare ilire,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w49mp2,[],,"[-480, -336]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p06v8w4h4qr,Пізньолатенський період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4h4qr,[],,"[-299, 50]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4kg5w,Classical,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4kg5w,[],,"[-479, -351]",http://www.wikidata.org/entity/Q38,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Italy', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q38']}",{},raw,UNKNOWN,0
p06v8w47jgw,Roman Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w47jgw,[],,"[-349, 29]",http://www.wikidata.org/entity/Q215,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Slovenia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q215']}",{},raw,UNKNOWN,0
p06v8w4s9pz,Edad del Hierro,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4s9pz,[],,"[-999, 0]",http://www.wikidata.org/entity/Q29,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Spain', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q29']}",{},raw,UNKNOWN,0
p06v8w4g9dz,Archaic,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4g9dz,[],,"[-579, -481]",http://www.wikidata.org/entity/Q38,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Italy', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q38']}",{},raw,UNKNOWN,0
p06v8w4rbc2,Helenistike,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4rbc2,[],,"[-336, -168]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p06v8w4k77h,Roman Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4k77h,[],,"[-349, 29]",http://www.wikidata.org/entity/Q38,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Italy', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q38']}",{},raw,UNKNOWN,0
p06v8w44bj2,Classic/Urban illyrian,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w44bj2,[],,"[-480, -336]",http://www.wikidata.org/entity/Q1246,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Kosovo', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1246']}",{},raw,UNKNOWN,0
p06v8w4b3x6,Classic/Urban illyrian,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4b3x6,[],,"[-480, -336]",http://www.wikidata.org/entity/Q403,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Serbia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q403']}",{},raw,UNKNOWN,0
p06v8w4gj5q,Класичний період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4gj5q,[],,"[-499, -329]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4pndh,Сармати,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4pndh,[],,"[-299, 300]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4ft2t,Mauretaine,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4ft2t,[],,"[-350, -1]",http://www.wikidata.org/entity/Q1028,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Morocco', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1028']}",{},raw,UNKNOWN,0
p06v8w4d6vw,Arkaike/Para qytetare ilire,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4d6vw,[],,"[-600, -480]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p06v8w477w8,Late Archaic Period,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w477w8,[],,"[-600, -500]",http://www.wikidata.org/entity/Q221,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Macedonia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q221']}",{},raw,UNKNOWN,0
p06v8w4x4sj,Punique,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4x4sj,[],,"[-1000, -350]",http://www.wikidata.org/entity/Q1028,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Morocco', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1028']}",{},raw,UNKNOWN,0
p06v8w4hx4w,Republikane,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4hx4w,[],,"[-168, -1]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p06v8w43mms,Hellenistic,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w43mms,[],,"[-336, -168]",http://www.wikidata.org/entity/Q1246,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Kosovo', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1246']}",{},raw,UNKNOWN,0
p06v8w4bf8s,Late Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4bf8s,[],,"[-500, -1]",http://www.wikidata.org/entity/Q219,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Bulgaria', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q219']}",{},raw,UNKNOWN,0
p06v8w4bh8d,Hellenistic Period,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4bh8d,[],,"[-350, 30]",http://www.wikidata.org/entity/Q221,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Macedonia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q221']}",{},raw,UNKNOWN,0
p06v8w4mc59,Римський період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4mc59,[],,"[-49, 280]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w45j9q,Early Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w45j9q,[],,"[-1000, -500]",http://www.wikidata.org/entity/Q219,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Bulgaria', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q219']}",{},raw,UNKNOWN,0
p06v8w4qp2q,Архаїчний період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4qp2q,[],,"[-646, -499]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4gs35,Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4gs35,[],,"[-168, -1]",http://www.wikidata.org/entity/Q1246,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Kosovo', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1246']}",{},raw,UNKNOWN,0
p06v8w4mqnw,Hellenistic,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4mqnw,[],,"[-336, -168]",http://www.wikidata.org/entity/Q403,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Serbia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q403']}",{},raw,UNKNOWN,0
p06v8w4mwbd,Early Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4mwbd,[],,"[-1000, -500]",http://www.wikidata.org/entity/Q218,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Romania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q218']}",{},raw,UNKNOWN,0
p06v8w4t56d,Залізний вік,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4t56d,[],,"[-999, 450]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4dbcf,Ранньоримський період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4dbcf,[],,"[-49, 175]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w47m8h,Archaic/Protourban illyrian,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w47m8h,[],,"[-600, -480]",http://www.wikidata.org/entity/Q1246,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Kosovo', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1246']}",{},raw,UNKNOWN,0
p06v8w4spfw,Скіфи,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4spfw,[],,"[-749, -249]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4ssdg,Late Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4ssdg,[],,"[-500, -1]",http://www.wikidata.org/entity/Q218,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Romania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q218']}",{},raw,UNKNOWN,0
p06v8w4htwc,Елліністичний період,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4htwc,[],,"[-329, -49]",http://www.wikidata.org/entity/Q212,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Ukraine', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q212']}",{},raw,UNKNOWN,0
p06v8w4j9dh,Archaic/Protourban illyrian,periodo,roman_republic,https://n2t.net/ark:/99152/p06v8w4j9dh,[],,"[-600, -480]",http://www.wikidata.org/entity/Q403,,,,,,"{'authority_id': 'p06v8w4', 'source': 'p06v8w4', 'spatial_coverage_description': 'Serbia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q403']}",{},raw,UNKNOWN,0
p03tqbzvh6x,Hellenistic,periodo,roman_republic,https://n2t.net/ark:/99152/p03tqbzvh6x,[],,"[-322, -30]",http://www.wikidata.org/entity/Q38,,,,,,"{'authority_id': 'p03tqbz', 'source': 'p03tqbz', 'spatial_coverage_description': 'Late Roman Empire', 'editorial_note': 'added post-GeoDia', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q38']}",{},raw,UNKNOWN,0
p047fhmrstb,Achaemenid rule,periodo,roman_republic,https://n2t.net/ark:/99152/p047fhmrstb,[],,"[-499, -299]",http://www.wikidata.org/entity/Q794,,,,,,"{'authority_id': 'p047fhm', 'source': 'p047fhm', 'spatial_coverage_description': 'Mesopotamia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q794', 'http://www.wikidata.org/entity/Q796', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p047fhmwx27,Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p047fhmwx27,[],,"[-1199, -299]",http://www.wikidata.org/entity/Q794,,,,,,"{'authority_id': 'p047fhm', 'source': 'p047fhm', 'spatial_coverage_description': 'Mesopotamia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q794', 'http://www.wikidata.org/entity/Q796', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p047fhm96xw,Neo-Babylonian,periodo,roman_republic,https://n2t.net/ark:/99152/p047fhm96xw,[],,"[-599, -499]",http://www.wikidata.org/entity/Q794,,,,,,"{'authority_id': 'p047fhm', 'source': 'p047fhm', 'spatial_coverage_description': 'Mesopotamia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q794', 'http://www.wikidata.org/entity/Q796', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p047fhmjvmc,Achaemenid,periodo,roman_republic,https://n2t.net/ark:/99152/p047fhmjvmc,[],,"[-549, -299]",http://www.wikidata.org/entity/Q794,,,,,,"{'authority_id': 'p047fhm', 'source': 'p047fhm', 'spatial_coverage_description': 'Elam', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q794', 'http://www.wikidata.org/entity/Q796', 'http://www.wikidata.org/entity/Q43']}",{},raw,UNKNOWN,0
p0vpm8v5gds,Iron Age II,periodo,roman_republic,https://n2t.net/ark:/99152/p0vpm8v5gds,[],,"[-733, -449]",http://www.wikidata.org/entity/Q1460,,,,,,"{'authority_id': 'p0vpm8v', 'source': 'p0vpm8v', 'spatial_coverage_description': '', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q1460']}",{},raw,UNKNOWN,0
p0fh3zcg927,Late Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0fh3zcg927,[],,"[-399, -99]",http://www.wikidata.org/entity/Q3908,,,,,,"{'authority_id': 'p0fh3zc', 'source': 'p0fh3zc', 'spatial_coverage_description': '', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q3908']}",{},raw,UNKNOWN,0
p0fh3zcqs6h,Early Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0fh3zcqs6h,[],,"[-799, -399]",http://www.wikidata.org/entity/Q3908,,,,,,"{'authority_id': 'p0fh3zc', 'source': 'p0fh3zc', 'spatial_coverage_description': '', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q3908']}",{},raw,UNKNOWN,0
p0r2jntpjfd,Hasmonean,periodo,roman_republic,https://n2t.net/ark:/99152/p0r2jntpjfd,[],,"[-164, -63]",http://www.wikidata.org/entity/Q858,,,,,,"{'authority_id': 'p0r2jnt', 'source': 'p0r2jnt', 'spatial_coverage_description': 'ancient Near East', 'editorial_note': 'see also Mazar, 1992', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q858', 'http://www.wikidata.org/entity/Q822', 'http://www.wikidata.org/entity/Q801', 'http://www.wikidata.org/entity/Q810', 'http://www.wikidata.org/entity/Q39760', 'http://www.wikidata.org/entity/Q36678']}",{},raw,UNKNOWN,0
p0hrtx5dm4p,Cultura de Hallstatt,periodo,roman_republic,https://n2t.net/ark:/99152/p0hrtx5dm4p,[],,"[-599, -449]",http://www.wikidata.org/entity/Q183,,,,,,"{'authority_id': 'p0hrtx5', 'source': 'p0hrtx5', 'spatial_coverage_description': 'Suroeste de Alemania', 'editorial_note': 'Come back later to this source to mine / match to formal p.175-222 & Celtic art periods p.431-450 (SB scanned) though the latter is mainly references to other writers.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q183', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p064v7mzs4d,Middle to Late Formative,periodo,roman_republic,https://n2t.net/ark:/99152/p064v7mzs4d,[],,"[-599, -299]",http://www.wikidata.org/entity/Q96,,,,,,"{'authority_id': 'p064v7m', 'source': 'p064v7m', 'spatial_coverage_description': 'Mesoamerica', 'editorial_note': 'Spatial coverage determined by map (figure 8.1) on page 115.\n\nSpatial coverage should include Costa Rica.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q96', 'http://www.wikidata.org/entity/Q774', 'http://www.wikidata.org/entity/Q242', 'http://www.wikidata.org/entity/Q783', 'http://www.wikidata.org/entity/Q792', 'http://www.wikidata.org/entity/Q811']}",{},raw,UNKNOWN,0
p064v7m6cvm,Formative period,periodo,roman_republic,https://n2t.net/ark:/99152/p064v7m6cvm,[],,"[-999, 250]",http://www.wikidata.org/entity/Q96,,,,,,"{'authority_id': 'p064v7m', 'source': 'p064v7m', 'spatial_coverage_description': 'Mesoamerica', 'editorial_note': 'Spatial coverage determined by map (figure 8.1) on page 115.\n\nSpatial coverage should include Costa Rica.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q96', 'http://www.wikidata.org/entity/Q774', 'http://www.wikidata.org/entity/Q242', 'http://www.wikidata.org/entity/Q783', 'http://www.wikidata.org/entity/Q792', 'http://www.wikidata.org/entity/Q811']}",{},raw,UNKNOWN,0
p064v7mgsjt,Late Formative,periodo,roman_republic,https://n2t.net/ark:/99152/p064v7mgsjt,[],,"[-299, 1]",http://www.wikidata.org/entity/Q96,,,,,,"{'authority_id': 'p064v7m', 'source': 'p064v7m', 'spatial_coverage_description': 'Mesoamerica', 'editorial_note': 'Spatial coverage determined by map (figure 8.1) on page 115.\n\nSpatial coverage should include Costa Rica.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q96', 'http://www.wikidata.org/entity/Q774', 'http://www.wikidata.org/entity/Q242', 'http://www.wikidata.org/entity/Q783', 'http://www.wikidata.org/entity/Q792', 'http://www.wikidata.org/entity/Q811']}",{},raw,UNKNOWN,0
p0kh9ds785r,Later Prehistoric,periodo,roman_republic,https://n2t.net/ark:/99152/p0kh9ds785r,[],,"[-3999, 43]",http://www.wikidata.org/entity/Q21,,,,,,"{'authority_id': 'p0kh9ds', 'source': 'p0kh9ds', 'spatial_coverage_description': 'England', 'editorial_note': 'September 2024 - revisions to reflect latest data as published May 2024', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q21']}",{},raw,UNKNOWN,0
