id,label,federation,domain,uri,concept_ref,text_ref,survey_depth,is_seed,lcc,oclc,lccn
35025109,"The student's Rome. A history of Rome, from the earliest times to the establishment of the empire.",worldcat,roman_republic,http://lccn.loc.gov/35025109,,http://lccn.loc.gov/35025109,0,False,DG231 .L71 1877,,35025109
23003943,"Early Rome,",worldcat,roman_republic,http://lccn.loc.gov/23003943,,http://lccn.loc.gov/23003943,0,False,DG231 .I3 1891,,23003943
2019002526,Rise of the Roman Empire : the will to endure,worldcat,roman_republic,http://lccn.loc.gov/2019002526,,http://lccn.loc.gov/2019002526,0,False,DG231 .D945 2020,,2019002526
2002514170,The early history of Rome : books I-V of The history of Rome from its foundations,worldcat,roman_republic,http://lccn.loc.gov/2002514170,,http://lccn.loc.gov/2002514170,0,False,PA6452 .A5 2002,,2002514170
04037244,A history of Rome from the earliest times to the establishment of the empire.,worldcat,roman_republic,http://lccn.loc.gov/04037244,,http://lccn.loc.gov/04037244,0,False,DG231 .L71,,04037244
07014404,"Early Rome,",worldcat,roman_republic,http://lccn.loc.gov/07014404,,http://lccn.loc.gov/07014404,0,False,DG231 .I3 1876,,07014404
74168909,Studies in the romanization of Etruria.,worldcat,roman_republic,http://lccn.loc.gov/74168909,,http://lccn.loc.gov/74168909,0,False,PA2019.F5 I523 vol. 5,,74168909
2003008542,"Rome at war : farms, families, and death in the Middle Republic",worldcat,roman_republic,http://lccn.loc.gov/2003008542,,http://lccn.loc.gov/2003008542,0,False,S431 .R67 2004,,2003008542
75018359,Primitive Italy and the beginnings of Roman imperialism,worldcat,roman_republic,http://lccn.loc.gov/75018359,,http://lccn.loc.gov/75018359,0,False,DG209 .H653 1975,,75018359
00269516,Roman lives : a selection of eight Roman lives,worldcat,roman_republic,http://lccn.loc.gov/00269516,,http://lccn.loc.gov/00269516,0,False,DG260.A1 P53 1999,,00269516
2011025444,"The Roman world, 44 BC-AD 180",worldcat,roman_republic,http://lccn.loc.gov/2011025444,,http://lccn.loc.gov/2011025444,0,False,DG254 .G66 2012,,2011025444
2005640295,The Great empire Rome.,worldcat,roman_republic,http://lccn.loc.gov/2005640295,,http://lccn.loc.gov/2005640295,0,False,VAG 3680 (viewing copy),,2005640295
97202134,"The Roman world, 44 BC-AD 180",worldcat,roman_republic,http://lccn.loc.gov/97202134,,http://lccn.loc.gov/97202134,0,False,DG254 .G66 1997,,97202134
2019054210,"Regional urban systems in the Roman world, 150BCE-250CE",worldcat,roman_republic,http://lccn.loc.gov/2019054210,,http://lccn.loc.gov/2019054210,0,False,DG82,,2019054210
60002011,"Sources for Roman history, 133-70 B.C.,",worldcat,roman_republic,http://lccn.loc.gov/60002011,,http://lccn.loc.gov/60002011,0,False,DG254 .G8 1960,,60002011
22014557,The Roman traitor;,worldcat,roman_republic,http://lccn.loc.gov/22014557,,http://lccn.loc.gov/22014557,0,False,PZ3.H415 Ro,,22014557
56010499,Winter quarters.,worldcat,roman_republic,http://lccn.loc.gov/56010499,,http://lccn.loc.gov/56010499,0,False,PZ3.D8789 Wi,,56010499
34041984,"Cæsar is dead,",worldcat,roman_republic,http://lccn.loc.gov/34041984,,http://lccn.loc.gov/34041984,0,False,PZ3.L651 Cae,,34041984
79066497,Polybius on Roman imperialism : the histories of Polybius,worldcat,roman_republic,http://lccn.loc.gov/79066497,,http://lccn.loc.gov/79066497,0,False,DG241 .P64213 1980,,79066497
2021061674,Rebels against Rome : 400 years of rebellion against the rule of Rome,worldcat,roman_republic,http://lccn.loc.gov/2021061674,,http://lccn.loc.gov/2021061674,0,False,DG254.2 .D36 2023,,2021061674
2021061675,Rebels against Rome : 400 years of rebellion against the rule of Rome,worldcat,roman_republic,http://lccn.loc.gov/2021061675,,http://lccn.loc.gov/2021061675,0,False,DG254.2,,2021061675
35009377,"Mob violence in the late Roman republic, 133-49 B. C.,",worldcat,roman_republic,http://lccn.loc.gov/35009377,,http://lccn.loc.gov/35009377,0,False,DG254.2 .H4 1935,,35009377
61001111,Pugnax the gladiator.,worldcat,roman_republic,http://lccn.loc.gov/61001111,,http://lccn.loc.gov/61001111,0,False,PZ7.A5486 Pu2,,61001111
