property_id,property_label,property_description,type_qids,type_labels,primary_facet,secondary_facets,all_facets,is_historical,is_authority_control,confidence,type_count
P239,ICAO airport code,"four-character alphanumeric identifier for designating airports (for airlines, see P230)","Q28916621,Q62589316,Q61052867,Q99543626,Q29642812",Q28916621 | Wikidata property for an identifier that suggests notability | Wikidata property related to airports | Wikidata property for an identifier value that can be re-assigned | Wikidata property related to the United Nations,DIPLOMATIC,,DIPLOMATIC,False,False,0.8,5
P240,FAA airport code,three-letter or four-letter alphanumeric code identifying United States airports,"Q28916621,Q61052867",Q28916621 | Wikidata property related to airports,UNKNOWN,,,False,False,0.5,2
P241,military branch,"branch to which this military unit, award, office, or person belongs, e.g. Royal Navy",Q22964288,Wikidata property for items about military,MILITARY,,MILITARY,False,False,0.8,1
P242,locator map image,geographic map image which highlights the location of the subject within some larger entity,"Q18610173,Q19829914,Q26940804",Wikidata property to link to Commons | Wikidata property related to places | Wikidata property for linking to a representative image,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,3
P243,OCLC number,identifier for a bibliographic record in OCLC WorldCat,"Q19833377,Q29547399,Q96776953",Wikidata property for authority control for works | Wikidata property to identify books | Wikidata property for authority control (libraries),INTELLECTUAL,,INTELLECTUAL,False,True,1.0,3
P244,Library of Congress authority ID,"Library of Congress name authority (persons, families, corporate bodies, events, places, works and expressions) and subject authority identifier [Format: 1-2 specific letters followed by 8-10 digits (see regex). For manifestations, use P1144]","Q18614948,Q19595382,Q21745557,Q55586529,Q62589316",Wikidata property for authority control | Wikidata property for authority control for people | Wikidata property to identify organizations | Wikidata property for authority control by VIAF member | Wikidata property for an identifier that suggests notability,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,5
P245,Union List of Artist Names ID,identifier from the Getty Union List of Artist Names,"Q55653847,Q21745557,Q27918607,Q55586529",Wikidata property for authority control for artists | Wikidata property to identify organizations | Wikidata property related to art | Wikidata property for authority control by VIAF member,ARTISTIC,,ARTISTIC,False,False,0.8,4
P246,element symbol,identifier for a chemical element,"Q21294996,Q21099935",Wikidata property related to chemistry | Wikidata property with datatype string that is not an external identifier,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,2
P247,COSPAR ID,"international satellite designation, administered by the UN Committee on Space Research (COSPAR), similar but not synonymous with the NSSDCA ID (P8913)","Q42428590,Q28104992,Q19847637",Wikidata property to identify astronomical objects | Wikidata property related to spacecraft | Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,3
P248,stated in,to be used in the references field to refer to the information document or database in which a claim is made; for qualifiers use P805; for the type of document in which a claim is made use P3865,Q18608359,Wikidata property to indicate a source,UNKNOWN,,,False,False,0.5,1
P249,ticker symbol,identifier for a publicly traded share of a particular stock on a particular stock market or that of a cryptocurrency (qualifier for P414),"Q21264328,Q22964476,Q15720608",Wikidata property for a multi-source identifier | Wikidata property for items about corporations | Q15720608,UNKNOWN,,,False,False,0.5,3
P263,official residence,the residence at which heads of government and other senior figures officially reside,"Q18608871,Q22984475",Wikidata property for items about people | Wikidata property related to politics,POLITICAL,DEMOGRAPHIC,"POLITICAL,DEMOGRAPHIC",False,False,0.8,2
P264,record label,brand and trademark associated with the marketing of subject music recordings and music videos,"Q18608993,Q22965078,Q18608871",Wikidata property for items about organizations | Wikidata property for items about musical works | Wikidata property for items about people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,3
P267,ATC code,therapeutic chemical identification code per ATC,Q19833835,Wikidata property to identify substances,UNKNOWN,,,False,False,0.5,1
P268,Bibliothèque nationale de France ID,"identifier for the subject issued by BNF (Bibliothèque nationale de France). Format: 8 digits followed by a check-digit or letter, do not include the initial 'cb'.","Q55586529,Q19595382,Q21745557,Q19829908,Q19833377,Q48710051",Wikidata property for authority control by VIAF member | Wikidata property for authority control for people | Wikidata property to identify organizations | Wikidata property for authority control for places | Wikidata property for authority control for works | Wikidata property for an identifier having a checksum,GEOGRAPHIC,"INTELLECTUAL,BIOGRAPHIC","GEOGRAPHIC,INTELLECTUAL,BIOGRAPHIC",False,True,1.0,6
P269,IdRef ID,"identifier for authority control in the French collaborative library catalog (see also P1025). Format: 8 digits followed by a digit or ""X""","Q55586529,Q19595382,Q21745557,Q19829908",Wikidata property for authority control by VIAF member | Wikidata property for authority control for people | Wikidata property to identify organizations | Wikidata property for authority control for places,GEOGRAPHIC,BIOGRAPHIC,"GEOGRAPHIC,BIOGRAPHIC",False,True,1.0,4
P270,CALIS ID,identifier for authority control per CALIS (China Academic Library & Information System),"Q19595382,Q96776953",Wikidata property for authority control for people | Wikidata property for authority control (libraries),BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,2
P271,NACSIS-CAT author ID,"identifier for book authors in NACSIS-CAT, the union catalog for university libraries and research institutions in Japan","Q55586529,Q19595382,Q21745557,Q48710051",Wikidata property for authority control by VIAF member | Wikidata property for authority control for people | Wikidata property to identify organizations | Wikidata property for an identifier having a checksum,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,4
P272,production company,"company that produced this film, audio or performing arts work",Q18618644,Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,1
P274,chemical formula,description of chemical compound giving element symbols and counts,"Q21294996,Q21099935",Wikidata property related to chemistry | Wikidata property with datatype string that is not an external identifier,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,2
P275,copyright license,license under which this copyrighted work is released,"Q18618644,Q28464773,Q79967257",Wikidata property related to creative works | Wikidata property to describe media items | Wikidata property related to copyright,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,3
P276,location,"location of the object, structure or event; use P131 to indicate the containing administrative entity, P8138 for statistical entities, or P706 for geographic entities; use P7153 for locations associated with the object","Q18647515,Q18615777,Q22964785,Q70564278","transitive Wikidata property | Wikidata property to indicate a location | Wikidata property related to events | Wikidata property used as ""depicts"" (P180) qualifier on Commons",GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,4
P277,programmed in,the programming language(s) in which the software is developed,Q21126229,Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,1
P278,GOST 7.75–97 code,identifier for a language according to GOST 7.75–97,"Q19847637,Q20824104",Wikidata property for an identifier | Wikidata property for items about languages,LINGUISTIC,,LINGUISTIC,False,False,0.8,2
P279,subclass of,"this item is a subclass (subset) of that item; ALL instances of this item are instances of that item; different from P31 (instance of), e.g.: volcano is a subclass of mountain; Everest is an instance of mountain","Q18647515,Q18647519,Q28326461,Q18616576,Q115490628",transitive Wikidata property | asymmetric Wikidata property | Q28326461 | Wikidata property | Q115490628,UNKNOWN,,,False,False,0.5,5
P281,postal code,code assigned by postal authorities for the subject area or building for the purpose of sorting and routing mail,"Q19829914,Q26935994,Q18608993,Q19847637",Wikidata property related to places | Wikidata property encoding a vCard value | Wikidata property for items about organizations | Wikidata property for an identifier,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,4
P282,writing system,"alphabet, character set or other system of writing used by a language, word, or text, supported by a typeface","Q20824104,Q51121942,Q54076056",Wikidata property for items about languages | Wikidata property related to typefaces and typography | Wikidata property for lexicographical data,LINGUISTIC,,LINGUISTIC,False,False,0.8,3
P286,head coach,"on-field manager or head coach of a sports club (not to be confused with a general manager P505, which is not a coaching position) or person","Q22964372,Q28106456,Q115396176",Wikidata property related to sport organizations | Wikidata property related to sports people | Q115396176,UNKNOWN,,,False,False,0.5,3
P287,designed by,"person or organization which designed the object. For buildings use ""architect"" (Property:P84)",Q18618644,Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,1
P289,vessel class,series of vessels or other watercraft built to the same design of which this vessel is a member,Q23779665,Wikidata property related to maritime and inland waterway transport,UNKNOWN,,,False,False,0.5,1
P291,place of publication,geographical place of publication of the edition (use 1st edition when referring to works),"Q18618644,Q18635217,Q18608359",Wikidata property related to creative works | Wikidata property for specifying the location of an event | Wikidata property to indicate a source,GEOGRAPHIC,INTELLECTUAL,"GEOGRAPHIC,INTELLECTUAL",False,False,0.8,3
P296,station code,"generic identifier for a railway station, when possible, use specific property on certain coding system (e.g. P1378 for China Railway TMIS codes)","Q21264328,Q56249389",Wikidata property for a multi-source identifier | Wikidata property to identify railway stations,UNKNOWN,,,False,False,0.5,2
P297,ISO 3166-1 alpha-2 code,identifier for a country in two-letter format per ISO 3166-1,"Q55978503,Q99543626,Q27038669",Wikidata property for authority control for countries | Wikidata property for an identifier value that can be re-assigned | Q27038669,UNKNOWN,,,False,False,0.5,3
P298,ISO 3166-1 alpha-3 code,identifier for a country in three-letter format per ISO 3166-1,"Q55978503,Q99566281,Q27038669",Wikidata property for authority control for countries | Wikidata property for an identifier value that can be replaced | Q27038669,UNKNOWN,,,False,False,0.5,3
P299,ISO 3166-1 numeric code,identifier for a country in numeric format per ISO 3166-1,"Q55978503,Q27038669",Wikidata property for authority control for countries | Q27038669,UNKNOWN,,,False,False,0.5,2
P300,ISO 3166-2 code,identifier for a country subdivision per ISO 3166-2 (include country code),"Q55977691,Q27038669",Wikidata property for authority control for administrative subdivisions | Q27038669,UNKNOWN,,,False,False,0.5,2
P301,category's main topic,primary topic of the subject Wikimedia category,Q18667213,Wikidata property about Wikimedia categories,UNKNOWN,,,False,False,0.5,1
P303,EE breed number,breed identification number per the EE list of the breeds of fancy pigeons (ELFP),Q62589316,Wikidata property for an identifier that suggests notability,UNKNOWN,,,False,False,0.5,1
P304,page(s),"page number of source referenced for statement. Note ""column(s)"" (P3903) and ""folio(s)"" (P7416) for other numbering systems","Q21099935,Q18608359,Q19847637",Wikidata property with datatype string that is not an external identifier | Wikidata property to indicate a source | Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,3
P305,IETF language tag,"identifier for language or languoid per the Internet Engineering Task Force; can include a primary language subtag, subtags for script, region, variant, extension, or private-use. Format: 2 or 3 letters, followed by ""-"" if subtags present","Q18614948,Q20824104",Wikidata property for authority control | Wikidata property for items about languages,LINGUISTIC,,LINGUISTIC,False,True,1.0,2
P306,operating system,operating system (OS) on which a software works or the OS installed on hardware,Q21126229,Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,1
P344,director of photography,"person responsible for the framing, lighting, and filtration of the subject work","Q22965162,Q27151329",Wikidata property for items about films | Wikidata property related to photography,UNKNOWN,,,False,False,0.5,2
P345,IMDb ID,"identifier for the IMDb (with prefix 'tt', 'nm', 'co', 'ev', 'ch' or 'ni')","Q19595382,Q22964274,Q111674189,Q66116790,Q84612171,Q62589320",Wikidata property for authority control for people | Wikidata property for identification in the film industry | Q111674189 | Wikidata property to identify music videos | Wikidata property to identify podcasts | Wikidata property for an identifier that does not imply notability,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,6
P347,Joconde work ID,identifier in the Joconde database of the French Ministry of Culture,Q44847669,Wikidata property to identify artworks,ARTISTIC,,ARTISTIC,False,False,0.8,1
P348,software version identifier,"numeric or nominal identifier of a version of a software program or file format, current or past","Q21099935,Q21126229",Wikidata property with datatype string that is not an external identifier | Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,2
P349,NDL Authority ID,identifier for authority control per the National Diet Library of Japan,Q55586529,Wikidata property for authority control by VIAF member,UNKNOWN,,,False,False,0.5,1
P350,RKDimages ID,identifier per RKDimages of the Netherlands Institute for Art History,Q44847669,Wikidata property to identify artworks,ARTISTIC,,ARTISTIC,False,False,0.8,1
P351,Entrez Gene ID,identifier for a gene per the NCBI Entrez database,"Q22988603,Q42415497",Wikidata property related to biology | Wikidata property to identify genes,UNKNOWN,,,False,False,0.5,2
P352,UniProt protein ID,identifier for a protein per the UniProt database,Q42415644,Wikidata property to identify proteins,UNKNOWN,,,False,False,0.5,1
P353,HGNC gene symbol,"the official gene symbol approved by the HGNC, which is typically a short form of the gene name",Q42415497,Wikidata property to identify genes,UNKNOWN,,,False,False,0.5,1
P354,HGNC ID,a unique ID provided by the HGNC for each gene with an approved symbol. HGNC IDs remain stable even if a name or symbol changes,Q42415497,Wikidata property to identify genes,UNKNOWN,,,False,False,0.5,1
P355,child organization or unit,"child organization/unit of a organization/unit; for companies, generally a fully owned separate corp., see business division (P199); opposite of parent org./unit (P749); use instance of (P31) to distinguish org. (Q43229) and org. unit (Q10387680)","Q22964476,Q18608993,Q30025373",Wikidata property for items about corporations | Wikidata property for items about organizations | Wikidata property related to utilization and ownership,UNKNOWN,,,False,False,0.5,3
P356,DOI,serial code used to uniquely identify digital objects like academic papers (use upper case letters only),"Q29548341,Q29547399,Q19847637",Wikidata property for items about scholarly articles | Wikidata property to identify books | Wikidata property for an identifier,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,3
P358,discography,item for list pages with discography of artist or band,"Q18608871,Q22965078",Wikidata property for items about people | Wikidata property for items about musical works,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P359,Rijksmonument ID,identifier for a monument assigned by the Rijksdienst voor het Cultureel Erfgoed,"Q18618628,Q28916621",Wikidata property for authority control for cultural heritage | Q28916621,CULTURAL,,CULTURAL,False,False,0.8,2
P360,is a list of,common element between all listed items,"Q22969221,Q64846109",Wikidata property giving Wikimedia list | Wikidata property using many other properties as qualifiers,UNKNOWN,,,False,False,0.5,2
P361,part of,"object of which the subject is a part (if this subject is already part of object A which is a part of object B, then please only make the subject part of object A), inverse property of ""has part"" (P527, see also ""has parts of the class"" (P2670))","Q18647515,Q18647519,Q70564278,Q18608871","transitive Wikidata property | asymmetric Wikidata property | Wikidata property used as ""depicts"" (P180) qualifier on Commons | Wikidata property for items about people",DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,4
P364,original language of film or TV show,"language in which a film or a performance work was originally created. Deprecated for written works and songs; use P407 (""language of work or name"") instead.","Q18616084,Q22965162,Q37911748,Q55663163",Wikidata property to indicate a language | Wikidata property for items about films | partially deprecated Wikidata property | Wikidata property related to television programs,LINGUISTIC,,LINGUISTIC,False,False,0.8,4
P366,has use,main use of the subject (includes current and former usage),"Q30025373,Q70564278,Q115203080","Wikidata property related to utilization and ownership | Wikidata property used as ""depicts"" (P180) qualifier on Commons | Q115203080",UNKNOWN,,,False,False,0.5,3
P367,astronomic symbol image,"image of the symbol that identifies a planet, asteroid, or other object in the Solar System","Q18610173,Q21451142,Q26940804",Wikidata property to link to Commons | Wikidata property for items about astronomical objects | Wikidata property for linking to a representative image,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,3
P368,Sandbox-CommonsMediaFile,"Sandbox property for value of type ""Commons Media File""","Q18720640,Q28464773",Q18720640 | Wikidata property to describe media items,UNKNOWN,,,False,False,0.5,2
P369,Sandbox-Item,"Sandbox property for value of type ""Item""",Q18720640,Q18720640,UNKNOWN,,,False,False,0.5,1
P370,Sandbox-String,"Sandbox property for the data value type ""String""","Q18720640,Q21099935",Q18720640 | Wikidata property with datatype string that is not an external identifier,UNKNOWN,,,False,False,0.5,2
P371,presenter,main role in presenting a radio or television program or a performing arts show,"Q134479145,Q134476104,Q120173825,Q107395292",Q134479145 | Q134476104 | Q120173825 | Wikidata property related to movies and television shows,UNKNOWN,,,False,False,0.5,4
P373,Commons category,"name of the Wikimedia Commons category containing files related to this item (without the prefix ""Category:"")","Q18610173,Q18667213,Q19847637",Wikidata property to link to Commons | Wikidata property about Wikimedia categories | Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,3
P374,Insee municipality code,"identifier/code with five digits or letters for a municipality or a municipal arrondissement in France, per the National Institute of Statistics and Economic Studies",Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P375,space launch vehicle,type of rocket or other vehicle for launching subject payload into outer space,"Q22984363,Q28104992",Wikidata property related to transport | Wikidata property related to spacecraft,UNKNOWN,,,False,False,0.5,2
P376,located on astronomical body,single astronomical body on which features or places are situated,"Q18615777,Q21451142",Wikidata property to indicate a location | Wikidata property for items about astronomical objects,GEOGRAPHIC,SCIENTIFIC,"GEOGRAPHIC,SCIENTIFIC",False,False,0.8,2
P377,SCN,"Satellite Catalog Number, 5-digit-number including leading zeros (e.g. '00266')","Q18614948,Q28104992",Wikidata property for authority control | Wikidata property related to spacecraft,UNKNOWN,,,False,True,0.7,2
P380,Mérimée ID,identifier for a monument in the Mérimée database of French cultural heritage,"Q18618628,Q62589316",Wikidata property for authority control for cultural heritage | Wikidata property for an identifier that suggests notability,CULTURAL,,CULTURAL,False,False,0.8,2
P381,PCP reference number,identifier for cultural properties in Switzerland,Q18618628,Wikidata property for authority control for cultural heritage,CULTURAL,,CULTURAL,False,False,0.8,1
P382,CBS municipality code,identifier for a Dutch municipality as defined by Statistics Netherlands (CBS),Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P393,edition number,"number of an edition (first, second, ... as 1, 2, ...) or event","Q21099935,Q29546443,Q22964785",Wikidata property with datatype string that is not an external identifier | Wikidata property for items about books | Wikidata property related to events,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,3
P395,licence plate code,distinguishing signs or parts of license plate associated with the subject. For countries: international licence plate country code or distinguishing sign of vehicles,Q21264328,Wikidata property for a multi-source identifier,UNKNOWN,,,False,False,0.5,1
P396,SBN author ID,identifier issued by National Library Service (SBN) of Italy,"Q19595382,Q21745557,Q55586529,Q62589316",Wikidata property for authority control for people | Wikidata property to identify organizations | Wikidata property for authority control by VIAF member | Wikidata property for an identifier that suggests notability,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,4
P397,parent astronomical body,major astronomical body the item belongs to,Q21451142,Wikidata property for items about astronomical objects,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P398,child astronomical body,minor body that belongs to the item,Q21451142,Wikidata property for items about astronomical objects,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P399,companion of,two or more astronomic bodies of the same type relating to each other,Q21451142,Wikidata property for items about astronomical objects,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P400,platform,"platform for which a work was developed or released, or the specific platform version of a software product","Q21126229,Q15720608",Wikidata property related to software | Q15720608,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,2
P402,OpenStreetMap relation ID,identifier for a relation in OpenStreetMap,"Q19829908,Q24075706,Q62589320","Wikidata property for authority control for places | Wikidata property for authority control, with reciprocal use of Wikidata | Wikidata property for an identifier that does not imply notability",GEOGRAPHIC,,GEOGRAPHIC,False,True,1.0,3
P403,mouth of the watercourse,the body of water to which the watercourse drains,"Q18615777,Q24041622,Q18647515",Wikidata property to indicate a location | Wikidata property for items about bodies of water | transitive Wikidata property,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,3
P404,game mode,video game's available playing mode(s),Q28147643,Wikidata property related to video games,UNKNOWN,,,False,False,0.5,1
P405,taxon author,the author(s) that (optionally) may be cited with the scientific name,"Q15720608,Q18609040,Q64830420",Q15720608 | Wikidata property related to taxa | Wikidata property associated with people,UNKNOWN,,,False,False,0.5,3
P406,soundtrack release,music release that incorporates music directly recorded from the soundtrack of an audiovisual work,Q22965078,Wikidata property for items about musical works,UNKNOWN,,,False,False,0.5,1
P407,language of work or name,"language associated with this creative work (such as books, shows, songs, broadcasts or websites) or a name (for persons use ""native language"" (P103) and ""languages spoken, written or signed"" (P1412))","Q18608359,Q18618644,Q70564278,Q18616084,Q122233685","Wikidata property to indicate a source | Wikidata property related to creative works | Wikidata property used as ""depicts"" (P180) qualifier on Commons | Wikidata property to indicate a language | Q122233685",INTELLECTUAL,LINGUISTIC,"INTELLECTUAL,LINGUISTIC",False,False,0.8,5
P408,software engine,software engine employed by the subject item,Q21126229,Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,1
P409,Libraries Australia ID,"identifier issued by the National Library of Australia (see also P1315 for the newer People Australia identifier). VIAF component. Format: 1-12 digits, removing leading zero-padding.","Q19595382,Q55586529",Wikidata property for authority control for people | Wikidata property for authority control by VIAF member,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,2
P410,"military, police or special rank","military or police rank achieved by a person (should usually have a ""start time"" qualifier), or military or police rank associated with a position","Q18608871,Q22964288",Wikidata property for items about people | Wikidata property for items about military,MILITARY,DEMOGRAPHIC,"MILITARY,DEMOGRAPHIC",False,False,0.8,2
P411,canonization status,formal stage in the process of attaining sainthood per the subject's religious organization,"Q18608871,Q64264420",Wikidata property for items about people | Wikidata property related to Christianity,RELIGIOUS,DEMOGRAPHIC,"RELIGIOUS,DEMOGRAPHIC",False,False,0.8,2
P412,voice type,"person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)","Q18608871,Q27525351",Wikidata property for items about people | Wikidata property related to music,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P413,position played on team / speciality,position or specialism of a player on a team,"Q18608871,Q28106456,Q15720608",Wikidata property for items about people | Wikidata property related to sports people | Q15720608,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,3
P414,stock exchange,exchange on which this company is traded,"Q62589316,Q111669072",Wikidata property for an identifier that suggests notability | Q111669072,UNKNOWN,,,False,False,0.5,2
P415,radio format,describes the overall content broadcast on a radio station,"Q18618644,Q120173825",Wikidata property related to creative works | Q120173825,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P416,quantity symbol (string),symbol for a mathematical or physical quantity,Q21099935,Wikidata property with datatype string that is not an external identifier,UNKNOWN,,,False,False,0.5,1
P417,patron saint,patron saint adopted by the subject,"Q64264420,Q22983697",Wikidata property related to Christianity | Wikidata property related to religions and beliefs,RELIGIOUS,,RELIGIOUS,False,False,0.8,2
P418,"has seal, badge, or sigil",links to the item for the subject's seal,"Q22997934,Q18608993",Wikidata property related to government and state | Wikidata property for items about organizations,POLITICAL,,POLITICAL,False,False,0.8,2
P421,located in time zone,time zone for this item,"Q19829914,Q26935994,Q15720608",Wikidata property related to places | Wikidata property encoding a vCard value | Q15720608,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,3
P423,shooting handedness,whether the hockey player passes or shoots left- or right-handed,"Q28106456,Q28649019",Wikidata property related to sports people | Wikidata property related to ice hockey,UNKNOWN,,,False,False,0.5,2
P424,Wikimedia language code,identifier for a language or variant as used by Wikimedia projects,"Q18616084,Q51118821,Q19847637,Q20824104,Q99566281",Wikidata property to indicate a language | Wikidata property about Wikimedia entities | Wikidata property for an identifier | Wikidata property for items about languages | Wikidata property for an identifier value that can be replaced,LINGUISTIC,,LINGUISTIC,False,False,0.8,5
P425,field of this occupation,"field corresponding to this occupation or profession (use only for occupations/professions - for people use Property:P101, for companies use P452)",Q24043375,Wikidata property for items about occupations,UNKNOWN,,,False,False,0.5,1
P426,aircraft registration,identifier assigned to an individual aircraft by civil aircraft registry,"Q62589320,Q24041613,Q70564278","Wikidata property for an identifier that does not imply notability | Wikidata property related to aircraft | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,3
P427,taxonomic type,type genus or species: [in zoology:] nominal genus or species that is the name-bearing type of this nominal family or genus (or family-group ranked taxon or subgenus); type specimen that is the name-bearing type of this nominal species or subspecies,Q18609040,Wikidata property related to taxa,UNKNOWN,,,False,False,0.5,1
P428,botanist author abbreviation,"standard form (official abbreviation) of a personal name for use in an author citation (only for names of algae, fungi and plants)","Q19595382,Q56682212",Wikidata property for authority control for people | Wikidata property related to plants and botany,BIOGRAPHIC,,BIOGRAPHIC,False,True,1.0,2
P429,dantai code,"6-digit identifier for an administrative division of Japan, assigned by Ministry of Internal Affairs and Communications","Q55977691,Q48710051",Wikidata property for authority control for administrative subdivisions | Wikidata property for an identifier having a checksum,UNKNOWN,,,False,False,0.5,2
P432,callsign of airline,identifier used in radio transmissions to refer to the subject airline,"Q22964357,Q21745557",Wikidata property for items about airlines | Wikidata property to identify organizations,UNKNOWN,,,False,False,0.5,2
P433,issue,"issue of a newspaper, a scientific journal or magazine for reference purpose","Q21099935,Q18608359,Q18618644,Q61719275",Wikidata property with datatype string that is not an external identifier | Wikidata property to indicate a source | Wikidata property related to creative works | Q61719275,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,4
P434,MusicBrainz artist ID,identifier for an artist in the MusicBrainz open music encyclopedia,"Q66712599,Q24075706,Q62589320","Wikidata property for authority control of musicians and musical ensembles | Wikidata property for authority control, with reciprocal use of Wikidata | Wikidata property for an identifier that does not imply notability",UNKNOWN,,,False,False,0.5,3
P435,MusicBrainz work ID,identifier for a work per the MusicBrainz open music encyclopedia,"Q107095360,Q24075706,Q783521","Wikidata property to identify songs | Wikidata property for authority control, with reciprocal use of Wikidata | Q783521",UNKNOWN,,,False,False,0.5,3
P436,MusicBrainz release group ID,"identifier for a release group per the MusicBrainz open music encyclopedia (album, single, etc.)","Q24075706,Q27525351","Wikidata property for authority control, with reciprocal use of Wikidata | Wikidata property related to music",UNKNOWN,,,False,False,0.5,2
P437,distribution format,method (or type) of distribution for the subject,"Q18618644,Q61719275",Wikidata property related to creative works | Q61719275,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P439,German municipality key,numerical code for municipalities and independent towns in Germany,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P440,German district key,numerical code for districts (Landkreise) and independent towns in Germany,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P442,China division code for Statistics,identifier for divisions of People's Republic of China for Statistics (with spaces),Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P443,pronunciation audio,audio file with pronunciation,"Q18610173,Q54275221",Wikidata property to link to Commons | Wikidata property for lexicographic forms,UNKNOWN,,,False,False,0.5,2
P444,review score,review score received by a creative work or other entity,"Q21099935,Q18618644",Wikidata property with datatype string that is not an external identifier | Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P447,review score by,issuer of a review score,"Q15720608,Q18618644",Q15720608 | Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P449,original broadcaster,network(s) or service(s) that originally broadcast a radio or television program,"Q18618644,Q120173825",Wikidata property related to creative works | Q120173825,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P450,astronaut mission,space mission that the subject is or has been a member of (do not include future missions),Q18608871,Wikidata property for items about people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,1
P451,unmarried partner,"someone with whom the person is in a relationship without being married. Use ""spouse"" (P26) for married couples",Q22964231,Q22964231,UNKNOWN,,,False,False,0.5,1
P452,industry,specific industry of company or organization,"Q18608993,Q21451178",Wikidata property for items about organizations | Wikidata property related to economics,ECONOMIC,,ECONOMIC,False,False,0.8,2
P453,character role,"specific role played or filled by subject -- use only as qualifier of ""cast member"" (P161), ""voice actor"" (P725)","Q15720608,Q22984512",Q15720608 | Wikidata property related to works of fiction,UNKNOWN,,,False,False,0.5,2
P454,Structurae structure ID,identifier for a building in the Structurae database,"Q28916621,Q62589316,Q43831109",Q28916621 | Wikidata property for an identifier that suggests notability | Wikidata property related to architecture,ARTISTIC,,ARTISTIC,False,False,0.8,3
P455,Emporis building ID,"former identifier for a building in the defunct Emporis database (for building complexes, see P2270)","Q28916621,Q60457486",Q28916621 | Wikidata property for a discontinued website,UNKNOWN,,,False,False,0.5,2
P457,foundational text,text through which an institution or object has been created or established,"Q18608993,Q22984026",Wikidata property for items about organizations | Wikidata property related to law and justice,DIPLOMATIC,,DIPLOMATIC,False,False,0.8,2
P458,IMO ship number,"identifier for a ship, ship owner or ship manager per the International Maritime Organization","Q19847637,Q23779665,Q48710051",Wikidata property for an identifier | Wikidata property related to maritime and inland waterway transport | Wikidata property for an identifier having a checksum,UNKNOWN,,,False,False,0.5,3
