property_id,property_label,property_description,type_qids,type_labels,primary_facet,secondary_facets,all_facets,is_historical,is_authority_control,confidence,type_count
P459,determination method or standard,"how a value is determined, or the standard by which it is declared","Q15720608,Q61719274,Q70564278,Q119301849","Q15720608 | Q61719274 | Wikidata property used as ""depicts"" (P180) qualifier on Commons | Q119301849",UNKNOWN,,,False,False,0.5,4
P460,said to be the same as,"this item is said to be the same as that item, though this may be uncertain or disputed","Q18647518,Q28100549",Q18647518 | Wikidata property to describe the elements of identity,UNKNOWN,,,False,False,0.5,2
P461,opposite of,item that is in some way the opposite of this item,Q28100549,Wikidata property to describe the elements of identity,UNKNOWN,,,False,False,0.5,1
P462,color,color of subject,"Q22964093,Q60464703,Q70564278","Wikidata property for perceptual properties | Wikidata property related to color | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,3
P463,member of,"organization, club or musical group to which the subject belongs. Do not use for membership in ethnic or social groups, nor for holding a political position, such as a member of parliament (use P39 for that)","Q57955292,Q26935994",Wikidata property for items about people or organisations | Wikidata property encoding a vCard value,UNKNOWN,,,False,False,0.5,2
P464,NOR numbering ID,identifier for French official texts,"Q19833377,Q22984026",Wikidata property for authority control for works | Wikidata property related to law and justice,INTELLECTUAL,DIPLOMATIC,"INTELLECTUAL,DIPLOMATIC",False,True,1.0,2
P465,sRGB color hex triplet,"sRGB hex triplet format for subject color (e.g. 7FFFD4) specifying the 8-bit red, green and blue components","Q21099935,Q60464703",Wikidata property with datatype string that is not an external identifier | Wikidata property related to color,UNKNOWN,,,False,False,0.5,2
P466,occupant,person or organization occupying property,"Q22964966,Q30025373",Wikidata property related to structures | Wikidata property related to utilization and ownership,UNKNOWN,,,False,False,0.5,2
P467,legislated by,indicates that an act or bill was passed by a legislature. The value can be a particular session of the legislature,Q22984026,Wikidata property related to law and justice,DIPLOMATIC,,DIPLOMATIC,False,False,0.8,1
P468,dan/kyu rank,"rank system used in several board games (e.g. go, shogi, renju), martial arts (e.g. judo, kendo, wushu) and some other games","Q18608871,Q28106456",Wikidata property for items about people | Wikidata property related to sports people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P469,lake on watercourse,lake or reservoir through which the river or stream flows,Q24041622,Wikidata property for items about bodies of water,UNKNOWN,,,False,False,0.5,1
P470,Eight Banner register,Manchu household register for people of the Qing Dynasty,Q18608871,Wikidata property for items about people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,1
P473,local dialing code,identifier dedicated to subject city by the area communication network,Q21264328,Wikidata property for a multi-source identifier,UNKNOWN,,,False,False,0.5,1
P474,telephone country code,identifier for a country - dialed on phone after the international dialing prefix (precede value by +),Q62589316,Wikidata property for an identifier that suggests notability,UNKNOWN,,,False,False,0.5,1
P476,CELEX number,identifier for European legal texts in EUR-Lex database,"Q22984026,Q67155279,Q135984095",Wikidata property related to law and justice | Wikidata property of an identifier with a date | Q135984095,DIPLOMATIC,,DIPLOMATIC,False,False,0.8,3
P477,Canadian Register of Historic Places ID,identifier in the Canadian Register of Historic Places,"Q18618628,Q62589316",Wikidata property for authority control for cultural heritage | Wikidata property for an identifier that suggests notability,CULTURAL,,CULTURAL,False,False,0.8,2
