seed_qid,seed_label,delta_qid,delta_label,backlink_hits
Q3952,Late Republic (periodization),Q1249889,Gerhard Sachs,1
Q3952,Late Republic (periodization),Q125023894,Fritz Döhling,1
Q3952,Late Republic (periodization),Q125373495,Q125373495,1
Q3952,Late Republic (periodization),Q125373509,Q125373509,1
Q3952,Late Republic (periodization),Q125373527,Q125373527,1
Q3952,Late Republic (periodization),Q126095223,Timo Backofen,1
Q3952,Late Republic (periodization),Q1263964,Steinsdorf (Plauen),1
Q3952,Late Republic (periodization),Q126690152,Ruth Einsiedel,1
Q3952,Late Republic (periodization),Q126875,Martin Kessel,1
Q3952,Late Republic (periodization),Q127368591,Werner John,1
Q3952,Late Republic (periodization),Q12747752,Jovan Opačić,1
Q3952,Late Republic (periodization),Q127947144,Marianne Kürschner,1
Q3952,Late Republic (periodization),Q127947182,Ilse Unterdörfer,1
Q3952,Late Republic (periodization),Q1286636,Roland Wötzel,1
Q3952,Late Republic (periodization),Q129243613,Hauptfriedhof,1
Q3952,Late Republic (periodization),Q1296883,Egbert Schmiedt,1
Q3952,Late Republic (periodization),Q130372057,Erich Seidel,1
Q3952,Late Republic (periodization),Q130377027,Uta Wulsten,1
Q3952,Late Republic (periodization),Q130528115,Q130528115,1
Q3952,Late Republic (periodization),Q130604458,Fidejustus Walther,1
Q3952,Late Republic (periodization),Q1306929,Ralf Oberdorfer,1
Q3952,Late Republic (periodization),Q130790273,Dietrich Franke,1
Q3952,Late Republic (periodization),Q131081254,Bruno Viktor Jahn,1
Q3952,Late Republic (periodization),Q131142405,Ulrich Büttner,1
Q3952,Late Republic (periodization),Q131244053,Karlheinz Selle,1
Q3952,Late Republic (periodization),Q131250112,Otto Flach,1
Q3952,Late Republic (periodization),Q131311947,Karin Müller,1
Q3952,Late Republic (periodization),Q131337466,Günter Scholz,1
Q3952,Late Republic (periodization),Q131604758,Q131604758,1
Q3952,Late Republic (periodization),Q1321254,Schloss Jößnitz,1
Q3952,Late Republic (periodization),Q133042739,Hugo von Schütz,1
Q3952,Late Republic (periodization),Q1330449,Martin Dulig,1
Q3952,Late Republic (periodization),Q133369709,Q133369709,1
Q3952,Late Republic (periodization),Q1338954,Emmy Dörfel,1
Q3952,Late Republic (periodization),Q1344127,Ingo Broer,1
Q3952,Late Republic (periodization),Q134463124,Vocational Training Centre e.o.plauen,1
Q3952,Late Republic (periodization),Q1345143,Heinrich II,1
Q3952,Late Republic (periodization),Q134519774,Q134519774,1
Q3952,Late Republic (periodization),Q1345550,Straßberg,1
Q3952,Late Republic (periodization),Q135004966,Q135004966,1
Q3952,Late Republic (periodization),Q135692381,Q135692381,1
Q3952,Late Republic (periodization),Q135704449,Q135704449,1
Q3952,Late Republic (periodization),Q135704649,Q135704649,1
Q3952,Late Republic (periodization),Q135726981,Q135726981,1
Q3952,Late Republic (periodization),Q135727121,Q135727121,1
Q3952,Late Republic (periodization),Q135877326,Q135877326,1
Q3952,Late Republic (periodization),Q1358866,Günter Hertel,1
Q3952,Late Republic (periodization),Q135906348,Q135906348,1
Q3952,Late Republic (periodization),Q135908708,Q135908708,1
Q3952,Late Republic (periodization),Q135908884,Wolfgang Weber,1
Q3952,Late Republic (periodization),Q135909735,Q135909735,1
Q3952,Late Republic (periodization),Q1359214,Ernst Leonhard Heubner,1
Q3952,Late Republic (periodization),Q1359674,Ernst Oswald Schmidt,1
Q3952,Late Republic (periodization),Q135985340,Horst Rössing,1
Q3952,Late Republic (periodization),Q135995076,Q135995076,1
Q3952,Late Republic (periodization),Q1362848,Erwin Brauer,1
Q3952,Late Republic (periodization),Q136399560,Q136399560,1
Q3952,Late Republic (periodization),Q136405313,Q136405313,1
Q3952,Late Republic (periodization),Q136405953,Q136405953,1
Q3952,Late Republic (periodization),Q136551222,Q136551222,1
Q3952,Late Republic (periodization),Q136552052,Q136552052,1
Q3952,Late Republic (periodization),Q136669298,Q136669298,1
Q3952,Late Republic (periodization),Q136723618,Q136723618,1
Q3952,Late Republic (periodization),Q136864546,Q136864546,1
Q3952,Late Republic (periodization),Q136864755,Q136864755,1
Q3952,Late Republic (periodization),Q136864831,Q136864831,1
Q3952,Late Republic (periodization),Q136865045,Q136865045,1
Q3952,Late Republic (periodization),Q136865093,Q136865093,1
Q3952,Late Republic (periodization),Q136867150,Q136867150,1
Q3952,Late Republic (periodization),Q137302587,Klaus Gürgens,1
Q3952,Late Republic (periodization),Q137425673,Q137425673,1
Q3952,Late Republic (periodization),Q137704701,Q137704701,1
Q3952,Late Republic (periodization),Q1386857,Q1386857,1
Q3952,Late Republic (periodization),Q1387489,Helfried Strauss,1
Q3952,Late Republic (periodization),Q1387951,Steffen Menze,1
Q3952,Late Republic (periodization),Q1389705,Albert Wierheim,1
Q3952,Late Republic (periodization),Q1398826,Theodor Vogel,1
Q3952,Late Republic (periodization),Q1403774,Oscar Heinrich Günther,1
Q3952,Late Republic (periodization),Q1419364,Parkeisenbahn Plauen,1
Q3952,Late Republic (periodization),Q1443298,Frank Gersthofer,1
Q3952,Late Republic (periodization),Q1443400,Frank Heidan,1
Q3952,Late Republic (periodization),Q1443780,Frank Meyer,1
Q3952,Late Republic (periodization),Q1446133,Franz August Mammen,1
Q3952,Late Republic (periodization),Q1447162,Franz Költzsch,1
Q3952,Late Republic (periodization),Q1454250,Sigfrid Walther Müller,1
Q3952,Late Republic (periodization),Q14544303,Q14544303,1
Q3952,Late Republic (periodization),Q1458352,Friedrich Baumgärtel,1
Q3952,Late Republic (periodization),Q1463453,Friedrich Wunderlich,1
Q3952,Late Republic (periodization),Q1465566,Fritz Bachmann,1
Q3952,Late Republic (periodization),Q1477932,St. Marcus Church,1
Q3952,Late Republic (periodization),Q1484884,Jörg Wolle,1
Q3952,Late Republic (periodization),Q1486099,urban area center of Plauen,1
Q3952,Late Republic (periodization),Q14902835,Benjamin Meschke,1
Q3952,Late Republic (periodization),Q1503977,Georg Coelestin,1
Q3952,Late Republic (periodization),Q15055822,Dobenau,1
Q3952,Late Republic (periodization),Q15056536,Hammertorvorstadt,1
Q3952,Late Republic (periodization),Q15058843,Preißelpöhl,1
Q3952,Late Republic (periodization),Q15059633,Röttis,1
Q899409,"Families, Gentes, and Prosopography",Q3639293,Horatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655633,Aternia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655642,Cilnia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655653,Albia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655665,Ancharia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655675,Sextilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655687,Acerronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655708,Abronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655720,Alfena gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655730,Actoria gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655741,Visellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655762,Castricia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655775,Alfia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655793,Acutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655804,Alliena gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655813,Caesia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655817,Amafinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655826,Lollia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655859,Caesennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655870,Cincia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655899,Accoleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655900,Albinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655903,Atia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655906,Ampia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3655915,Albucia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3656044,Cocceia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3656057,Centenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3656269,Duronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3656321,Otacilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760075,Accia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760080,Camilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760081,Coiedia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760085,Fufia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760087,Galeria gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760088,Gallia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760092,Lemonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760094,Petreia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760096,Pompilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760097,Pupinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760099,Sittia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3760102,Voltinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q380806,Aelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q380886,Aemilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q383673,Afrania gens,1
Q899409,"Families, Gentes, and Prosopography",Q385338,Claudia gens,1
Q899409,"Families, Gentes, and Prosopography",Q388540,Vitellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3907096,Antonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q3925881,Pupia gens,1
Q899409,"Families, Gentes, and Prosopography",Q409825,Manlia gens,1
Q899409,"Families, Gentes, and Prosopography",Q41950878,Trebatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q426005,Aquinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4261949,Publilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4273830,Fannia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4273993,Ulpia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4289436,Maelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4406129,Salvia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4462269,Trebellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4466373,Turrania gens,1
Q899409,"Families, Gentes, and Prosopography",Q4493755,Fufidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4533597,Juventia gens,1
Q899409,"Families, Gentes, and Prosopography",Q463001,Caedicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q470960,Sosia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4768945,Anneia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4774527,Antia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4781064,Appia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4782133,Apronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4788792,Arellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4789032,Arennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4795750,Arpineia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4795961,Arria gens,1
Q899409,"Families, Gentes, and Prosopography",Q4800972,Articuleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4804001,Asconia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4813001,Ateia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4818310,Attia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4821771,Aulia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4822321,Auria gens,1
Q899409,"Families, Gentes, and Prosopography",Q4822675,Aurunculeia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4827109,Autronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4828787,Avidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q4828808,Aviena gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000049,Pilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000067,Pinnia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000088,Plaguleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000092,Plancia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000107,Pleminia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000135,Plinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000168,Pomptina gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000217,Pontidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000222,Pontilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000224,Pontiliena gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000329,Postumulena gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000336,Quartinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000359,Quartia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000361,Quirinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000415,Praecilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000446,Praeconia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000450,Precia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000454,Priscia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000456,Procilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000471,Proculeia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000481,Propertia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000572,Rabonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000618,Racilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49000758,Terentilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q49001419,Bellicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5016806,Caelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5016854,Caepasia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5016856,Caeparia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5016891,Caerellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5017037,Caesetia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5017060,Caesonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5017063,Caesulena gens,1
Q899409,"Families, Gentes, and Prosopography",Q5017077,Caetronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5019895,Calidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5032374,Canidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5033829,Cantilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5034105,Canuleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5034123,Canutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5039245,Carfulena gens,1
Q899409,"Families, Gentes, and Prosopography",Q5045817,Carpinatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5047073,Carteia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5050777,Castrinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5053529,Catia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5053534,Catiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q5053537,Catilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5057379,Ceionia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5065602,Cestia gens,1
Q899409,"Families, Gentes, and Prosopography",Q510193,Julia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5119356,Cicereia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5122231,Cispia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5136588,Cluentia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5151988,Cominia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5162864,Consentia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5168652,Coponia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5170482,Corfidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5171760,Cornificia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5173402,Coruncania gens,1
Q899409,"Families, Gentes, and Prosopography",Q5173867,Cosconia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5174714,Cossinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5174733,Cossutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5175365,Cotia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5175611,Cottia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5182501,Crassitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5184234,Crepereia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5186901,Critonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5194544,Cupiennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5195626,Curtilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q524634,Cassia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5249181,Decimia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5254215,Dellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637370,Bellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637373,Belliena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637376,Burbuleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637378,Raecia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637395,Ragonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637396,Rammia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637397,Rania gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637400,Rasinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637401,Reginia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637404,Remmia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637407,Rennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637409,Resia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637410,Romania gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637417,Rubrena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637422,Rufia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637424,Rufinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637425,Rufria gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637426,Rullia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637428,Rusonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637430,Rustia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637432,Rusticelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637433,Sabellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637435,Sabidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637436,Sabinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637438,Sabucia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637439,Saenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637440,Safinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637442,Saliena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637445,Sallustia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637446,Salonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637447,Saltia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637449,Salvidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637451,Salvidiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637452,Sammia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637453,Sanquinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637454,Saria gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637455,Sariolena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637457,Satelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637459,Satria gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637461,Satriena gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637463,Sattia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637465,Saturia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637466,Saufeia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637469,Scaevia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637470,Scaevinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637473,Scandilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637474,Scantia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637475,Scantinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637478,Scaptia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637481,Scoedia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637483,Scutaria gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637484,Seccia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637485,Secundia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637487,Segulia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637489,Seia gens,1
Q899409,"Families, Gentes, and Prosopography",Q52637490,Sibidiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q5276241,Digitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5316692,Durmia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5348020,Egilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5348131,Egnatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5348133,Egnatuleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53777736,Coelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53787655,Maecenatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53787829,Verria gens,1
Q899409,"Families, Gentes, and Prosopography",Q5379168,Ennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53824552,Maccia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5382853,Epidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5383854,Eppia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5384646,Equitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858277,Amatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858284,Tarutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858290,Nigidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858302,Turpilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858306,Valaria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858312,Vatinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858315,Ventidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858318,Siccia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858325,Aria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858333,Varia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858340,Titinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858348,Vergilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858354,Tuccia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858360,Pontificia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858367,Vetilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858376,Erenucia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858394,Triaria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858418,Volscia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858450,Vibellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858506,Vitruvia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858535,Trebia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858565,Heria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858594,Tremellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858610,Tituria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858635,Tittia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858664,Ambivia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858693,Turullia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858730,Tillia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858755,Decidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858786,Favonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858813,Voconia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858840,Vibullia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858861,Thoria gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858889,Saevia gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858915,Tempania gens,1
Q899409,"Families, Gentes, and Prosopography",Q53858939,Ursania gens,1
Q899409,"Families, Gentes, and Prosopography",Q5429244,Fadia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5431694,Falcidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q54330343,Arrenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q54361628,Aufeia gens,1
Q899409,"Families, Gentes, and Prosopography",Q54366096,Aristia gens,1
Q899409,"Families, Gentes, and Prosopography",Q54370213,Arruntana gens,1
Q899409,"Families, Gentes, and Prosopography",Q5438055,Faucia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5446808,Fidiculania gens,1
Q899409,"Families, Gentes, and Prosopography",Q546397,Anicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q546584,Barbatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q5507235,Fuficia gens,1
Q899409,"Families, Gentes, and Prosopography",Q55450721,Florentia gens,1
Q899409,"Families, Gentes, and Prosopography",Q55632832,Selicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q55632836,Sellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q55632862,Sennia gens,1
Q899409,"Families, Gentes, and Prosopography",Q55633194,Silicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q564184,Annaea gens,1
Q899409,"Families, Gentes, and Prosopography",Q56479101,Venuleia gens,1
Q899409,"Families, Gentes, and Prosopography",Q583588,Antistia gens,1
Q899409,"Families, Gentes, and Prosopography",Q598017,Tullia gens,1
Q899409,"Families, Gentes, and Prosopography",Q60674436,Aburnia gens,1
Q899409,"Families, Gentes, and Prosopography",Q60835039,Staberia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q60842383,Turcia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61042094,Arulena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61043047,Aefulana gens,1
Q899409,"Families, Gentes, and Prosopography",Q61044966,Accaea gens,1
Q899409,"Families, Gentes, and Prosopography",Q61718185,Plotia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61727688,Abudia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728190,Aconia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728191,Aedia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728192,Afinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728193,Agria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728194,Aiacia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728195,Albinovana gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728197,Allia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728198,Ampudia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728199,Anteia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728200,Aradia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728201,Armenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728202,Arrecina gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728203,Asellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728204,Attidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728205,Avillia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728206,Bassaea gens,1
