child_qid,child_label,parent_qid,parent_label,direction,level
Q34442,road,Q83620,thoroughfare,up,0
Q34442,road,Q1322323,itinerary,up,0
Q34442,road,Q27955379,road transport infrastructure,up,0
Q34442,road,Q28456301,linear infrastructure intrusions,up,0
Q34442,road,Q113519195,"long, thin object",up,0
Q34442,road,Q123414165,road or street,up,0
Q138571385,road in Mexico,Q34442,road,down,0
Q1525,roundabout,Q34442,road,down,0
Q12743,ford,Q34442,road,down,0
Q54114,boulevard,Q34442,road,down,0
Q79007,street,Q34442,road,down,0
Q182555,ice road,Q34442,road,down,0
Q194029,Roman road,Q34442,road,down,0
Q207934,avenue,Q34442,road,down,0
Q227594,feeder route,Q34442,road,down,0
Q269949,highway,Q34442,road,down,0
Q479021,Inlandsvägen,Q34442,road,down,0
Q489768,corniche,Q34442,road,down,0
Q510662,ring road,Q34442,road,down,0
Q598008,Imperial road,Q34442,road,down,0
Q624050,National Tourist Routes in Norway,Q34442,road,down,0
Q651580,Swedish national road,Q34442,road,down,0
Q703941,private road,Q34442,road,down,0
Q728802,Asian Highway Network,Q34442,road,down,0
Q782667,road runway,Q34442,road,down,0
Q786061,spur route,Q34442,road,down,0
Q800118,Forest Highway,Q34442,road,down,0
Q800368,National Forest Scenic Byway,Q34442,road,down,0
Q818837,auto trail,Q34442,road,down,0
Q820092,Q820092,Q34442,road,down,0
Q839158,Rustic Roads,Q34442,road,down,0
Q899177,Brazilian Highway System,Q34442,road,down,0
Q909299,Swedish county road,Q34442,road,down,0
Q1047280,Q1047280,Q34442,road,down,0
Q1091263,Kamakura's Seven Entrances,Q34442,road,down,0
Q1126291,Spirit way,Q34442,road,down,0
Q1169870,educational trail,Q34442,road,down,0
Q1240054,corduroy road,Q34442,road,down,0
Q1249483,bicycle boulevard,Q34442,road,down,0
Q1259617,Voivodeship road,Q34442,road,down,0
Q1300787,main roads of Switzerland,Q34442,road,down,0
Q1302778,dual carriageway,Q34442,road,down,0
Q1304276,arterial road,Q34442,road,down,0
Q1406331,scenic route,Q34442,road,down,0
Q1418214,chaussee,Q34442,road,down,0
Q1474033,transport in Namibia,Q34442,road,down,0
Q1477381,Q1477381,Q34442,road,down,0
Q1497067,mountain road,Q34442,road,down,0
Q1562270,Güterweg,Q34442,road,down,0
Q1645474,roadway,Q34442,road,down,0
Q1716124,national road,Q34442,road,down,0
Q1738241,Cellar alley,Q34442,road,down,0
Q1739330,Q1739330,Q34442,road,down,0
Q1757434,Logging trail,Q34442,road,down,0
Q1771902,Norwegian county road,Q34442,road,down,0
Q1777164,Q1777164,Q34442,road,down,0
Q1779930,bypass,Q34442,road,down,0
Q1799930,Team track,Q34442,road,down,0
Q1800333,Lagerstraße,Q34442,road,down,0
Q1839589,Russian regional highways,Q34442,road,down,0
Q1879210,Napoleon road,Q34442,road,down,0
Q1926721,area access road,Q34442,road,down,0
Q1944234,town road,Q34442,road,down,0
Q1967342,national highways of India,Q34442,road,down,0
Q1970779,Q1970779,Q34442,road,down,0
Q2013654,Q2013654,Q34442,road,down,0
Q2086461,Q2086461,Q34442,road,down,0
Q2127210,tilting road,Q34442,road,down,0
Q2133719,water board road,Q34442,road,down,0
Q2145163,trunk road,Q34442,road,down,0
Q2185579,diverticulum,Q34442,road,down,0
Q2218199,Hessenweg,Q34442,road,down,0
Q2222754,provincial road,Q34442,road,down,0
Q2225710,Wed,Q34442,road,down,0
Q2289288,single-track road,Q34442,road,down,0
Q2345080,recreatieve weg,Q34442,road,down,0
Q2377203,death road,Q34442,road,down,0
Q2469599,tiend road,Q34442,road,down,0
Q2485474,corpse road,Q34442,road,down,0
Q2504435,farm-to-market road,Q34442,road,down,0
Q2536242,B-road,Q34442,road,down,0
Q2571493,N roads,Q34442,road,down,0
Q2692757,stadsroute,Q34442,road,down,0
Q2759867,urban highway,Q34442,road,down,0
Q2828280,layby parking,Q34442,road,down,0
Q2871417,Q2871417,Q34442,road,down,0
Q2881503,frontage road,Q34442,road,down,0
Q2936606,Route nationale d'intérêt local,Q34442,road,down,0
Q3048788,2+1 road,Q34442,road,down,0
Q3081879,secondary road,Q34442,road,down,0
Q3279852,Regional High-Standard Highways in Japan,Q34442,road,down,0
Q3375563,Perquage,Q34442,road,down,0
Q3445465,museum road,Q34442,road,down,0
Q3477426,pavé sector,Q34442,road,down,0
Q3650832,Calle,Q34442,road,down,0
Q3693417,cordonata,Q34442,road,down,0
Q3866984,Mule trails,Q34442,road,down,0
Q3905724,piscina,Q34442,road,down,0
Q3936268,rio terà,Q34442,road,down,0
Q3974644,Strada extraurbana secondaria,Q34442,road,down,0
Q3974659,Strada provinciale,Q34442,road,down,0
Q4405421,Sakma,Q34442,road,down,0
Q4461802,tract,Q34442,road,down,0
Q4536478,Q4536478,Q34442,road,down,0
Q4582413,first-class roads,Q34442,road,down,0
Q4596731,2+2 road,Q34442,road,down,0
Q4839713,back road,Q34442,road,down,0
Q4944831,boreen,Q34442,road,down,0
Q5146212,collector road,Q34442,road,down,0
Q5161710,connector,Q34442,road,down,0
Q5271315,Kategoria KR2,Q34442,road,down,0
Q5271325,Kategoria KR1,Q34442,road,down,0
Q5271329,Kategoria KR3,Q34442,road,down,0
Q5271335,Kategoria KR4,Q34442,road,down,0
Q5271341,Kategoria KR5,Q34442,road,down,0
Q5271349,Kategoria KR6,Q34442,road,down,0
Q5409910,steep road,Q34442,road,down,0
Q5559001,GP-class road,Q34442,road,down,0
Q5559024,G-class road,Q34442,road,down,0
Q5559055,Z-class road,Q34442,road,down,0
Q5559084,L-class road,Q34442,road,down,0
Q5559157,D-class road,Q34442,road,down,0
Q5591881,graded road,Q34442,road,down,0
Q5603539,green lane,Q34442,road,down,0
Q5693590,roads in Montenegro,Q34442,road,down,0
Q5762701,hillclimbing,Q34442,road,down,0
Q6102993,Red Complementaria de carreteras de Andalucía,Q34442,road,down,0
Q6103049,Red Intercomarcal de Carreteras de la Junta de Andalucía,Q34442,road,down,0
Q6554328,link road,Q34442,road,down,0
Q6857854,military road,Q34442,road,down,0
Q7191186,road in Hong Kong,Q34442,road,down,0
Q7238980,Praya,Q34442,road,down,0
Q7243584,Primitive road,Q34442,road,down,0
Q7247339,processional walkway,Q34442,road,down,0
Q7444684,section line road,Q34442,road,down,0
Q7489542,shared zone,Q34442,road,down,0
Q7523938,single carriageway,Q34442,road,down,0
Q7574863,special route,Q34442,road,down,0
Q7622351,stravenue,Q34442,road,down,0
Q7897470,unsigned highway,Q34442,road,down,0
Q7897785,abandoned road,Q34442,road,down,0
Q9212884,Q9212884,Q34442,road,down,0
Q9284068,Q9284068,Q34442,road,down,0
Q10276558,municipal road,Q34442,road,down,0
Q10390031,public road,Q34442,road,down,0
Q10508696,Q10508696,Q34442,road,down,0
Q10550381,Q10550381,Q34442,road,down,0
Q10593717,Q10593717,Q34442,road,down,0
Q10671584,Q10671584,Q34442,road,down,0
Q10708112,Q10708112,Q34442,road,down,0
Q10717140,Q10717140,Q34442,road,down,0
Q10915465,urban roads in Taiwan,Q34442,road,down,0
Q11153266,Streets in Sham Shui Po District,Q34442,road,down,0
Q11344139,musical road,Q34442,road,down,0
Q11420467,Q11420467,Q34442,road,down,0
Q11500784,ramp,Q34442,road,down,0
Q11504148,Q11504148,Q34442,road,down,0
Q11506120,road in Japan,Q34442,road,down,0
Q11511138,Q11511138,Q34442,road,down,0
Q11549305,Q11549305,Q34442,road,down,0
Q11571765,Narrow road,Q34442,road,down,0
Q11575043,Q11575043,Q34442,road,down,0
Q11578890,Q11578890,Q34442,road,down,0
Q11592384,nicknames of the streets in Fukuoka City,Q34442,road,down,0
Q11612569,port road (Japan),Q34442,road,down,0
Q11638045,farm road,Q34442,road,down,0
Q11780130,Miedzuch,Q34442,road,down,0
Q11790368,Q11790368,Q34442,road,down,0
Q11896375,numbered road route in Denmark,Q34442,road,down,0
Q12045243,Pevnostní silnice,Q34442,road,down,0
Q12047465,Q12047465,Q34442,road,down,0
Q12660389,Q12660389,Q34442,road,down,0
Q12664963,timber trackway,Q34442,road,down,0
Q12763914,third-class road,Q34442,road,down,0
Q13101904,CR158 road,Q34442,road,down,0
Q13102102,chemins repris,Q34442,road,down,0
Q13136039,Q13136039,Q34442,road,down,0
Q13137823,Q13137823,Q34442,road,down,0
Q13139902,Q13139902,Q34442,road,down,0
Q13440583,winter road,Q34442,road,down,0
Q15056599,Q15056599,Q34442,road,down,0
Q15238111,road in Finland,Q34442,road,down,0
Q15709582,country lane,Q34442,road,down,0
Q16098646,highway system in South Korea,Q34442,road,down,0
Q16323163,Q16323163,Q34442,road,down,0
Q16323905,Q16323905,Q34442,road,down,0
Q16367590,CR119 road,Q34442,road,down,0
Q16541272,Q16541272,Q34442,road,down,0
Q16589796,Q16589796,Q34442,road,down,0
Q16673745,Routes territoriales in France,Q34442,road,down,0
Q16887545,Q16887545,Q34442,road,down,0
Q16939396,toll road,Q34442,road,down,0
Q17100289,high-quality dual carriageway,Q34442,road,down,0
Q17128341,local highways in South Korea,Q34442,road,down,0
Q18019452,A road,Q34442,road,down,0
Q18289229,Q18289229,Q34442,road,down,0
Q18378713,smart highway,Q34442,road,down,0
Q18435350,roads in Poland,Q34442,road,down,0
Q18451010,Q18451010,Q34442,road,down,0
Q18959593,second-class road,Q34442,road,down,0
Q19602809,strada vicinale,Q34442,road,down,0
Q19796778,route départementale,Q34442,road,down,0
Q20454372,Negeri Sembilan State Road System,Q34442,road,down,0
Q21810699,Q21810699,Q34442,road,down,0
Q21816902,edge lane road,Q34442,road,down,0
Q23011975,paved road outside of settlements,Q34442,road,down,0
Q24997885,Auckland urban route network,Q34442,road,down,0
Q25393937,Q25393937,Q34442,road,down,0
Q25506287,pathway,Q34442,road,down,0
Q25712974,Roads in Cameroun,Q34442,road,down,0
Q27431216,Complementary Network,Q34442,road,down,0
Q28528287,greenway,Q34442,road,down,0
Q28528288,vicinity road,Q34442,road,down,0
Q28661105,Q28661105,Q34442,road,down,0
Q28943960,regional road,Q34442,road,down,0
Q29002287,travesía,Q34442,road,down,0
Q29981662,busway,Q34442,road,down,0
Q30524215,Q30524215,Q34442,road,down,0
Q30588528,plastic road,Q34442,road,down,0
Q30666402,Q30666402,Q34442,road,down,0
Q32360959,Shlyakh,Q34442,road,down,0
Q38738374,machinami,Q34442,road,down,0
Q40365391,historic street,Q34442,road,down,0
Q47462353,Q47462353,Q34442,road,down,0
Q48744852,tourist road,Q34442,road,down,0
Q51776866,tourism route,Q34442,road,down,0
Q52153638,national road of Estonia,Q34442,road,down,0
Q52225272,local road,Q34442,road,down,0
Q52835941,state road,Q34442,road,down,0
Q55118200,Spanish road network,Q34442,road,down,0
Q55119611,autonomous road,Q34442,road,down,0
Q55121661,carretera local,Q34442,road,down,0
Q55130731,Q55130731,Q34442,road,down,0
Q56063239,electric road,Q34442,road,down,0
Q56582861,Route impériale,Q34442,road,down,0
Q57577669,Q57577669,Q34442,road,down,0
Q60967646,Q60967646,Q34442,road,down,0
Q61869961,cobblestone road,Q34442,road,down,0
Q65088037,road foundation,Q34442,road,down,0
Q66436502,race track layout,Q34442,road,down,0
Q66988781,Q66988781,Q34442,road,down,0
Q69772701,Q69772701,Q34442,road,down,0
Q83173646,road relict,Q34442,road,down,0
Q84032460,route métropolitaine,Q34442,road,down,0
Q85799760,Sasanian roads,Q34442,road,down,0
Q86685550,communal road,Q34442,road,down,0
Q89021600,B road,Q34442,road,down,0
Q96982121,wagon trail,Q34442,road,down,0
Q97327637,Q97327637,Q34442,road,down,0
Q97452239,Texas state highways,Q34442,road,down,0
Q97453432,Texas Ranch Roads,Q34442,road,down,0
Q97453574,Texas Recreational Roads,Q34442,road,down,0
Q101216902,road embankment,Q34442,road,down,0
Q101360862,Q101360862,Q34442,road,down,0
Q105046445,unclassified road,Q34442,road,down,0
Q105217360,one-way road,Q34442,road,down,0
Q105481754,Q105481754,Q34442,road,down,0
Q106398268,Rollbahn,Q34442,road,down,0
Q107722980,Q107722980,Q34442,road,down,0
Q107730098,Q107730098,Q34442,road,down,0
Q109570442,road engineering project,Q34442,road,down,0
Q110088943,roads in Georgia (country),Q34442,road,down,0
Q110916509,cantonal road,Q34442,road,down,0
Q112180556,estate road,Q34442,road,down,0
Q113680600,tree-lined street,Q34442,road,down,0
Q114839646,Q114839646,Q34442,road,down,0
Q115715622,Interstate highway,Q34442,road,down,0
Q115829577,Q115829577,Q34442,road,down,0
Q115829949,Q115829949,Q34442,road,down,0
Q115915719,national road,Q34442,road,down,0
Q115916223,Hong Kong Strategic Route and Exit Number System,Q34442,road,down,0
Q115955636,Nebraska state highway connecting links,Q34442,road,down,0
Q115957282,park road,Q34442,road,down,0
Q115974487,link roads in Belgium,Q34442,road,down,0
Q116744422,Yoshizuka-ekimae Street,Q34442,road,down,0
Q117427482,Routes of Cochabamba,Q34442,road,down,0
Q118640278,Q118640278,Q34442,road,down,0
Q118765479,Q118765479,Q34442,road,down,0
Q120907319,Q120907319,Q34442,road,down,0
Q121633186,road cutting,Q34442,road,down,0
Q123035992,Hansemann,Q34442,road,down,0
Q123301637,major district road,Q34442,road,down,0
Q125292271,Q125292271,Q34442,road,down,0
Q125961330,Q125961330,Q34442,road,down,0
Q126328044,Q126328044,Q34442,road,down,0
Q126756890,National Historic Trail Auto Tour Route,Q34442,road,down,0
Q127690276,private roads used for public traffic,Q34442,road,down,0
Q128796935,access road,Q34442,road,down,0
Q129255749,major road,Q34442,road,down,0
Q129837679,Q129837679,Q34442,road,down,0
Q131443396,Q131443396,Q34442,road,down,0
Q131443537,Q131443537,Q34442,road,down,0
Q131604921,provincial road,Q34442,road,down,0
Q133539210,provincial roads in Algeria,Q34442,road,down,0
Q135933260,lei,Q34442,road,down,0
Q136066275,National Highways of Myanmar,Q34442,road,down,0
Q136357181,primary road,Q34442,road,down,0
Q136366440,trunk road,Q34442,road,down,0
Q136366548,secondary road,Q34442,road,down,0
Q136366552,tertiary road,Q34442,road,down,0
Q136366858,minor road,Q34442,road,down,0
Q136368372,residential road,Q34442,road,down,0
Q136419789,Q136419789,Q34442,road,down,0
Q136485406,Zhongshan Road,Q34442,road,down,0
Q136545721,Customs-free roads,Q34442,road,down,0
Q136654254,road where a maximum speed limit is specified by road signs or markings,Q34442,road,down,0
Q137959094,unpaved road,Q34442,road,down,0
Q44782,port,Q83620,thoroughfare,up,0
Q44782,port,Q283202,harbor,up,0
Q44782,port,Q811430,fixed construction,up,0
Q44782,port,Q811979,architectural structure,up,0
Q44782,port,Q2466889,hydraulic structure,up,0
Q44782,port,Q2516121,transport structure,up,0
Q44782,port,Q12819564,station,up,0
Q282843,Treaty Port,Q44782,port,down,0
Q426875,Mulberry harbour,Q44782,port,down,0
Q721207,marina,Q44782,port,down,0
Q863915,inland port,Q44782,port,down,0
Q1310315,rafting ground,Q44782,port,down,0
Q1313726,iceport,Q44782,port,down,0
Q1324633,naval base,Q44782,port,down,0
Q1420027,fishing port,Q44782,port,down,0
Q1476279,Q1476279,Q44782,port,down,0
Q1595601,home port,Q44782,port,down,0
Q1602776,harbor museum,Q44782,port,down,0
Q1755007,port of refuge,Q44782,port,down,0
Q2093976,industry harbour,Q44782,port,down,0
Q2150794,penalty port,Q44782,port,down,0
Q2156190,houseboat harbour,Q44782,port,down,0
Q2185059,outport,Q44782,port,down,0
Q2356823,Q2356823,Q44782,port,down,0
Q2518617,overnight stay harbour,Q44782,port,down,0
Q2742044,dock port,Q44782,port,down,0
Q2837192,Q2837192,Q44782,port,down,0
Q2943244,cavana,Q44782,port,down,0
Q3398414,ancient port,Q44782,port,down,0
Q3398594,commercial port,Q44782,port,down,0
Q3398681,slave-trading port,Q44782,port,down,0
Q3497366,whaling station,Q44782,port,down,0
Q7062277,Q7062277,Q44782,port,down,0
Q7232394,Ports of Belize,Q44782,port,down,0
Q10609171,oil port,Q44782,port,down,0
Q11326124,Q11326124,Q44782,port,down,0
Q11366207,Q11366207,Q44782,port,down,0
Q11422437,international strategic port,Q44782,port,down,0
Q11422440,international hub port (Japan),Q44782,port,down,0
Q11424389,regional port,Q44782,port,down,0
Q11570893,specified port,Q44782,port,down,0
Q11637431,military port,Q44782,port,down,0
Q11642688,port of refuge (Japan),Q44782,port,down,0
Q11644859,major port,Q44782,port,down,0
Q11854733,Q11854733,Q44782,port,down,0
Q12343510,outport,Q44782,port,down,0
Q13403663,ice-free port,Q44782,port,down,0
Q15310171,seaport,Q44782,port,down,0
Q15709854,liquefied natural gas terminal,Q44782,port,down,0
Q16938673,landing,Q44782,port,down,0
Q17036647,trust port,Q44782,port,down,0
Q17172716,Q17172716,Q44782,port,down,0
Q20919773,Free port zone in Hamburg and Szczecin,Q44782,port,down,0
Q21028415,cruise port,Q44782,port,down,0
Q24083241,Terminal XXI,Q44782,port,down,0
Q48814672,historical port,Q44782,port,down,0
Q60035547,Q60035547,Q44782,port,down,0
Q99732461,port of call,Q44782,port,down,0
Q105725090,Gares d'eau,Q44782,port,down,0
Q106835724,basin for small craft,Q44782,port,down,0
Q111992461,Offshore wind port,Q44782,port,down,0
Q112159454,Q112159454,Q44782,port,down,0
Q122973226,barge terminal,Q44782,port,down,0
Q123560223,trans-shipment port,Q44782,port,down,0
Q165,sea,Q2507626,water area,up,0
Q165,sea,Q116126039,marine water body,up,0
Q165,sea,Q116126228,saline water body,up,0
Q204894,marginal sea,Q165,sea,down,0
Q800218,Bahari,Q165,sea,down,0
Q1973404,adjacent sea,Q165,sea,down,0
Q3306239,Q3306239,Q165,sea,down,0
Q3652541,Q3652541,Q165,sea,down,0
Q12714656,Q12714656,Q165,sea,down,0
Q12734855,epicontinental sea,Q165,sea,down,0
Q65178087,internal sea,Q165,sea,down,0
Q121093842,northern sea,Q165,sea,down,0
Q132653308,Q132653308,Q165,sea,down,0
Q132655005,Q132655005,Q165,sea,down,0
Q39816,valley,Q82794,region,up,0
Q39816,valley,Q190429,depression,up,0
Q39816,valley,Q618123,geographical feature,up,0
Q39816,valley,Q35145263,natural geographic object,up,0
Q150784,canyon,Q39816,valley,down,0
Q184368,cirque,Q39816,valley,down,0
Q187971,wadi,Q39816,valley,down,0
Q393819,Q393819,Q39816,valley,down,0
Q594419,high valley,Q39816,valley,down,0
Q611796,tunnel valley,Q39816,valley,down,0
Q649266,U-shaped valley,Q39816,valley,down,0
Q664803,steephead valley,Q39816,valley,down,0
Q929061,Urstromtal,Q39816,valley,down,0
Q1169507,strath,Q39816,valley,down,0
Q1266922,water gap,Q39816,valley,down,0
Q1410408,side valley,Q39816,valley,down,0
Q1523096,valleuse,Q39816,valley,down,0
Q1669038,head of the valley,Q39816,valley,down,0
Q1672567,dry valley,Q39816,valley,down,0
Q1728117,Siepen,Q39816,valley,down,0
Q1739217,V-shaped valley,Q39816,valley,down,0
Q1879248,longitudinal valley,Q39816,valley,down,0
Q1976531,glen,Q39816,valley,down,0
Q2197893,chine,Q39816,valley,down,0
Q2249285,vallis,Q39816,valley,down,0
Q2306627,Q2306627,Q39816,valley,down,0
Q2366717,rift valley,Q39816,valley,down,0
Q2390997,Q2390997,Q39816,valley,down,0
Q2490191,river valley,Q39816,valley,down,0
Q2922625,boutonnière,Q39816,valley,down,0
Q2985026,combe,Q39816,valley,down,0
Q3553883,Q3553883,Q39816,valley,down,0
Q3573216,Q3573216,Q39816,valley,down,0
Q3633603,Balze del Valdarno,Q39816,valley,down,0
Q5046859,carse,Q39816,valley,down,0
Q5176129,coulee,Q39816,valley,down,0
Q5178915,cove,Q39816,valley,down,0
Q5210320,dale,Q39816,valley,down,0
Q5254105,dell,Q39816,valley,down,0
Q5617310,gulch,Q39816,valley,down,0
Q5972304,wind gap,Q39816,valley,down,0
Q6562281,valleys of Afghanistan,Q39816,valley,down,0
Q6981649,Bolson,Q39816,valley,down,0
Q7912387,valleys of Bhutan,Q39816,valley,down,0
Q9208085,bottom of valley,Q39816,valley,down,0
Q9209083,Q9209083,Q39816,valley,down,0
Q9323431,Q9323431,Q39816,valley,down,0
Q10855337,arcuate rille,Q39816,valley,down,0
Q11385595,erosional valley,Q39816,valley,down,0
Q11632920,yato,Q39816,valley,down,0
Q12206386,Q12206386,Q39816,valley,down,0
Q12365734,Jõeorg,Q39816,valley,down,0
Q12370426,Q12370426,Q39816,valley,down,0
Q12542816,Q12542816,Q39816,valley,down,0
Q12569878,Shat,Q39816,valley,down,0
Q12751598,epigenetic valley,Q39816,valley,down,0
Q21282392,Q21282392,Q39816,valley,down,0
Q25515536,Q25515536,Q39816,valley,down,0
Q28231722,asymmetric valley,Q39816,valley,down,0
Q55436365,undersea valley,Q39816,valley,down,0
Q58237146,Q58237146,Q39816,valley,down,0
Q58237178,Q58237178,Q39816,valley,down,0
Q65320663,Q65320663,Q39816,valley,down,0
Q80593468,steephead valley,Q39816,valley,down,0
Q81751594,Q81751594,Q39816,valley,down,0
Q97741193,Q97741193,Q39816,valley,down,0
Q124357525,mouth of the valley,Q39816,valley,down,0
Q125531488,Q125531488,Q39816,valley,down,0
Q137427357,Mesothermal valley,Q39816,valley,down,0
Q515,city,Q7930989,city or town,up,0
Q515,city,Q124250988,urban settlement,up,0
Q5119,capital city,Q515,city,down,0
Q18702,Royal free city,Q515,city,down,0
Q22865,independent city of Germany,Q515,city,down,0
Q57318,free imperial city,Q515,city,down,0
Q83020,provincial city,Q515,city,down,0
Q104157,city of the Philippines,Q515,city,down,0
Q133442,city-state,Q515,city,down,0
Q192985,list of cities in Bosnia and Herzegovina,Q515,city,down,0
Q208511,global city,Q515,city,down,0
Q250811,sub-province-level division,Q515,city,down,0
Q262882,statutory city of Austria,Q515,city,down,0
Q428986,linear city,Q515,city,down,0
Q474164,boomtown,Q515,city,down,0
Q482810,Special City of Korea,Q515,city,down,0
Q482821,metropolitan city of South Korea,Q515,city,down,0
Q537250,federal city,Q515,city,down,0
Q620509,military town,Q515,city,down,0
Q652360,sustainable city,Q515,city,down,0
Q677678,fortified town,Q515,city,down,0
Q691960,satellite city,Q515,city,down,0
Q707813,Hanseatic city,Q515,city,down,0
Q713146,county-administered city,Q515,city,down,0
Q748149,prefecture-level city,Q515,city,down,0
Q810652,bastide,Q515,city,down,0
Q896881,average city,Q515,city,down,0
Q902814,border city,Q515,city,down,0
Q925381,city with powiat rights in Poland,Q515,city,down,0
Q1066538,national central city,Q515,city,down,0
Q1093829,city in the United States,Q515,city,down,0
Q1094397,autonomous city,Q515,city,down,0
Q1131233,monotown,Q515,city,down,0
Q1175519,megyei város,Q515,city,down,0
Q1175522,County city (council system),Q515,city,down,0
Q1180262,residenz,Q515,city,down,0
Q1187811,college town,Q515,city,down,0
Q1216443,Q1216443,Q515,city,down,0
Q1231558,smart city,Q515,city,down,0
Q1266029,edge city,Q515,city,down,0
Q1375749,European City,Q515,city,down,0
Q1392581,cycling city,Q515,city,down,0
Q1422929,primate city,Q515,city,down,0
Q1547289,Lutherstadt,Q515,city,down,0
Q1549591,big city,Q515,city,down,0
Q1637706,million city,Q515,city,down,0
Q1656724,ideal city,Q515,city,down,0
Q1662118,industrial city,Q515,city,down,0
Q1835354,Q1835354,Q515,city,down,0
Q2059613,Q2059613,Q515,city,down,0
Q2073573,Q2073573,Q515,city,down,0
Q2138558,regiopolis,Q515,city,down,0
Q2235075,centre city,Q515,city,down,0
Q2240381,fashion capital,Q515,city,down,0
Q2264924,port city,Q515,city,down,0
Q2367508,township of Taiwan,Q515,city,down,0
Q2479824,altepetl,Q515,city,down,0
Q2616791,urban municipality of Poland,Q515,city,down,0
Q2693668,Q2693668,Q515,city,down,0
Q2844893,cidade,Q515,city,down,0
Q3238183,Q3238183,Q515,city,down,0
Q3333869,Balanced Metropolis,Q515,city,down,0
Q3559093,sanctuary city,Q515,city,down,0
Q3559100,Q3559100,Q515,city,down,0
Q3559177,Vilafranca,Q515,city,down,0
Q3559227,City in Ireland,Q515,city,down,0
Q3657267,Q3657267,Q515,city,down,0
Q4189057,supernumerary town,Q515,city,down,0
Q4826725,automotive city,Q515,city,down,0
Q4943467,boomburb,Q515,city,down,0
Q5107861,medieval commune,Q515,city,down,0
Q5124027,city proper,Q515,city,down,0
Q5183566,creative city,Q515,city,down,0
Q5500203,Free city,Q515,city,down,0
Q5770868,medieval city,Q515,city,down,0
Q5770918,city of Argentina,Q515,city,down,0
Q6706509,Luz,Q515,city,down,0
Q7375052,royal city,Q515,city,down,0
Q7574798,special city of North Korea,Q515,city,down,0
Q7819319,Czech municipality with expanded powers,Q515,city,down,0
Q8069436,zero-carbon city,Q515,city,down,0
Q8452914,district town,Q515,city,down,0
Q9696256,Q9696256,Q515,city,down,0
Q9730870,Q9730870,Q515,city,down,0
Q10499171,Q10499171,Q515,city,down,0
Q10500900,fortress city,Q515,city,down,0
Q11372285,Q11372285,Q515,city,down,0
Q11418818,commercial capital city,Q515,city,down,0
Q11422603,Q11422603,Q515,city,down,0
Q11498809,branch-office economy city,Q515,city,down,0
Q11499984,educational town,Q515,city,down,0
Q11503672,Q11503672,Q515,city,down,0
Q11548185,City of Water,Q515,city,down,0
Q11558727,offshore city,Q515,city,down,0
Q11562970,spa city,Q515,city,down,0
Q11630531,tourist city,Q515,city,down,0
Q11870638,city in Finland,Q515,city,down,0
Q11881845,city,Q515,city,down,0
Q11895038,Finnish cities,Q515,city,down,0
Q12015578,urban municipality in Sweden,Q515,city,down,0
Q12102963,city specifically designated in the state plan,Q515,city,down,0
Q12131624,city in Ukraine,Q515,city,down,0
Q12159392,Seven Cities of Delhi,Q515,city,down,0
Q13218276,free city,Q515,city,down,0
Q13218690,town in Hungary,Q515,city,down,0
Q13416557,Royal city in Polish-Lithuanian Commonwealth,Q515,city,down,0
Q13455645,administrative city in the Republic of Ireland,Q515,city,down,0
Q15063600,home rule city of Michigan,Q515,city,down,0
Q15092400,independent city,Q515,city,down,0
Q15105893,town in Croatia,Q515,city,down,0
Q15127838,city under state jurisdiction in Latvia,Q515,city,down,0
Q15141632,thesaban nakhon,Q515,city,down,0
Q15260353,host city,Q515,city,down,0
Q15273785,Belgian municipality with the title of city,Q515,city,down,0
Q15584664,city under municipality jurisdiction in Latvia,Q515,city,down,0
Q15647906,city of Portugal,Q515,city,down,0
Q15661340,ancient city,Q515,city,down,0
Q15849630,Q15849630,Q515,city,down,0
Q16133394,Q16133394,Q515,city,down,0
Q16181672,special autonomous city in South Korea,Q515,city,down,0
Q16825568,caravan city,Q515,city,down,0
Q16858213,town in Romania,Q515,city,down,0
Q16878951,private town,Q515,city,down,0
Q16933701,principal city,Q515,city,down,0
Q17640484,Q17640484,Q515,city,down,0
Q18466176,small city,Q515,city,down,0
Q18485046,Q18485046,Q515,city,down,0
Q19974058,Q19974058,Q515,city,down,0
Q20451116,Q20451116,Q515,city,down,0
Q20616831,submerged settlement,Q515,city,down,0
Q21012165,Q21012165,Q515,city,down,0
Q21550633,garden city,Q515,city,down,0
Q21857891,Swedish city,Q515,city,down,0
Q23640644,Levitical city,Q515,city,down,0
Q25377665,gambling city,Q515,city,down,0
Q25412763,city in Chile,Q515,city,down,0
Q25499166,Q25499166,Q515,city,down,0
Q26198154,civitas stipendaria,Q515,city,down,0
Q28659128,city of North Korea,Q515,city,down,0
Q28686412,contemporary city,Q515,city,down,0
Q29045252,city of South Korea,Q515,city,down,0
Q29556224,city in Cyprus,Q515,city,down,0
Q34843301,capital of county in Romania,Q515,city,down,0
Q34986717,city of Malaysia,Q515,city,down,0
Q37800986,Serbian city,Q515,city,down,0
Q42744322,urban municipality in Germany,Q515,city,down,0
Q44551483,city in Newfoundland and Labrador,Q515,city,down,0
Q51929311,largest city,Q515,city,down,0
Q54935504,city of Switzerland,Q515,city,down,0
Q55440238,city in Alberta,Q515,city,down,0
Q56487051,Citizen Science City,Q515,city,down,0
Q60458065,city in British Columbia,Q515,city,down,0
Q63208468,city in Ecuador,Q515,city,down,0
