qid,qid_label,periodo_ids,canonical_type,confidence,has_temporal,has_geographical,coverage_badge,p31_rows_count,geo_rows_count,temporal_rows_count,decision_rationale_json
Q123437424,Mithraeum I,mx5nbjmkh,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,3,2,3,"{""qid"": {""id"": ""Q123437424"", ""label"": ""Mithraeum I""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""mx5nbjmkh""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q1151014"", ""label"": ""mithraeum""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123910977"", ""label"": ""Mithraeum II""}}, {""property"": {""id"": ""P527"", ""label"": ""has part(s)""}, ""value"": {""id"": ""Q123917199"", ""label"": ""Phase A, Mithraeum""}}, {""property"": {""id"": ""P527"", ""label"": ""has part(s)""}, ""value"": {""id"": ""Q123918334"", ""label"": ""Phase B, Mithraeum""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q124413129"", ""label"": ""Pre-mithraeum building(s)""}}], ""temporal"": [{""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""mx5nbjmkh""}}, {""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0169-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0211-00-00T00:00:00Z;precision=9""}}], ""geographical"": [{""property"": {""id"": ""P17"", ""label"": ""country""}, ""value"": {""id"": ""Q858"", ""label"": ""Syria""}}, {""property"": {""id"": ""P625"", ""label"": ""coordinate location""}, ""value"": {""id"": null, ""label"": ""{'latitude': 34.7490288049, 'longitude': 40.7278076774, 'altitude': None, 'precision': 1e-08, 'globe': 'http://www.wikidata.org/entity/Q2'}""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123437424"", ""label"": ""Mithraeum I""}, ""periodo_ids"": [""mx5nbjmkh""], ""property_ids"": [""P155"", ""P156"", ""P17"", ""P31"", ""P361"", ""P527"", ""P580"", ""P582"", ""P625"", ""P9350""]}]}"
Q123437479,"Roman Period, Dura-Europos (Syria)",ns3tkfskp,UNRESOLVED_FOR_SCA,0.00,true,false,silver,1,0,3,"{""qid"": {""id"": ""Q123437479"", ""label"": ""Roman Period, Dura-Europos (Syria)""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""ns3tkfskp""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q2277"", ""label"": ""Roman Empire""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123438122"", ""label"": ""Arsacid Period, Dura-Europos (Syria)""}}], ""temporal"": [{""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""ns3tkfskp""}}, {""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": """"}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0256-00-00T00:00:00Z;precision=9""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123437479"", ""label"": ""Roman Period, Dura-Europos (Syria)""}, ""periodo_ids"": [""ns3tkfskp""], ""property_ids"": [""P155"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q123438122,"Arsacid Period, Dura-Europos (Syria)",ns3tk6npz,UNRESOLVED_FOR_SCA,0.00,true,false,silver,1,0,3,"{""qid"": {""id"": ""Q123438122"", ""label"": ""Arsacid Period, Dura-Europos (Syria)""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""ns3tk6npz""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q124355469"", ""label"": ""Hellenistic Period, Dura-Europos (Syria)""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123437479"", ""label"": ""Roman Period, Dura-Europos (Syria)""}}], ""temporal"": [{""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""ns3tk6npz""}}, {""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=-0131-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0194-00-00T00:00:00Z;precision=9""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123438122"", ""label"": ""Arsacid Period, Dura-Europos (Syria)""}, ""periodo_ids"": [""ns3tk6npz""], ""property_ids"": [""P155"", ""P156"", ""P31"", ""P580"", ""P582"", ""P9350""]}]}"
Q123909218,Middle Mithraeum,pkpgk57tt,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,4,1,3,"{""qid"": {""id"": ""Q123909218"", ""label"": ""Middle Mithraeum""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""pkpgk57tt""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q1151014"", ""label"": ""mithraeum""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q839954"", ""label"": ""archaeological site""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123437228"", ""label"": ""Early Mithraeum""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123911600"", ""label"": ""Late Mithraeum""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0210-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0240-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""pkpgk57tt""}}], ""geographical"": [{""property"": {""id"": ""P17"", ""label"": ""country""}, ""value"": {""id"": ""Q858"", ""label"": ""Syria""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123909218"", ""label"": ""Middle Mithraeum""}, ""periodo_ids"": [""pkpgk57tt""], ""property_ids"": [""P155"", ""P156"", ""P17"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q123910977,Mithraeum II,mx5nb56sq,UNRESOLVED_FOR_SCA,0.00,true,false,silver,2,0,3,"{""qid"": {""id"": ""Q123910977"", ""label"": ""Mithraeum II""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""mx5nb56sq""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123437424"", ""label"": ""Mithraeum I""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0209-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0256-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""mx5nb56sq""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123910977"", ""label"": ""Mithraeum II""}, ""periodo_ids"": [""mx5nb56sq""], ""property_ids"": [""P155"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q123911600,Late Mithraeum,pkpgkwxn7,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,2,2,3,"{""qid"": {""id"": ""Q123911600"", ""label"": ""Late Mithraeum""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""pkpgkwxn7""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123909218"", ""label"": ""Middle Mithraeum""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0240-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0256-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""pkpgkwxn7""}}], ""geographical"": [{""property"": {""id"": ""P17"", ""label"": ""country""}, ""value"": {""id"": ""Q858"", ""label"": ""Syria""}}, {""property"": {""id"": ""P625"", ""label"": ""coordinate location""}, ""value"": {""id"": null, ""label"": ""{'latitude': 34.7500339667, 'longitude': 40.7256578859, 'altitude': None, 'precision': 1e-08, 'globe': 'http://www.wikidata.org/entity/Q2'}""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123911600"", ""label"": ""Late Mithraeum""}, ""periodo_ids"": [""pkpgkwxn7""], ""property_ids"": [""P155"", ""P17"", ""P31"", ""P361"", ""P580"", ""P582"", ""P625"", ""P9350""]}]}"
Q123915981,"Final Phase, Mithraeum",mx5nb7krq,UNRESOLVED_FOR_SCA,0.00,true,false,silver,2,0,3,"{""qid"": {""id"": ""Q123915981"", ""label"": ""Final Phase, Mithraeum""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""mx5nb7krq""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q123910977"", ""label"": ""Mithraeum II""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123918334"", ""label"": ""Phase B, Mithraeum""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0209-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0256-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""mx5nb7krq""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123915981"", ""label"": ""Final Phase, Mithraeum""}, ""periodo_ids"": [""mx5nb7krq""], ""property_ids"": [""P155"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q123917199,"Phase A, Mithraeum",mx5nbc4kr,UNRESOLVED_FOR_SCA,0.00,true,false,silver,2,0,3,"{""qid"": {""id"": ""Q123917199"", ""label"": ""Phase A, Mithraeum""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""mx5nbc4kr""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q123437424"", ""label"": ""Mithraeum I""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123918334"", ""label"": ""Phase B, Mithraeum""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0180-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0200-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""mx5nbc4kr""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123917199"", ""label"": ""Phase A, Mithraeum""}, ""periodo_ids"": [""mx5nbc4kr""], ""property_ids"": [""P156"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q123918334,"Phase B, Mithraeum",mx5nbxk28,UNRESOLVED_FOR_SCA,0.00,true,false,silver,2,0,3,"{""qid"": {""id"": ""Q123918334"", ""label"": ""Phase B, Mithraeum""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""mx5nbxk28""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q4785465"", ""label"": ""archaeological phase""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q1939641"", ""label"": ""Mithraeum, Dura-Europos""}}, {""property"": {""id"": ""P361"", ""label"": ""part of""}, ""value"": {""id"": ""Q123437424"", ""label"": ""Mithraeum I""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q123917199"", ""label"": ""Phase A, Mithraeum""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123915981"", ""label"": ""Final Phase, Mithraeum""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0200-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0210-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""mx5nbxk28""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q123918334"", ""label"": ""Phase B, Mithraeum""}, ""periodo_ids"": [""mx5nbxk28""], ""property_ids"": [""P155"", ""P156"", ""P31"", ""P361"", ""P580"", ""P582"", ""P9350""]}]}"
Q124355469,"Hellenistic Period, Dura-Europos (Syria)",ns3tk5mn7,UNRESOLVED_FOR_SCA,0.00,true,false,silver,1,0,3,"{""qid"": {""id"": ""Q124355469"", ""label"": ""Hellenistic Period, Dura-Europos (Syria)""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""silver""}, ""periodo_ids"": [""ns3tk5mn7""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q15401633"", ""label"": ""archaeological period""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q123438122"", ""label"": ""Arsacid Period, Dura-Europos (Syria)""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=-0300-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": """"}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""ns3tk5mn7""}}], ""geographical"": []}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": false}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q124355469"", ""label"": ""Hellenistic Period, Dura-Europos (Syria)""}, ""periodo_ids"": [""ns3tk5mn7""], ""property_ids"": [""P156"", ""P31"", ""P580"", ""P582"", ""P9350""]}]}"
Q12554,Middle Ages,8m57h8zmq,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,2,1,8,"{""qid"": {""id"": ""Q12554"", ""label"": ""Middle Ages""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""8m57h8zmq""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q4692"", ""label"": ""Renaissance""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q5308718"", ""label"": ""early modern period""}}, {""property"": {""id"": ""P156"", ""label"": ""followed by""}, ""value"": {""id"": ""Q133641"", ""label"": ""Age of Discovery""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q41493"", ""label"": ""ancient history""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q217050"", ""label"": ""late antiquity""}}, {""property"": {""id"": ""P527"", ""label"": ""has part(s)""}, ""value"": {""id"": ""Q202763"", ""label"": ""Early Middle Ages""}}, {""property"": {""id"": ""P527"", ""label"": ""has part(s)""}, ""value"": {""id"": ""Q212976"", ""label"": ""Late Middle Ages""}}, {""property"": {""id"": ""P527"", ""label"": ""has part(s)""}, ""value"": {""id"": ""Q212685"", ""label"": ""High Middle Ages""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q17522177"", ""label"": ""age""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q11514315"", ""label"": ""historical period""}}, {""property"": {""id"": ""P279"", ""label"": ""subclass of""}, ""value"": {""id"": ""Q2198855"", ""label"": ""cultural movement""}}], ""temporal"": [{""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1520-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1500-00-00T00:00:00Z;precision=8""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1492-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1453-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1517-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0476-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""vn2frpf43""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""8m57h8zmq""}}], ""geographical"": [{""property"": {""id"": ""P276"", ""label"": ""location""}, ""value"": {""id"": ""Q46"", ""label"": ""Europe""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q12554"", ""label"": ""Middle Ages""}, ""periodo_ids"": [""8m57h8zmq""], ""property_ids"": [""P155"", ""P156"", ""P276"", ""P279"", ""P31"", ""P527"", ""P580"", ""P582"", ""P9350""]}]}"
Q127751,Wars of the Roses,6c6g3crgz,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,2,2,4,"{""qid"": {""id"": ""Q127751"", ""label"": ""Wars of the Roses""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""6c6g3crgz""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q198"", ""label"": ""war""}}, {""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q8465"", ""label"": ""civil war""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+1455-05-22T00:00:00Z;precision=11""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+1487-06-16T00:00:00Z;precision=11""}}, {""property"": {""id"": ""P585"", ""label"": ""point in time""}, ""value"": {""id"": null, ""label"": ""time=+1500-00-00T00:00:00Z;precision=7""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""6c6g3crgz""}}], ""geographical"": [{""property"": {""id"": ""P276"", ""label"": ""location""}, ""value"": {""id"": ""Q179876"", ""label"": ""Kingdom of England""}}, {""property"": {""id"": ""P17"", ""label"": ""country""}, ""value"": {""id"": ""Q179876"", ""label"": ""Kingdom of England""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q127751"", ""label"": ""Wars of the Roses""}, ""periodo_ids"": [""6c6g3crgz""], ""property_ids"": [""P17"", ""P276"", ""P31"", ""P580"", ""P582"", ""P585"", ""P9350""]}]}"
Q131987978,Romano-British period,kh9ds9nsj,UNRESOLVED_FOR_SCA,0.00,true,true,gold_star,1,2,3,"{""qid"": {""id"": ""Q131987978"", ""label"": ""Romano-British period""}, ""decision"": {""canonical_type"": ""UNRESOLVED_FOR_SCA"", ""confidence"": 0.0, ""vote_scores"": {}, ""coverage_badge"": ""gold_star""}, ""periodo_ids"": [""kh9ds9nsj""], ""property_groups"": {""hierarchy"": [{""property"": {""id"": ""P31"", ""label"": ""instance of""}, ""value"": {""id"": ""Q816829"", ""label"": ""periodization""}}, {""property"": {""id"": ""P279"", ""label"": ""subclass of""}, ""value"": {""id"": ""Q125510349"", ""label"": ""Roman period""}}, {""property"": {""id"": ""P155"", ""label"": ""follows""}, ""value"": {""id"": ""Q277399"", ""label"": ""British Iron Age""}}], ""temporal"": [{""property"": {""id"": ""P580"", ""label"": ""start time""}, ""value"": {""id"": null, ""label"": ""time=+0043-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P582"", ""label"": ""end time""}, ""value"": {""id"": null, ""label"": ""time=+0410-00-00T00:00:00Z;precision=9""}}, {""property"": {""id"": ""P9350"", ""label"": ""PeriodO period ID""}, ""value"": {""id"": null, ""label"": ""kh9ds9nsj""}}], ""geographical"": [{""property"": {""id"": ""P276"", ""label"": ""location""}, ""value"": {""id"": ""Q23666"", ""label"": ""Great Britain""}}, {""property"": {""id"": ""P17"", ""label"": ""country""}, ""value"": {""id"": ""Q145"", ""label"": ""United Kingdom""}}]}, ""coverage_flags"": {""has_temporal"": true, ""has_geographical"": true}, ""evidence"": [{""kind"": ""extraction_only"", ""message"": ""Deterministic type mapping disabled. Route to SCA adjudication."", ""qid"": {""id"": ""Q131987978"", ""label"": ""Romano-British period""}, ""periodo_ids"": [""kh9ds9nsj""], ""property_ids"": [""P155"", ""P17"", ""P276"", ""P279"", ""P31"", ""P580"", ""P582"", ""P9350""]}]}"
